TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Bridesmaids,"$2,859,640",-3%,-,2918,$980,"$38,459,240",7,Universal Pictures,False,False
2,2,Thor,"$2,200,897",-4.4%,-45.3%,3963,$555,"$129,906,155",14,Paramount Pictures,False,False
3,3,Fast Five,"$1,270,655",-2.9%,-39.7%,3793,$335,"$175,588,585",21,Universal Pictures,False,False
4,4,Priest,"$786,252",-11.2%,-,2864,$274,"$19,083,128",7,Screen Gems,False,False
5,5,Something Borrowed,"$546,497",-6.3%,-50.5%,2904,$188,"$28,003,065",14,Warner Bros.,False,False
6,8,Jumping the Broom,"$418,818",+8.6%,-42.9%,2035,$205,"$27,617,552",14,TriStar Pictures,False,False
7,6,Rio,"$416,664",-0.8%,-4.5%,2929,$142,"$126,996,651",35,Twentieth Century Fox,False,False
8,7,Water for Elephants,"$381,878",-7.4%,-32%,2425,$157,"$50,277,574",28,Twentieth Century Fox,False,False
9,9,Madea's Big Happy Family,"$122,862",+5.7%,-43.5%,1449,$84,"$50,766,990",28,Lionsgate,False,False
10,10,Soul Surfer,"$113,974",+8%,-15.5%,1468,$77,"$39,680,670",42,TriStar Pictures,False,False
11,11,Born to Be Wild,"$84,175",+1.1%,+21%,57,"$1,476","$5,104,421",42,Warner Bros.,False,False
12,13,Source Code,"$73,278",+3.3%,-37%,626,$117,"$52,543,834",49,Summit Entertainment,False,False
13,14,Insidious,"$67,248",+1.4%,-34.2%,762,$88,"$51,958,376",49,FilmDistrict,False,False
14,15,Hoodwinked!2011 Re-release,"$65,324",+4.9%,-53.8%,1276,$51,"$8,827,686",21,The Weinstein Company,False,False
15,12,Everything Must Go,"$64,424",-14.3%,-,218,$295,"$1,099,620",7,Roadside Attractions,False,False
16,16,Hanna,"$54,670",-11.3%,-41.8%,425,$128,"$38,862,870",42,Focus Features,False,False
17,17,Jane Eyre,"$49,145",+4.8%,-5%,248,$198,"$10,155,829",70,Focus Features,False,False
18,18,The Conspirator,"$40,480",-7.7%,-35%,370,$109,"$10,666,286",35,Roadside Attractions,False,False
19,19,Limitless,"$35,467",-6.6%,-27.9%,298,$119,"$77,727,744",63,Relativity Media,False,False
20,22,Hubble 3D,"$34,128",+13.7%,+13.8%,34,"$1,003","$24,946,198",427,Warner Bros.,False,False
21,20,The Lincoln Lawyer,"$32,797",-7.3%,-26.2%,345,$95,"$56,254,966",63,Lionsgate,False,False
22,21,Win Win,"$31,429",-11%,-28.7%,248,$126,"$9,074,820",63,Fox Searchlight Pictures,False,False
23,23,Scream 4,"$27,511",+1.8%,-63.7%,426,$64,"$37,626,398",35,-,False,False
24,24,Arthur,"$22,874",-4%,+9.5%,344,$66,"$32,669,620",42,Warner Bros.,False,False
25,25,Hop,"$18,325",-11.3%,-18.9%,459,$39,"$106,935,005",49,Universal Pictures,False,False
26,29,Rango,"$16,677",+28.4%,-18.2%,216,$77,"$120,816,863",77,Paramount Pictures,False,False
27,28,Atlas Shrugged: Part I,"$16,648",+17%,-36.5%,158,$105,"$4,627,375",35,Rocky Mountain Pictures,False,False
28,26,The Beaver,"$16,571",-16.6%,+64.2%,105,$157,"$391,643",14,Summit Entertainment,False,False
29,27,Diary of a Wimpy Kid: Rodrick Rules,"$12,957",-13.4%,+3.3%,311,$41,"$51,702,434",56,Twentieth Century Fox,False,False
30,30,The Adjustment Bureau,"$10,660",-13.3%,-41.7%,164,$65,"$62,344,265",77,Universal Pictures,False,False
31,32,Paul,"$9,905",-0.3%,-25.3%,181,$54,"$37,412,945",63,Universal Pictures,False,False
32,31,Go for It!,"$9,200",-10.6%,-,218,$42,"$158,252",7,Lionsgate,False,False
33,33,Your Highness,"$8,865",-0.2%,-10%,148,$59,"$21,596,445",42,Universal Pictures,False,False
34,34,Sucker Punch,"$8,469",+4.7%,-43.6%,139,$60,"$36,355,312",56,Warner Bros.,False,False
35,36,The King's SpeechPG-13 Version,"$4,878",+5.2%,-27.2%,71,$68,"$3,279,713",49,The Weinstein Company,False,False
36,35,Red Riding Hood,"$4,485",-4%,-39.7%,100,$44,"$37,630,910",70,Warner Bros.,False,False
37,37,Beastly,"$2,617",+9.6%,-34.8%,46,$56,"$27,865,571",77,CBS Films,False,False
38,38,"It's Not You, It's Me","$2,027",-4.7%,+56%,50,$40,"$1,339,911",42,Lionsgate,False,False
39,39,Kill the Irishman,"$1,392",-6.5%,-54.9%,13,$107,"$1,141,067",70,Anchor Bay Films,False,False
40,40,"Big Mommas: Like Father, Like Son","$1,212",+0.2%,-39.6%,38,$31,"$37,897,605",91,Twentieth Century Fox,False,False
41,44,Cedar Rapids,"$1,178",+36.5%,-20.1%,12,$98,"$6,849,722",98,Fox Searchlight Pictures,False,False
42,45,Nostalgia for the Light,"$1,151",+38%,+232.7%,2,$575,"$104,065",127,Icarus Films,False,False
43,42,Biutiful,$809,-10.4%,-10.2%,11,$73,"$5,090,379",112,Roadside Attractions,False,False
44,43,Dylan Dog: Dead of Night,$688,-23.7%,-96.8%,34,$20,"$1,186,538",21,-,False,False
45,41,Take a Shot,$662,-44.8%,-58%,20,$33,"$554,743",28,Fox Searchlight Pictures,False,False
46,46,Skateland,$645,-10.4%,-,2,$322,"$7,782",7,Freestyle Releasing,False,False
47,47,Miral,$449,-16.9%,-14.5%,5,$89,"$373,420",56,The Weinstein Company,False,False
48,48,The Company Men,$427,-18.2%,-77.6%,11,$38,"$4,441,272",119,The Weinstein Company,False,False
49,-,The Topp Twins: Untouchable Girls2011 Re-release,$290,-,-,1,$290,"$3,186",7,Argot Pictures,False,False
