TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Grey,"$1,263,881",+1%,-,3185,$396,"$25,256,533",7,Open Road Films (II),False,False
2,2,Underworld Awakening,"$874,668",-1.4%,-43.1%,3078,$284,"$48,752,921",14,Screen Gems,False,False
3,3,One for the Money,"$678,806",+0.3%,-,2737,$248,"$14,417,987",7,Lionsgate,False,False
4,4,Red Tails,"$616,439",+0.5%,-37.9%,2573,$239,"$36,459,366",14,Twentieth Century Fox,False,False
5,5,The Descendants,"$556,413",+0.4%,+94.4%,2001,$278,"$60,922,652",79,Fox Searchlight Pictures,False,False
6,6,Man on a Ledge,"$531,252",+3.2%,-,2998,$177,"$10,264,774",7,Lionsgate,False,False
7,7,Contraband,"$489,445",-0.1%,-45%,2650,$184,"$58,613,300",21,Universal Pictures,False,False
8,8,Extremely Loud & Incredibly Close,"$464,250",+4.9%,-39.5%,2630,$176,"$22,867,676",40,Warner Bros.,False,False
9,9,The Artist,"$323,517",+2.3%,-10.3%,897,$360,"$18,019,244",70,The Weinstein Company,False,False
10,10,Haywire,"$322,107",+2.3%,-47.8%,2441,$131,"$16,644,904",14,Relativity Media,False,False
11,11,The Iron Lady,"$306,889",+1.5%,-27.6%,1244,$246,"$18,757,349",35,The Weinstein Company,False,False
12,12,Beauty and the Beast2012 3D Release,"$295,694",+2.4%,-43.4%,2145,$137,"$42,328,800",21,Walt Disney Studios Motion Pictures,False,False
13,13,Mission: Impossible - Ghost Protocol,"$232,988",+7.2%,-44.7%,1654,$140,"$203,497,862",49,Paramount Pictures,False,False
14,14,Joyful Noise,"$209,389",+12.5%,-51.4%,2021,$103,"$27,505,228",21,Warner Bros.,False,False
15,15,War Horse,"$184,656",+8.5%,-46.8%,1861,$99,"$76,335,507",40,Walt Disney Studios Motion Pictures,False,False
16,16,The Girl with the Dragon Tattoo,"$177,383",+4.3%,-51.2%,1202,$147,"$98,881,465",44,Sony Pictures Releasing,False,False
17,17,Hugo,"$171,293",+3.3%,+9.2%,965,$177,"$59,639,039",72,Paramount Pictures,False,False
18,18,Sherlock Holmes: A Game of Shadows,"$161,175",+7.1%,-55%,1530,$105,"$182,859,118",49,Warner Bros.,False,False
19,19,Tinker Tailor Soldier Spy,"$89,850",+7.1%,-52.5%,410,$219,"$20,514,692",56,Focus Features,False,False
20,20,The Adventures of Tintin,"$76,843",-3%,-44.4%,702,$109,"$74,614,139",44,Paramount Pictures,False,False
21,21,Albert Nobbs,"$71,907",-1.3%,-,245,$293,"$1,037,943",7,Roadside Attractions,False,False
22,22,We Bought a Zoo,"$68,313",+5.8%,-57.4%,1089,$62,"$71,983,571",42,Twentieth Century Fox,False,False
23,23,Alvin and the Chipmunks: Chipwrecked,"$62,934",+3.1%,-50.3%,1070,$58,"$127,303,425",49,Twentieth Century Fox,False,False
24,24,The Devil Inside,"$53,767",+5%,-70.5%,722,$74,"$52,901,858",28,Paramount Pictures,False,False
25,25,My Week with Marilyn,"$40,609",+4.8%,-25.2%,186,$218,"$12,751,158",72,The Weinstein Company,False,False
26,26,Shame,"$21,157",+10.4%,-35.4%,80,$264,"$3,361,607",63,Fox Searchlight Pictures,False,False
27,27,Happy Feet Two,"$20,165",+6.9%,-16.3%,309,$65,"$63,169,763",77,Warner Bros.,False,False
28,28,Puss in Boots,"$17,381",+2%,-11.9%,270,$64,"$148,209,264",98,DreamWorks,False,False
29,29,The Twilight Saga: Breaking Dawn - Part 1,"$16,568",+11.9%,-42.6%,191,$86,"$280,596,710",77,Summit Entertainment,False,False
30,30,Born to Be Wild,"$14,761",+8.5%,-26.3%,45,$328,"$15,901,884",301,Warner Bros.,False,False
31,31,J. Edgar,"$13,048",+1.1%,+234.1%,208,$62,"$37,217,445",86,Warner Bros.,False,False
32,32,The Sitter,"$12,243",+12.5%,-15%,145,$84,"$30,247,204",56,Twentieth Century Fox,False,False
33,33,Tower Heist,"$9,570",+10.1%,-37.7%,174,$55,"$78,046,570",91,Universal Pictures,False,False
34,34,Immortals,"$7,285",+9.7%,-48.4%,117,$62,"$83,423,983",84,Relativity Media,False,False
35,35,Coriolanus,"$6,780",+2.9%,-11.6%,12,$565,"$167,821",14,The Weinstein Company,False,False
36,36,Young Adult,"$4,978",-6.6%,-68.6%,87,$57,"$16,214,373",56,Paramount Pictures,False,False
37,37,Pariah,"$4,102",+8.7%,-46.4%,14,$293,"$586,081",37,Focus Features,False,False
38,39,New Year's Eve,"$3,662",+24.2%,-65%,62,$59,"$54,274,706",56,Warner Bros.,False,False
39,38,The Darkest Hour,"$3,395",+10.7%,-74.7%,87,$39,"$21,184,210",40,Summit Entertainment,False,False
40,40,In Time,"$3,008",+11.2%,-51.2%,58,$51,"$37,520,095",98,Twentieth Century Fox,False,False
41,42,In the Land of Blood and Honey,"$1,988",+53.6%,-45%,11,$180,"$231,845",42,FilmDistrict,False,False
42,41,Drive,"$1,298",-19.2%,-60.1%,23,$56,"$35,043,803",140,FilmDistrict,False,False
43,43,Vettai,"$1,018",-9.3%,-43.4%,21,$48,"$182,186",21,UTV Motion Pictures,False,False
44,44,Don 2,$46,+12.2%,-87.4%,4,$11,"$3,680,306",43,Reliance Big Pictures,False,False
