TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Austin Powers in Goldmember,"$9,164,052",-10.2%,-,3613,"$2,536","$95,989,198",5,New Line Cinema,False,False
2,2,Stuart Little 2,"$1,633,846",+8.6%,-36%,3282,$497,"$37,863,138",12,Sony Pictures Releasing,False,False
3,3,Road to Perdition,"$1,331,865",+7.6%,-33.7%,2250,$591,"$68,216,431",19,DreamWorks Distribution,False,False
4,4,Men in Black II,"$1,038,310",+3.2%,-45%,3542,$293,"$175,425,245",28,Sony Pictures Releasing,False,False
5,5,The Country Bears,"$874,432",+6.3%,-,2553,$342,"$7,007,097",5,Walt Disney Studios Motion Pictures,False,False
6,6,K-19: The Widowmaker,"$806,231",+1.6%,-42.7%,2830,$284,"$26,561,286",12,Paramount Pictures,False,False
7,7,Mr. Deeds,"$703,417",+9.1%,-44.2%,2309,$304,"$117,512,426",33,Sony Pictures Releasing,False,False
8,8,Reign of Fire,"$490,446",+2.7%,-52.6%,2005,$244,"$37,374,598",19,Walt Disney Studios Motion Pictures,False,False
9,9,Lilo & Stitch,"$440,887",+5.6%,-46.4%,1780,$247,"$135,080,179",40,Walt Disney Studios Motion Pictures,False,False
10,10,Minority Report,"$419,483",+12.7%,-34%,1365,$307,"$124,166,785",40,Twentieth Century Fox,False,False
11,11,Like Mike,"$352,921",+4.1%,-45.7%,1405,$251,"$46,848,065",28,Twentieth Century Fox,False,False
12,13,The Bourne Identity,"$352,275",+15.1%,-37.4%,1155,$305,"$110,895,495",47,Universal Pictures,False,False
13,12,Eight Legged Freaks,"$327,650",+0.7%,-57.1%,2530,$129,"$14,846,493",14,Warner Bros.,False,False
14,14,Star Wars: Episode II - Attack of the Clones,"$132,101",+16.5%,-16.4%,463,$285,"$297,222,081",76,Twentieth Century Fox,False,False
15,15,Spirit: Stallion of the Cimarron,"$63,109",+21.7%,-,334,$188,"$72,326,216",68,DreamWorks Distribution,False,False
16,17,The Powerpuff Girls Movie,"$16,000",+10.7%,-68%,176,$90,"$11,159,760",28,Warner Bros.,False,False
17,16,The Lord of the Rings: The Fellowship of the Ring,"$14,986",+0.8%,-10.2%,102,$146,"$313,141,224",224,New Line Cinema,False,False
18,18,Ice Age,"$14,501",+3%,-41.9%,151,$96,"$176,152,341",138,Twentieth Century Fox,False,False
19,19,Insomnia,"$14,107",+15.5%,-51.3%,122,$115,"$66,270,520",68,Warner Bros.,False,False
20,20,Unfaithful,"$7,865",+1%,-65.9%,104,$75,"$52,671,081",84,Twentieth Century Fox,False,False
