TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,-,Austin Powers in Goldmember,"$3,553,719",-,-,2416,"$1,470","$3,553,719",-,New Line Cinema,False,False
2,1,Stuart Little 2,"$1,957,684",-12%,-,3255,$601,"$24,112,511",7,Sony Pictures Releasing,False,False
3,2,Road to Perdition,"$1,559,912",-11.8%,-33.1%,2159,$722,"$54,540,932",14,DreamWorks Distribution,False,False
4,3,Men in Black II,"$1,456,937",-11.5%,-44.3%,3641,$400,"$164,903,536",23,Sony Pictures Releasing,False,False
5,4,K-19: The Widowmaker,"$975,394",-15.2%,-,2828,$344,"$17,695,065",7,Paramount Pictures,False,False
6,5,Mr. Deeds,"$863,202",-17.1%,-44.6%,2823,$305,"$111,916,620",28,Sony Pictures Releasing,False,False
7,6,Reign of Fire,"$759,969",-13.9%,-45.3%,2629,$289,"$32,937,482",14,Walt Disney Studios Motion Pictures,False,False
8,7,Lilo & Stitch,"$691,897",-12.6%,-49.6%,2127,$325,"$131,488,462",35,Walt Disney Studios Motion Pictures,False,False
9,8,The Crocodile Hunter: Collision Course,"$575,000",-14.9%,-48%,2525,$227,"$18,726,625",14,Metro-Goldwyn-Mayer (MGM),False,False
10,10,Like Mike,"$554,087",-9.3%,-45.6%,1775,$312,"$43,765,611",23,Twentieth Century Fox,False,False
11,9,Eight Legged Freaks,"$518,257",-19.6%,-55.4%,2530,$204,"$11,790,921",9,Warner Bros.,False,False
12,11,Halloween: Resurrection,"$445,000",-18.9%,-52.7%,2094,$212,"$24,283,617",14,Dimension Films,False,False
13,12,Minority Report,"$444,770",-15.9%,-46.9%,1656,$268,"$120,250,736",35,Twentieth Century Fox,False,False
14,13,The Bourne Identity,"$431,225",-10.4%,-39.3%,1155,$373,"$107,632,700",42,Universal Pictures,False,False
15,14,Scooby-Doo,"$216,415",-7.3%,-56.1%,1302,$166,"$149,383,199",42,Warner Bros.,False,False
16,15,Star Wars: Episode II - Attack of the Clones,"$137,678",-3.7%,-33.3%,512,$268,"$296,205,467",71,Twentieth Century Fox,False,False
17,16,The Powerpuff Girls Movie,"$43,704",-10.4%,-80.3%,382,$114,"$11,020,809",23,Warner Bros.,False,False
18,17,Ice Age,"$25,051",+2.6%,-24.3%,193,$129,"$176,035,143",133,Twentieth Century Fox,False,False
19,18,Insomnia,"$18,303",-20%,-49.1%,156,$117,"$66,151,638",63,Warner Bros.,False,False
20,19,The Lord of the Rings: The Fellowship of the Ring,"$15,661",-2.8%,-33.3%,140,$111,"$313,030,186",219,New Line Cinema,False,False
21,20,Unfaithful,"$15,382",+3.1%,-26.6%,159,$96,"$52,588,426",79,Twentieth Century Fox,False,False
