TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Sweet Home Alabama,"$2,308,414",+11.3%,-,3293,$701,"$40,030,981",5,Walt Disney Studios Motion Pictures,False,False
2,2,The Tuxedo,"$837,877",+11.7%,-,3022,$277,"$16,639,306",5,DreamWorks Distribution,False,False
3,3,My Big Fat Greek Wedding,"$820,000",+32.3%,-8.9%,1841,$445,"$138,068,662",166,IFC Films,False,True
4,5,The Banger Sisters,"$546,537",+28.3%,-41.4%,2738,$199,"$19,794,295",12,Fox Searchlight Pictures,False,False
5,4,Barbershop,"$530,000",-2.8%,-28.4%,2051,$258,"$52,387,650",19,Metro-Goldwyn-Mayer (MGM),False,True
6,6,The Four Feathers,"$293,472",+13.9%,-45.6%,2187,$134,"$12,928,497",12,Paramount Pictures,False,False
7,8,One Hour Photo,"$263,515",+17.9%,-31.3%,1307,$201,"$26,594,083",42,Fox Searchlight Pictures,False,False
8,7,Ballistic: Ecks vs. Sever,"$251,368",+12.1%,-51.9%,2705,$92,"$12,064,868",12,Warner Bros.,False,False
9,9,Signs,"$161,551",+14.2%,-30.5%,1783,$90,"$221,457,986",61,Walt Disney Studios Motion Pictures,False,False
10,10,Trapped,"$157,570",+22.3%,-46.9%,2227,$70,"$6,012,406",12,Sony Pictures Releasing,False,False
11,11,Swimfan,"$95,879",+18.3%,-49.1%,1842,$52,"$26,853,301",26,Twentieth Century Fox,False,False
12,12,Stealing Harvard,"$93,575",+17.1%,-46.1%,2323,$40,"$12,894,094",19,Revolution Studios,False,False
13,14,xXx,"$70,961",+19.5%,-43.5%,1261,$56,"$139,932,915",54,Revolution Studios,False,False
14,13,City by the Sea,"$62,247",+1.5%,-66%,1034,$60,"$21,752,979",26,Warner Bros.,False,False
15,15,Spirited Away,"$33,570",+8.1%,-0.2%,53,$633,"$1,175,173",12,Walt Disney Studios Motion Pictures,False,False
16,17,The Good Girl,"$32,990",+21.1%,-46.8%,351,$93,"$13,329,011",56,Fox Searchlight Pictures,False,False
17,16,Moonlight Mile,"$31,329",+11.3%,-,22,"$1,424","$389,254",5,Walt Disney Studios Motion Pictures,False,False
18,18,The Bourne Identity,"$23,765",+33.4%,-33%,297,$80,"$120,504,010",110,Universal Pictures,False,False
19,19,Road to Perdition,"$17,301",+19.4%,-53.5%,338,$51,"$103,581,863",82,DreamWorks Distribution,False,False
20,24,Lawrence of Arabia2002 Re-release,"$16,688",+123.2%,+707%,6,"$2,781","$178,378",12,Sony Pictures Releasing,False,False
21,23,Blue Crush,"$12,475",+39.8%,-70.4%,356,$35,"$40,139,820",47,Universal Pictures,False,False
22,21,Minority Report,"$11,214",+17.8%,-35%,158,$70,"$131,740,576",103,Twentieth Century Fox,False,False
23,22,Like Mike,"$8,314",-11.1%,+55.8%,167,$49,"$51,110,788",91,Twentieth Century Fox,False,False
24,20,Star Wars: Episode II - Attack of the Clones,"$7,483",-23.7%,-49.3%,168,$44,"$301,938,424",139,Twentieth Century Fox,False,False
25,25,Scooby-Doo,"$7,226",+4.1%,-2.1%,145,$49,"$152,916,141",110,Warner Bros.,False,False
26,27,Feardotcom,"$6,300",+9.7%,-67%,175,$36,"$13,015,652",33,Warner Bros.,False,False
27,30,K-19: The Widowmaker,"$6,248",+49.8%,-48%,153,$40,"$35,110,601",75,Paramount Pictures,False,False
28,28,Serving Sara,"$5,923",+33.9%,-83.2%,371,$15,"$16,725,638",40,Paramount Pictures,False,False
29,26,The Master of Disguise,"$5,734",-4.3%,-48.9%,370,$15,"$39,429,467",61,Revolution Studios,False,False
30,31,Divine Secrets of the Ya-Ya Sisterhood,"$4,384",+23.1%,-44.8%,101,$43,"$69,550,766",117,Warner Bros.,False,False
31,29,Eight Legged Freaks,"$4,293",+0.6%,-29.8%,88,$48,"$17,171,240",77,Warner Bros.,False,False
32,33,Blood Work,"$2,543",+17.7%,-59%,90,$28,"$26,001,093",54,Warner Bros.,False,False
33,32,The Adventures of Pluto Nash,"$2,203",-9.4%,-48.2%,83,$26,"$4,415,737",47,Warner Bros.,False,False
34,34,Wasabi,"$1,681",-12.6%,-,5,$336,"$21,165",5,TriStar Pictures,False,False
35,35,Martin Lawrence Live: Runteldat,"$1,387",+78%,-59.2%,24,$57,"$19,095,777",61,Paramount Pictures,False,False
