TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Panic Room,"$1,209,000",+12.2%,-55.4%,3053,$396,"$60,812,734",12,Sony Pictures Releasing,False,False
2,2,High Crimes,"$1,001,885",+15.1%,-,2717,$368,"$15,878,258",5,Twentieth Century Fox,False,False
3,3,Ice Age,"$667,691",+11.1%,-70.9%,3200,$208,"$141,927,035",26,Twentieth Century Fox,False,False
4,6,Van Wilder: Party Liaison,"$655,000",+23.8%,-,2022,$323,"$8,486,913",5,Artisan Entertainment,False,False
5,4,Blade II,"$624,000",+4.3%,-55.4%,2561,$243,"$68,670,831",19,New Line Cinema,False,False
6,5,The Rookie,"$603,785",+6.1%,-63.9%,2524,$239,"$36,119,348",12,Walt Disney Studios Motion Pictures,False,False
7,7,Clockstoppers,"$243,000",+2.1%,-78.1%,2563,$94,"$22,929,547",12,Paramount Pictures,False,False
8,8,Big Trouble,"$206,745",+0.4%,-,1961,$105,"$3,957,786",5,Walt Disney Studios Motion Pictures,False,False
9,9,We Were Soldiers,"$204,000",+15.9%,-48.4%,1740,$117,"$72,075,364",40,Paramount Pictures,False,False
10,11,A Beautiful Mind,"$201,040",+27.4%,-49.4%,1436,$140,"$165,347,476",110,Universal Pictures,False,False
11,10,E.T. the Extra-Terrestrial20th Anniversary,"$185,450",+14.4%,-71.9%,2478,$74,"$31,082,455",19,Universal Pictures,False,False
12,13,Death to Smoochy,"$144,422",+15.1%,-60.1%,2164,$66,"$7,556,622",12,Warner Bros.,False,False
13,12,Resident Evil,"$136,712",+2.3%,-61.6%,1144,$119,"$37,683,046",26,Screen Gems,False,False
14,14,The Lord of the Rings: The Fellowship of the Ring,"$135,441",+17.9%,-46.5%,977,$138,"$304,367,412",112,New Line Cinema,False,False
15,15,Showtime,"$106,302",+16.2%,-70.5%,1423,$74,"$36,506,310",26,Warner Bros.,False,False
16,17,Kissing Jessica Stein,"$84,280",+14.4%,+13.5%,319,$264,"$3,443,608",28,Fox Searchlight Pictures,False,False
17,16,The Time Machine,"$82,308",+9.1%,-67.5%,931,$88,"$54,915,896",33,DreamWorks Distribution,False,False
18,18,Sorority Boys,"$49,232",+27.5%,-80.7%,610,$80,"$9,721,192",19,Walt Disney Studios Motion Pictures,False,False
19,19,A Walk to Remember,"$12,160",+26.5%,-56.2%,180,$67,"$40,991,581",75,Warner Bros.,False,False
20,20,Dragonfly,"$9,660",+40.1%,-41.5%,138,$70,"$30,080,360",47,Universal Pictures,False,False
21,21,Big Fat Liar,"$6,475",+1.3%,-66.3%,213,$30,"$47,824,140",61,Universal Pictures,False,False
22,22,Super Troopers,"$6,160",+15.6%,+40.3%,91,$67,"$18,391,838",54,Fox Searchlight Pictures,False,False
23,23,Kung Pow: Enter the Fist,"$2,921",-15.9%,-30.1%,18,$162,"$16,024,101",75,Twentieth Century Fox,False,False
24,26,Collateral Damage,"$1,986",+25%,-18.2%,62,$32,"$39,616,053",61,Warner Bros.,False,False
25,24,Queen of the Damned,"$1,739",-8.3%,-48.3%,66,$26,"$30,042,331",47,Warner Bros.,False,False
26,25,Mulholland Drive,"$1,140",-29.4%,-55.5%,19,$60,"$7,194,268",184,Universal Pictures,False,False
27,27,Brotherhood of the Wolf,"$1,105",-20.8%,+53.5%,20,$55,"$10,880,668",89,Universal Pictures,False,False
28,28,Harrison's Flowers,$280,+16.7%,-93.8%,8,$35,"$1,844,090",26,Universal Pictures,False,False
