TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Panic Room,"$8,131,000",+39.5%,-26.6%,3053,"$2,663","$54,242,577",9,Sony Pictures Releasing,False,False
2,2,High Crimes,"$6,143,659",+29.7%,-,2717,"$2,261","$10,880,907",2,Twentieth Century Fox,False,False
3,3,Ice Age,"$5,878,079",+51.3%,-15.2%,3200,"$1,836","$136,855,465",23,Twentieth Century Fox,False,False
4,4,The Rookie,"$5,111,125",+39.8%,-13.6%,2524,"$2,025","$32,009,548",9,Walt Disney Studios Motion Pictures,False,False
5,7,Blade II,"$3,287,000",+55.2%,-31.9%,2561,"$1,283","$65,377,576",16,New Line Cinema,False,False
6,6,Clockstoppers,"$3,219,000",+44.5%,-12.6%,2563,"$1,255","$20,611,333",9,Paramount Pictures,False,False
7,5,Van Wilder: Party Liaison,"$2,824,000",+1.8%,-,2022,"$1,396","$5,599,000",2,Artisan Entertainment,False,False
8,8,Big Trouble,"$1,532,192",+27.2%,-,1961,$781,"$2,736,772",2,Walt Disney Studios Motion Pictures,False,False
9,9,E.T. the Extra-Terrestrial20th Anniversary,"$1,523,975",+59.7%,-34.6%,2478,$615,"$29,644,600",16,Universal Pictures,False,False
10,10,A Beautiful Mind,"$1,256,495",+59.1%,-17.8%,1436,$874,"$164,442,931",107,Universal Pictures,False,False
11,13,The Lord of the Rings: The Fellowship of the Ring,"$798,690",+63.6%,-11.2%,977,$817,"$303,663,977",109,New Line Cinema,False,False
12,11,Death to Smoochy,"$709,653",+35.9%,-54%,2164,$327,"$6,906,111",9,Warner Bros.,False,False
13,12,Showtime,"$686,980",+40.3%,-47.1%,1423,$482,"$35,943,610",23,Warner Bros.,False,False
14,14,Resident Evil,"$686,657",+44%,-36.5%,1144,$600,"$36,970,670",23,Screen Gems,False,False
15,16,Kissing Jessica Stein,"$463,584",+72.1%,+58%,319,"$1,453","$3,031,355",25,Fox Searchlight Pictures,False,False
16,15,The Time Machine,"$458,154",+50.6%,-47%,931,$492,"$54,474,178",30,DreamWorks Distribution,False,False
17,17,Sorority Boys,"$250,529",+25.5%,-66.5%,610,$410,"$9,505,176",16,Walt Disney Studios Motion Pictures,False,False
18,18,A Walk to Remember,"$55,228",+23.5%,-8.2%,180,$306,"$40,940,087",72,Warner Bros.,False,False
19,19,Big Fat Liar,"$53,250",+51.5%,-3.4%,213,$250,"$47,781,455",58,Universal Pictures,False,False
20,20,Dragonfly,"$38,640",+47.4%,-28.3%,138,$280,"$30,043,790",44,Universal Pictures,False,False
21,21,Super Troopers,"$20,870",+49.1%,+47%,91,$229,"$18,367,110",51,Fox Searchlight Pictures,False,False
22,22,Collateral Damage,"$12,968",+27.1%,-16.9%,62,$209,"$39,602,999",58,Warner Bros.,False,False
23,23,Queen of the Damned,"$8,490",+20.2%,-51%,66,$128,"$30,033,250",44,Warner Bros.,False,False
24,24,Mulholland Drive,"$8,075",+30.8%,+2%,19,$425,"$7,186,953",181,Universal Pictures,False,False
25,25,Brotherhood of the Wolf,"$5,095",+54.2%,+51.6%,20,$254,"$10,874,663",86,Universal Pictures,False,False
26,26,Kung Pow: Enter the Fist,"$4,919",+81.1%,+38.1%,18,$273,"$16,013,917",72,Twentieth Century Fox,False,False
27,27,Harrison's Flowers,"$1,880",+62.1%,-86%,8,$235,"$1,842,690",23,Universal Pictures,False,False
