TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Harry Potter and the Chamber of Secrets,"$34,213,803",+15.5%,-,3682,"$9,292","$63,845,256",2,Warner Bros.,False,False
2,2,8 Mile,"$8,299,225",+25.9%,-55.3%,2496,"$3,325","$79,984,890",9,Universal Pictures,False,False
3,4,The Santa Clause 2,"$7,125,221",+99.8%,-33.8%,3346,"$2,129","$78,106,685",16,Walt Disney Studios Motion Pictures,False,False
4,3,The Ring,"$4,774,280",+33.4%,-24.5%,2882,"$1,656","$98,375,900",30,DreamWorks Distribution,False,False
5,5,Half Past Dead,"$3,326,394",+25%,-,2113,"$1,574","$5,987,630",2,Sony Pictures Releasing,False,False
6,6,My Big Fat Greek Wedding,"$2,200,000",+66%,-17.3%,1812,"$1,214","$198,385,906",212,IFC Films,False,True
7,7,Jackass: The Movie,"$1,753,596",+43.6%,-38.8%,2413,$726,"$58,449,951",23,Paramount Pictures,False,False
8,8,I Spy,"$1,747,901",+45.4%,-53.6%,2611,$669,"$29,878,353",16,Sony Pictures Releasing,False,False
9,9,Frida,"$1,200,000",+50%,+6.7%,519,"$2,312","$7,747,172",23,Miramax,False,True
10,10,Sweet Home Alabama,"$1,056,805",+46.9%,-37.1%,1469,$719,"$121,428,521",51,Walt Disney Studios Motion Pictures,False,False
11,12,Punch-Drunk Love,"$564,272",+51.1%,-47.8%,867,$650,"$16,227,719",37,Revolution Studios,False,False
12,11,Femme Fatale,"$562,863",+46.6%,-49.9%,1066,$528,"$5,386,852",11,Warner Bros.,False,False
13,13,Bowling for Columbine,"$556,690",+50.4%,-,248,"$2,244","$8,462,063",37,United Artists,False,False
14,14,Ghost Ship,"$507,226",+50.9%,-61.2%,1175,$431,"$27,976,768",23,Warner Bros.,False,False
15,15,Star Wars: Episode II - Attack of the Clones2002 IMAX Release,"$429,800",+83.9%,-27.1%,58,"$7,410","$4,584,599",16,Twentieth Century Fox,False,False
16,17,Barbershop,"$240,829",+67.6%,-,725,$332,"$74,675,683",65,Metro-Goldwyn-Mayer (MGM),False,False
17,16,Red Dragon,"$234,595",+51.8%,-65.9%,552,$424,"$92,353,375",44,Universal Pictures,False,False
18,18,Brown Sugar,"$232,777",+75.4%,-53.1%,398,$584,"$26,642,010",37,Fox Searchlight Pictures,False,False
19,20,The Tuxedo,"$98,716",+80.4%,-65.3%,375,$263,"$49,537,659",51,DreamWorks Distribution,False,False
20,19,The Transporter,"$72,620",+30.8%,-69.7%,205,$354,"$24,891,451",37,Twentieth Century Fox,False,False
21,22,White Oleander,"$61,081",+50.3%,-65.2%,166,$367,"$16,077,539",37,Warner Bros.,False,False
22,24,Spirited Away,"$57,726",+86.8%,-49.3%,100,$577,"$4,985,836",58,Walt Disney Studios Motion Pictures,False,False
23,21,Abandon,"$50,264",+21.4%,-57.5%,316,$159,"$10,572,499",30,Paramount Pictures,False,False
24,23,The Banger Sisters,"$49,537",+44.9%,-34.4%,178,$278,"$30,069,095",58,Fox Searchlight Pictures,False,False
25,25,The Truth About Charlie,"$37,485",+40%,-82.4%,119,$315,"$5,272,700",23,Universal Pictures,False,False
26,26,The Four Feathers,"$35,761",+43.3%,+303.7%,157,$227,"$18,219,291",58,Paramount Pictures,False,False
27,27,One Hour Photo,"$29,454",+44%,+0.7%,76,$387,"$31,395,970",88,Fox Searchlight Pictures,False,False
28,29,The Master of Disguise,"$29,137",+91.7%,-23.3%,104,$280,"$40,307,222",107,Revolution Studios,False,False
29,28,Igby Goes Down,"$28,030",+43.7%,-,59,$475,"$4,544,902",65,Metro-Goldwyn-Mayer (MGM),False,False
30,30,Mr. Deeds,"$22,040",+81.5%,+51.8%,59,$373,"$126,129,841",142,Sony Pictures Releasing,False,False
31,36,The Way Home,"$12,022",+70.6%,-,3,"$4,007","$19,068",2,Paramount Classics,False,False
32,33,Ballistic: Ecks vs. Sever,"$11,624",+38.8%,-54.5%,72,$161,"$14,286,082",58,Warner Bros.,False,False
33,35,Swimfan,"$11,367",+49.9%,-30.1%,57,$199,"$28,536,238",72,Twentieth Century Fox,False,False
34,39,Stuart Little 2,"$11,058",+193.8%,-35.8%,57,$194,"$64,236,377",121,Sony Pictures Releasing,False,False
35,32,The Good Girl,"$10,668",+27.1%,+68.6%,46,$231,"$13,936,698",102,Fox Searchlight Pictures,False,False
36,37,Serving Sara,"$8,849",+65.5%,-70.4%,59,$149,"$16,916,711",86,Paramount Pictures,False,False
37,34,Welcome to Collinwood,"$6,607",-13.4%,-46.6%,16,$412,"$305,961",44,Warner Bros.,False,False
38,38,Singin' in the Rain2002 Re-release,"$5,942",+41.9%,+5.8%,2,"$2,971","$32,375",9,Warner Bros.,False,False
39,40,Like Mike,"$3,175",+136.9%,-29.6%,24,$132,"$51,431,035",137,Twentieth Century Fox,False,False
