TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Deadpool,"$42,591,022",+0.2%,-,3558,"$11,970","$132,434,639",3,Twentieth Century Fox,False,False
2,2,Kung Fu Panda 3,"$8,244,350",+7.6%,+69.7%,3844,"$2,144","$94,018,125",17,Twentieth Century Fox,False,False
3,3,How to Be Single,"$6,663,356",+11.7%,-,3343,"$1,993","$17,878,911",3,Warner Bros.,False,False
4,4,Zoolander 2,"$5,050,426",+9.4%,-,3394,"$1,488","$13,841,146",3,Paramount Pictures,False,False
5,5,The Revenant,"$2,641,446",+2.1%,+146.9%,2266,"$1,165","$158,790,267",52,Twentieth Century Fox,False,False
6,7,Star Wars: Episode VII - The Force Awakens,"$2,508,785",+1.9%,+75.3%,1810,"$1,386","$914,804,240",59,-,False,False
7,6,"Hail, Caesar!","$2,403,855",-4.2%,+38.8%,2248,"$1,069","$21,160,515",10,Universal Pictures,False,False
8,8,The Choice,"$2,125,540",+8.5%,+144.5%,2631,$807,"$13,230,490",10,Lionsgate,False,False
9,9,Ride Along 2,"$2,036,850",+26.5%,+201%,1564,"$1,302","$82,989,655",31,Universal Pictures,False,False
10,10,The Boy,"$1,400,763",+25.6%,+115.3%,1450,$966,"$31,005,942",24,STX Entertainment,False,False
11,12,The 5th Wave,"$1,152,666",+13.3%,+61.3%,1444,$798,"$29,520,951",24,-,False,False
12,11,The Finest Hours,"$1,069,424",+1.1%,+38%,1794,$596,"$23,243,114",17,-,False,False
13,13,Pride and Prejudice and Zombies,"$1,065,096",+15.7%,+13.8%,2931,$363,"$9,452,304",10,Screen Gems,False,False
14,14,Dirty Grandpa,"$949,683",+13%,+60%,1612,$589,"$33,128,990",24,Lionsgate,False,False
15,15,13 Hours,"$571,993",-6.8%,+46%,932,$613,"$50,471,303",31,Paramount Pictures,False,False
16,16,The Big Short,"$506,903",-8.6%,+113.1%,535,$947,"$65,676,908",66,Paramount Pictures,False,False
17,18,Daddy's Home,"$447,931",+13.4%,+78.3%,532,$841,"$146,701,311",52,Paramount Pictures,False,False
18,17,Brooklyn,"$422,801",-1.9%,+63.5%,495,$854,"$34,044,804",103,Fox Searchlight Pictures,False,False
19,20,Fifty Shades of Black,"$341,776",+57%,+6.6%,485,$704,"$10,777,499",17,Open Road Films (II),False,False
20,19,Spotlight,"$264,317",-8%,+58.5%,455,$580,"$37,204,863",101,Open Road Films (II),False,False
21,23,Obsession,"$139,289",+22.2%,-,147,$947,"$347,164",3,UTV Motion Pictures,False,False
22,21,Alvin and the Chipmunks: The Road Chip,"$138,367",-2.4%,+113.1%,277,$499,"$84,068,031",59,Twentieth Century Fox,False,False
23,22,The Hunger Games: Mockingjay - Part 2,"$114,198",-7.1%,+347.2%,245,$466,"$281,340,856",87,Lionsgate,False,False
24,24,Carol,"$62,192",<0.1%,+15.8%,141,$441,"$12,097,699",87,The Weinstein Company,False,False
25,26,The Hateful Eight,"$60,696",+10%,+4.8%,151,$401,"$53,326,071",52,The Weinstein Company,False,False
26,25,Creed,"$55,308",-5.1%,+99.6%,148,$373,"$109,220,234",82,Warner Bros.,False,False
27,27,Joy,"$47,578",-6.7%,+14.6%,173,$275,"$56,101,883",52,Twentieth Century Fox,False,False
28,29,The Little Prince,"$45,604",+0.7%,-,52,$877,"$116,927",3,Entertainment One,False,False
29,30,Norm of the North,"$44,922",+6.2%,-16.1%,188,$238,"$16,479,292",31,Lionsgate,False,False
30,28,Sisters,"$43,850",-10.5%,+24.2%,178,$246,"$86,745,300",59,Universal Pictures,False,False
31,31,The Danish Girl,"$34,826",+1.1%,-1.1%,88,$395,"$10,782,349",80,Focus Features,False,False
32,32,The Martian,"$34,718",+4.6%,+93.4%,108,$321,"$228,252,568",136,Twentieth Century Fox,False,False
33,33,Anomalisa,"$31,325",+2%,-5.9%,72,$435,"$2,385,856",47,Paramount Pictures,False,False
34,35,The Forest,"$24,972",+15.8%,+23.9%,63,$396,"$26,284,310",38,Focus Features,False,False
35,34,Point Break,"$23,924",+9.9%,+35.9%,118,$202,"$28,720,074",52,Warner Bros.,False,False
36,37,Concussion,"$19,812",-6.9%,+65.3%,56,$353,"$34,354,922",52,-,False,False
37,36,The Peanuts Movie,"$16,722",-21.9%,+17.6%,89,$187,"$130,046,831",101,Twentieth Century Fox,False,False
38,38,Trumbo,"$15,946",-9.9%,+53.4%,57,$279,"$7,773,855",101,Bleecker Street Media,False,False
39,40,Goosebumps,"$15,936",+0.5%,+79.7%,81,$196,"$80,070,053",122,-,False,False
40,39,Spectre,"$11,075",-33.6%,+19.4%,47,$235,"$199,658,147",101,-,False,False
41,42,Hotel Transylvania 2,"$7,476",+21.3%,-21.8%,35,$213,"$169,638,024",143,-,False,False
42,41,Touched with Fire,"$5,765",-12.1%,-,6,$960,"$16,816",3,Roadside Attractions,False,False
43,43,The Boy and the World2015 Re-release,"$3,889",+0.3%,+10.2%,19,$204,"$86,142",66,GKIDS,False,False
44,44,Until Forever,"$3,721",-1.5%,-,5,$744,"$12,445",3,Linn Productions,False,False
45,45,Providence,"$1,743",-22.6%,-,7,$249,"$6,193",3,-,False,False
46,46,Jane Got a Gun,"$1,165",+15.6%,-96.2%,8,$145,"$1,510,133",17,The Weinstein Company,False,False
47,47,Macbeth,$959,-0.1%,-67.1%,9,$106,"$1,101,260",73,The Weinstein Company,False,False
48,48,Regression,$760,-8.4%,-90.4%,7,$108,"$52,969",10,-,False,False
