TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Don't Breathe,"$5,947,359",+42.2%,-39.8%,3051,"$1,949","$45,553,287",9,Screen Gems,False,False
2,2,Suicide Squad,"$3,830,182",+65.4%,-30.2%,3292,"$1,163","$293,563,648",30,Warner Bros.,False,False
3,5,Kubo and the Two Strings,"$2,502,578",+78.6%,-26.9%,2985,$838,"$31,765,347",16,Focus Features,False,False
4,3,Pete's Dragon,"$2,479,940",+68.8%,-26.5%,3272,$757,"$61,700,624",23,-,False,False
5,6,Sausage Party,"$1,907,711",+38.6%,-39.7%,2766,$689,"$86,430,595",23,-,False,False
6,4,The Light Between Oceans,"$1,780,744",+26.9%,-,1500,"$1,187","$3,184,450",2,-,False,False
7,7,Bad Moms,"$1,733,654",+35.6%,-29.1%,2306,$751,"$100,799,077",37,STX Entertainment,False,False
8,8,War Dogs,"$1,725,650",+39.6%,-42.4%,2848,$605,"$33,474,638",16,Warner Bros.,False,False
9,9,Hell or High Water,"$1,636,595",+41.7%,+4.1%,1303,"$1,256","$12,943,134",23,Lionsgate,False,False
10,10,Mechanic: Resurrection,"$1,620,759",+45%,-42.2%,2258,$717,"$12,881,310",9,Lionsgate,False,False
11,12,Jason Bourne,"$1,501,340",+51.8%,-37.3%,1976,$759,"$153,660,745",37,Universal Pictures,False,False
12,13,The Secret Life of Pets,"$1,399,950",+83.6%,-20.7%,2069,$676,"$357,169,760",58,Universal Pictures,False,False
13,11,No manches Frida,"$1,230,582",+16.5%,-,362,"$3,399","$2,286,508",2,Pantelion Films,False,False
14,15,Star Trek Beyond,"$930,948",+61.3%,-9.1%,1202,$774,"$153,351,501",44,Paramount Pictures,False,False
15,17,Florence Foster Jenkins,"$823,936",+51.7%,-35.7%,1341,$614,"$22,747,845",23,Paramount Pictures,False,False
16,16,Ben-Hur,"$810,158",+42.6%,-58.4%,2167,$373,"$22,886,582",16,Paramount Pictures,False,False
17,18,Finding Dory,"$804,193",+97.8%,+173.2%,2075,$387,"$481,131,877",79,-,False,False
18,14,Morgan,"$708,288",+13.7%,-,2020,$350,"$1,331,282",2,Twentieth Century Fox,False,False
19,19,Southside with You,"$519,554",+43.7%,-54%,897,$579,"$4,538,489",9,Roadside Attractions,False,False
20,20,Hands of Stone,"$454,914",+29.7%,-28.3%,2011,$226,"$3,222,863",9,The Weinstein Company,False,False
21,21,Ghostbusters,"$423,436",+68.2%,+67.6%,1091,$388,"$125,849,735",51,-,False,False
22,23,Ice Age: Collision Course,"$271,116",+89.6%,+18.2%,692,$391,"$62,320,159",44,Twentieth Century Fox,False,False
23,22,Nerve,"$265,587",+70.9%,+7.5%,761,$348,"$37,370,000",39,Lionsgate,False,False
24,24,Lights Out,"$235,824",+87%,-28%,446,$528,"$66,042,191",44,Warner Bros.,False,False
25,26,Nine Lives,"$150,411",+93.6%,-35.7%,385,$390,"$18,656,035",30,EuropaCorp,False,False
26,27,The BFG,"$119,594",+60.1%,-15.5%,220,$543,"$54,625,494",65,-,False,False
