TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Deadpool,"$15,960,385",-34.3%,-62.5%,3722,"$4,288","$236,865,054",10,Twentieth Century Fox,False,False
2,2,Kung Fu Panda 3,"$3,873,817",-32.8%,-53%,3448,"$1,123","$117,121,185",24,Twentieth Century Fox,False,False
3,3,Risen,"$3,323,908",-25.5%,-,2915,"$1,140","$11,801,271",3,-,False,False
4,5,The Witch,"$2,191,199",-34.4%,-,2046,"$1,070","$8,800,230",3,A24,False,False
5,4,How to Be Single,"$2,007,536",-42.9%,-69.9%,3357,$598,"$31,746,063",10,Warner Bros.,False,False
6,6,Race,"$1,890,672",-38.7%,-,2369,$798,"$7,353,922",3,Focus Features,False,False
7,7,Zoolander 2,"$1,402,120",-43.2%,-72.2%,3418,$410,"$23,673,355",10,Paramount Pictures,False,False
8,8,Star Wars: Episode VII - The Force Awakens,"$1,211,487",-31.9%,-51.7%,1618,$748,"$921,713,590",66,-,False,False
9,9,The Revenant,"$1,127,672",-36.4%,-57.3%,1939,$581,"$165,183,291",59,Twentieth Century Fox,False,False
10,10,"Hail, Caesar!","$715,825",-43.4%,-70.2%,1726,$414,"$26,258,850",17,Universal Pictures,False,False
11,11,Ride Along 2,"$568,715",-48%,-72.1%,1210,$470,"$86,515,305",38,Universal Pictures,False,False
12,12,The Choice,"$407,868",-49.6%,-80.8%,1817,$224,"$16,619,702",17,Lionsgate,False,False
13,14,The 5th Wave,"$360,729",-42.6%,-68.7%,850,$424,"$31,956,244",31,-,False,False
14,13,The Boy,"$327,237",-53.8%,-76.6%,977,$334,"$33,360,570",31,STX Entertainment,False,False
15,20,Find a Boyfriend for My Wife... PLEASE!,"$301,069",-9.5%,-,357,$843,"$902,457",3,Pantelion Films,False,False
16,15,The Finest Hours,"$264,025",-43.2%,-75.3%,946,$279,"$25,473,815",24,-,False,False
17,16,The Big Short,"$255,484",-39%,-49.6%,432,$591,"$67,141,291",73,Paramount Pictures,False,False
18,17,The Mermaid,"$240,433",-37.3%,-,35,"$6,869","$985,052",3,-,False,False
19,18,Brooklyn,"$223,038",-35.4%,-47.2%,443,$503,"$35,364,727",110,Fox Searchlight Pictures,False,False
20,22,Neerja,"$199,196",-28.6%,-,73,"$2,728","$626,528",3,FIP,False,False
21,21,13 Hours,"$180,141",-36%,-68.5%,601,$299,"$51,706,404",38,Paramount Pictures,False,False
22,19,Dirty Grandpa,"$172,117",-48.9%,-81.9%,789,$218,"$34,566,188",31,Lionsgate,False,False
23,24,Spotlight,"$161,788",-32%,-38.8%,401,$403,"$38,102,424",108,Open Road Films (II),False,False
24,23,Daddy's Home,"$149,347",-45.7%,-66.7%,408,$366,"$147,689,801",59,Paramount Pictures,False,False
25,26,Alvin and the Chipmunks: The Road Chip,"$84,043",-36.8%,-39.3%,253,$332,"$84,536,627",66,Twentieth Century Fox,False,False
26,25,Pride and Prejudice and Zombies,"$79,255",-44.5%,-92.6%,476,$166,"$10,714,293",17,Screen Gems,False,False
27,27,Fifty Shades of Black,"$53,653",-44%,-84.3%,237,$226,"$11,204,865",24,Open Road Films (II),False,False
