TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Finding Dory,"$22,021,773",-20.6%,-36.5%,4305,"$5,115","$286,277,856",10,-,False,False
2,2,Independence Day: Resurgence,"$10,106,622",-28.4%,-,4130,"$2,447","$41,039,944",3,Twentieth Century Fox,False,False
3,3,Central Intelligence,"$5,201,298",-29.3%,-48.5%,3508,"$1,482","$69,173,874",10,Warner Bros.,False,False
4,4,The Shallows,"$4,345,135",-22.1%,-,2962,"$1,466","$16,800,868",3,-,False,False
5,5,The Conjuring 2,"$2,122,741",-29.8%,-39.8%,3033,$699,"$86,903,628",17,Warner Bros.,False,False
6,6,Free State of Jones,"$2,064,567",-27.5%,-,2815,$733,"$7,572,206",3,STX Entertainment,False,False
7,7,Now You See Me 2,"$1,644,510",-26.6%,-45.5%,2745,$599,"$51,997,613",17,Lionsgate,False,False
8,9,Teenage Mutant Ninja Turtles: Out of the Shadows,"$740,860",-27.5%,-58.2%,1947,$380,"$77,181,906",24,Paramount Pictures,False,False
9,8,X-Men: Apocalypse,"$691,149",-34.9%,-63.7%,1679,$411,"$151,141,872",31,Twentieth Century Fox,False,False
10,10,Warcraft,"$685,290",-26%,-73.5%,1952,$351,"$44,003,890",17,Universal Pictures,False,False
11,12,Me Before You,"$555,912",-25.2%,-34.7%,1538,$361,"$51,239,843",24,Warner Bros.,False,False
12,13,Captain America: Civil War,"$355,000",-39.7%,-60.3%,753,$471,"$403,857,288",52,-,False,False
13,11,Alice Through the Looking Glass,"$345,164",-58.1%,-63.1%,495,$697,"$74,279,668",31,-,False,False
14,14,The Jungle Book,"$300,797",-43.3%,-43.2%,478,$629,"$358,041,523",73,-,False,False
15,16,The Neon Demon,"$152,515",-22.3%,-,783,$194,"$589,014",3,Broad Green Pictures,False,False
16,18,The Angry Birds Movie,"$148,052",-15%,-73.3%,443,$334,"$104,934,754",38,-,False,False
17,15,Love & Friendship,"$129,230",-37.2%,-31.4%,281,$459,"$11,864,113",45,Roadside Attractions,False,False
18,19,The Lobster2016 Re-release,"$113,589",-34.3%,-30.6%,210,$540,"$7,002,686",45,A24,False,False
19,17,The Nice Guys,"$106,663",-40.5%,-55%,291,$366,"$34,986,172",38,Warner Bros.,False,False
20,20,Zootopia,"$73,867",-32.3%,-63.4%,233,$317,"$340,361,033",115,-,False,False
21,21,Genius,"$61,029",-36.7%,-26.3%,152,$401,"$804,785",17,Roadside Attractions,False,False
22,23,Neighbors 2: Sorority Rising,"$42,805",-31.7%,-49.4%,189,$226,"$54,917,360",38,Universal Pictures,False,False
23,22,Gentleman,"$32,166",-48.8%,-73.4%,70,$459,"$772,740",10,-,False,False
24,25,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,"$30,776",-23.8%,+184.6%,43,$715,"$182,827",17,The Orchard,False,False
25,24,Money Monster,"$29,050",-38.7%,-59.2%,131,$221,"$40,545,182",45,TriStar Pictures,False,False
26,26,Swiss Army Man,"$21,892",-38%,-,3,"$7,297","$105,453",3,A24,False,False
27,27,Hunt for the Wilderpeople,"$18,622",-36.6%,-,5,"$3,724","$78,439",3,The Orchard,False,False
28,28,Barbershop: The Next Cut,"$15,042",-31.5%,-30.2%,80,$188,"$53,888,117",73,Warner Bros.,False,False
29,30,Keanu,"$12,094",-22.1%,-32%,115,$105,"$20,566,327",59,Warner Bros.,False,False
30,31,Miracles from Heaven,"$12,062",-21.7%,-21.2%,75,$160,"$61,561,170",103,TriStar Pictures,False,False
31,29,The Darkness,"$11,962",-36%,-8%,79,$151,"$10,732,841",45,BH Tilt,False,False
32,32,Eye in the Sky,"$7,355",-36.3%,-41.2%,47,$156,"$18,629,319",108,Bleecker Street Media,False,False
33,33,Kung Fu Panda 3,"$5,962",-35.8%,-5.8%,47,$126,"$143,446,022",150,Twentieth Century Fox,False,False
34,34,Sing Street,"$5,178",-21.9%,-37.4%,33,$156,"$3,075,082",73,The Weinstein Company,False,False
35,35,"Hello, My Name Is Doris","$4,872",-3.3%,-16.7%,29,$168,"$14,406,753",108,Roadside Attractions,False,False
36,36,A Hologram for the King,"$2,783",-14.9%,-47%,14,$198,"$4,198,183",66,Roadside Attractions,False,False
37,37,God's Not Dead 2,"$2,080",-34.4%,-51.8%,19,$109,"$20,748,319",87,Pure Flix Entertainment,False,False
38,38,Clown,"$1,182",-29.3%,-80.6%,22,$53,"$51,809",10,-,False,False
39,42,Paths of the Soul,$851,+72.6%,+55%,2,$425,"$16,918",45,Icarus Films,False,False
40,40,Ran2016 Re-release,$819,+10.4%,-,1,$819,"$66,097",122,Rialto Pictures,False,False
41,44,Band of Outsiders2016 Re-release,$296,+22.3%,+50.3%,1,$296,"$28,555",52,Rialto Pictures,False,False
42,41,The Fallen Idol2016 Re-release,$292,-48%,-51.4%,1,$292,"$47,617",31,Rialto Pictures,False,False
43,43,Vigilante Diaries,$184,-31.9%,-,2,$92,"$1,650",3,Anchor Bay Films,False,False
44,39,Saturday's Warrior,$57,-95.9%,-56.8%,5,$11,"$643,864",87,Purdie Distribution,False,False
