TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,-,Machete,"$3,866,357",-,-,2670,"$1,448","$3,866,357",1,Twentieth Century Fox,True,False
2,1,The American,"$3,844,126",+161.6%,-,2823,"$1,361","$6,987,911",3,Focus Features,False,False
3,2,Takers,"$3,065,695",+157.7%,-59%,2206,"$1,389","$29,516,520",8,Screen Gems,False,False
4,3,The Last Exorcism,"$2,245,758",+163.4%,-76.1%,2874,$781,"$27,018,142",8,Lionsgate,False,False
5,-,Going the Distance,"$2,229,382",-,-,3030,$735,"$2,229,382",1,Warner Bros.,True,False
6,5,The Expendables,"$1,651,010",+116%,-39.3%,3398,$485,"$87,218,780",22,Lionsgate,False,False
7,6,The Other Guys,"$1,362,365",+156.4%,-28.9%,2607,$522,"$102,828,576",29,Sony Pictures Releasing,False,False
8,4,Eat Pray Love,"$1,335,425",+58%,-37.8%,2663,$501,"$65,439,459",22,Sony Pictures Releasing,False,False
9,7,Inception,"$1,157,787",+140.5%,-19.4%,1704,$679,"$273,731,041",50,Warner Bros.,False,False
10,9,Nanny McPhee Returns,"$880,085",+109.7%,-33.8%,2708,$324,"$19,746,060",15,Universal Pictures,False,False
11,8,The Switch,"$851,645",+91.9%,-41.7%,1885,$451,"$19,226,785",15,Miramax,False,False
12,12,Vampires Suck,"$820,126",+170.4%,-51%,2434,$336,"$30,118,783",17,Twentieth Century Fox,False,False
13,13,Despicable Me,"$671,885",+164.9%,-10.6%,1600,$419,"$238,122,835",57,Universal Pictures,False,False
14,10,Piranha 3D,"$611,903",+52.6%,-52%,1789,$342,"$20,707,710",15,-,False,False
15,11,Avatar2010 Special Edition,"$563,726",+74.2%,-54.3%,812,$694,"$6,083,626",8,Twentieth Century Fox,False,False
16,15,Lottery Ticket,"$515,366",+131.5%,-54.1%,1310,$393,"$18,873,063",15,Warner Bros.,False,False
17,19,Toy Story 3,"$419,694",+264.9%,+57.3%,1520,$276,"$406,575,067",78,Walt Disney Studios Motion Pictures,False,False
18,14,Scott Pilgrim vs. the World,"$419,640",+74%,-45.9%,807,$520,"$27,701,550",22,Universal Pictures,False,False
19,16,Salt,"$317,769",+105.8%,-44.7%,705,$450,"$114,278,766",43,Sony Pictures Releasing,False,False
20,17,Dinner for Schmucks,"$262,150",+76.6%,-52.6%,804,$326,"$70,153,663",36,DreamWorks,False,False
21,18,Step Up 3D,"$189,366",+47.8%,-49.1%,434,$436,"$40,478,278",29,Walt Disney Studios Motion Pictures,False,False
22,-,Grown Ups,"$139,396",-,+70.3%,383,$363,"$159,584,206",71,Sony Pictures Releasing,False,False
23,22,The Twilight Saga: Eclipse,"$113,557",+115.8%,-23.6%,396,$286,"$298,366,778",66,Summit Entertainment,False,False
24,20,Cats & Dogs: The Revenge of Kitty Galore,"$107,115",+71.6%,-31.4%,455,$235,"$41,673,311",36,Warner Bros.,False,False
25,21,The Kids Are All Right,"$101,303",+74.3%,-28.3%,239,$423,"$19,498,525",57,Focus Features,False,False
26,24,The Last Airbender,"$74,963",+133.3%,-34.1%,257,$291,"$130,811,894",65,Paramount Pictures,False,False
27,-,We Are Family,"$72,150",-,-,78,$925,"$72,150",1,UTV Motion Pictures,True,False
28,25,Ramona and Beezus,"$63,171",+126.9%,-27.1%,305,$207,"$25,002,572",43,Twentieth Century Fox,False,False
29,23,Hubble 3D,"$54,115",+31%,-16.7%,123,$439,"$14,777,171",169,Warner Bros.,False,False
30,-,The Karate Kid,"$53,496",-,-18.5%,227,$235,"$176,045,529",85,Sony Pictures Releasing,False,False
31,29,Charlie St. Cloud,"$38,485",+185%,-42.3%,220,$174,"$30,850,275",36,Universal Pictures,False,False
32,27,Shrek Forever After,"$38,228",+134.2%,-22.1%,179,$213,"$238,161,913",106,DreamWorks,False,False
33,26,Knight and Day2010 Re-release,"$35,886",+96.5%,-39.4%,142,$252,"$76,103,475",73,Twentieth Century Fox,False,False
34,36,The Tillman Story,"$34,176",+874.5%,+266.3%,24,"$1,424","$158,256",15,The Weinstein Company,False,False
35,28,Winter's Bone,"$30,362",+120.8%,-22.5%,90,$337,"$5,521,567",85,Roadside Attractions,False,False
36,30,Predators,"$20,574",+54.1%,-55.1%,111,$185,"$51,695,582",57,Twentieth Century Fox,False,False
37,31,Under the Sea 3D,"$14,082",+34.1%,-20.5%,16,$880,"$24,040,783",568,Warner Bros.,False,False
38,33,Flipped,"$12,737",+107.2%,-37.6%,28,$454,"$712,878",29,Warner Bros.,False,False
39,34,The A-Team,"$9,983",+63.4%,-53.6%,54,$184,"$77,130,402",85,Twentieth Century Fox,False,False
40,32,The Concert,"$9,880",+55%,-25%,20,$494,"$404,126",36,The Weinstein Company,False,False
41,35,Marmaduke,"$6,177",+48.8%,-29.5%,45,$137,"$33,589,459",92,Twentieth Century Fox,False,False
42,37,Peepli [Live],"$6,173",+114.3%,-62.1%,26,$237,"$724,607",22,UTV Motion Pictures,False,False
43,39,Cyrus,"$4,447",+123%,-8.7%,26,$171,"$7,368,031",78,Fox Searchlight Pictures,False,False
44,38,Solitary Man,"$2,475",+10.4%,-43.6%,24,$103,"$4,329,621",106,Anchor Bay Films,False,False
45,-,White Wedding2010 Re-release,"$2,384",-,-,4,$596,"$2,384",1,Dada Films,True,False
46,41,The Disappearance of Alice Creed,"$2,226",+91.1%,-38.9%,6,$371,"$137,758",29,Anchor Bay Films,False,False
47,40,La soga,"$1,961",+46.6%,-53.4%,5,$392,"$152,653",22,7-57 Releasing,False,False
48,42,The People I've Slept With,"$1,667",+149.6%,+62.3%,2,$833,"$14,106",22,-,False,False
49,43,Princess Kaiulani,$876,+321.2%,+173.8%,3,$292,"$873,785",113,Roadside Attractions,False,False
