TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Karate Kid,"$5,610,113",-12.1%,-,3663,"$1,531","$67,661,679",5,Sony Pictures Releasing,False,False
2,2,The A-Team,"$2,702,221",-10%,-,3535,$764,"$31,373,885",5,Twentieth Century Fox,False,False
3,3,Shrek Forever After,"$2,002,128",+7%,-32.1%,3868,$517,"$213,895,667",26,DreamWorks,False,False
4,4,Get Him to the Greek,"$1,323,980",-17.6%,-39.8%,2702,$490,"$39,332,035",12,Universal Pictures,False,False
5,5,Killers,"$1,065,826",+4.6%,-37.6%,2859,$372,"$32,345,995",12,Lionsgate,False,False
6,7,Sex and the City 2,"$817,262",+11.7%,-50.3%,2750,$297,"$86,207,434",20,Warner Bros.,False,False
7,8,Marmaduke,"$803,675",+14.4%,-36.7%,3213,$250,"$23,791,477",12,Twentieth Century Fox,False,False
8,6,Prince of Persia: The Sands of Time,"$797,267",+5%,-50.6%,3108,$256,"$73,784,774",19,Walt Disney Studios Motion Pictures,False,False
9,9,Iron Man 2,"$511,560",-4.9%,-38.2%,2305,$221,"$300,331,985",40,Paramount Pictures,False,False
10,10,Splice2010 Re-release,"$391,419",-4.4%,-48.6%,2450,$159,"$13,954,739",12,Warner Bros.,False,False
11,11,Robin Hood,"$293,725",-8.8%,-50.9%,1895,$155,"$100,079,545",33,Universal Pictures,False,False
12,12,Letters to Juliet,"$274,704",+8.4%,-39%,1331,$206,"$47,282,302",33,Summit Entertainment,False,False
13,13,Date Night,"$70,916",+13.4%,-12.1%,430,$164,"$96,400,143",68,Twentieth Century Fox,False,False
14,14,Hubble 3D,"$70,298",+13.4%,-3.2%,48,"$1,464","$8,223,993",89,Warner Bros.,False,False
15,15,Clash of the Titans,"$47,104",+5.9%,+148.8%,333,$141,"$162,049,897",75,Warner Bros.,False,False
16,16,How to Train Your Dragon,"$44,213",+7.5%,-21.2%,281,$157,"$214,511,729",82,DreamWorks,False,False
17,18,Solitary Man,"$37,076",+13.4%,+99.8%,53,$699,"$940,864",26,Anchor Bay Films,False,False
18,20,Furry Vengeance,"$36,193",+41.7%,+300.3%,268,$135,"$16,883,700",47,Summit Entertainment,False,False
19,19,Babies,"$33,779",+8.6%,-8.3%,146,$231,"$6,918,900",40,Focus Features,False,False
20,22,Diary of a Wimpy Kid,"$30,956",+33%,-22.1%,202,$153,"$63,419,123",89,Twentieth Century Fox,False,False
21,17,Just Wright,"$29,608",-12.1%,-57.6%,279,$106,"$20,858,871",33,Fox Searchlight Pictures,False,False
22,21,City Island,"$25,676",+7.7%,-19.1%,159,$161,"$5,705,057",89,Anchor Bay Films,False,False
23,24,Politics,"$22,456",+36.8%,-59.9%,124,$181,"$1,326,288",12,UTV Motion Pictures,False,False
24,23,Kick-Ass,"$21,439",<0.1%,+108%,178,$120,"$47,833,616",61,Lionsgate,False,False
25,25,Avatar,"$18,619",+14.3%,+62.1%,26,$716,"$749,351,711",180,Twentieth Century Fox,False,False
26,26,Under the Sea 3D,"$13,600",+16.9%,-21.6%,15,$906,"$22,437,215",488,Warner Bros.,False,False
27,29,The Back-up Plan,"$9,880",+8.9%,-20.2%,112,$88,"$36,936,459",54,CBS Films,False,False
28,27,Winter's Bone,"$8,286",-26.7%,-,4,"$2,071","$104,390",5,Roadside Attractions,False,False
29,28,A Nightmare on Elm Street,"$8,258",-17.9%,-64.3%,125,$66,"$62,596,746",47,Warner Bros.,False,False
30,30,The Losers,"$7,425",-9.5%,-62.8%,127,$58,"$23,543,581",54,Warner Bros.,False,False
31,32,The Ghost Writer,"$5,243",+19.9%,-52.5%,63,$83,"$15,532,782",117,Summit Entertainment,False,False
32,31,Princess Kaiulani,"$5,025",+2.8%,-32.9%,26,$193,"$781,413",33,Roadside Attractions,False,False
33,34,Percy Jackson & the Olympians: The Lightning Thief,"$3,523",+18.1%,-47.2%,43,$81,"$88,725,253",124,Twentieth Century Fox,False,False
34,35,The Secret of Kells,"$3,520",+87.9%,+1.1%,18,$195,"$604,516",103,GKIDS,False,False
35,36,Kites,"$1,552",+44.9%,-74.2%,23,$67,"$1,638,573",26,Reliance Big Pictures,False,False
36,33,The Square2010 Re-release,"$1,202",-71.7%,-5.4%,17,$70,"$331,958",68,Apparition,False,False
37,37,The Joneses,$522,-35.6%,+755.7%,8,$65,"$1,443,903",61,Roadside Attractions,False,False
38,38,Gangster's Paradise: Jerusalema2010 Re-release,$405,-41.9%,-,4,$101,"$6,060",5,Anchor Bay Films,False,False
39,40,Racing Dreams,$206,+54.9%,-5.5%,2,$103,"$40,573",26,Hannover House,False,False
40,39,Breath Made Visible: Anna Halprin,$122,-50%,-45.3%,1,$122,"$47,865",75,Argot Pictures,False,False
41,41,The Full Picture,$108,+13.7%,-,1,$108,"$1,561",5,,False,False
42,42,Letters to God,$22,+266.7%,-93.8%,3,$7,"$2,847,148",68,Vivendi Entertainment,False,False
