TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Town,"$2,269,311",-13.2%,-,2861,$793,"$30,980,607",6,Warner Bros.,False,False
2,2,Easy A,"$1,011,276",-18.2%,-,2856,$354,"$21,056,221",6,Screen Gems,False,False
3,3,Resident Evil: Afterlife,"$730,242",-19.4%,-53.3%,3209,$227,"$46,368,993",13,Screen Gems,False,False
4,4,Devil,"$660,115",-22.9%,-,2809,$235,"$14,606,460",6,Universal Pictures,False,False
5,5,Alpha and Omega,"$319,801",-12.3%,-,2625,$121,"$10,115,431",6,Lionsgate,False,False
6,6,The American,"$229,612",-15.7%,-50.6%,2457,$93,"$33,482,198",22,Focus Features,False,False
7,7,Takers,"$213,622",-12.2%,-45.4%,2139,$99,"$53,043,733",27,Screen Gems,False,False
8,8,Eat Pray Love,"$184,970",-9.3%,-42.5%,1668,$110,"$78,146,373",41,Sony Pictures Releasing,False,False
9,9,Machete,"$173,347",-7.8%,-56.7%,1704,$101,"$24,925,288",20,Twentieth Century Fox,False,False
10,10,Inception,"$166,167",-6.7%,-27.6%,1305,$127,"$285,630,280",69,Warner Bros.,False,False
11,11,The Other Guys,"$140,252",-6.9%,-41.1%,1827,$76,"$115,825,597",48,Sony Pictures Releasing,False,False
12,12,Going the Distance,"$132,186",-8.5%,-61.6%,2007,$65,"$17,165,117",20,Warner Bros.,False,False
13,13,The Expendables,"$119,837",-7%,-57.5%,1854,$64,"$101,384,023",41,Lionsgate,False,False
14,14,The Switch,"$78,676",-9.3%,-51.5%,1158,$67,"$26,832,722",34,Miramax,False,False
15,15,The Last Exorcism,"$76,703",-3.7%,-61.4%,2013,$38,"$40,348,740",27,Lionsgate,False,False
16,16,Nanny McPhee Returns,"$55,485",-0.1%,-32.9%,1588,$34,"$27,776,620",34,Universal Pictures,False,False
17,17,Despicable Me,"$46,885",-9.8%,-31.3%,944,$49,"$244,885,070",76,Universal Pictures,False,False
18,18,Lottery Ticket,"$31,320",-8.9%,-49.6%,677,$46,"$23,602,581",34,Warner Bros.,False,False
19,19,Scott Pilgrim vs. the World,"$30,665",-0.7%,-54.9%,384,$79,"$31,167,395",41,Universal Pictures,False,False
20,20,Avatar2010 Special Edition,"$30,580",+1.8%,-56.6%,129,$237,"$10,401,511",27,Twentieth Century Fox,False,False
21,21,Hubble 3D,"$28,548",-3.9%,+14.9%,63,$453,"$15,727,420",188,Warner Bros.,False,False
22,22,Catfish,"$25,762",+3.9%,-,12,"$2,146","$333,922",6,Rogue Pictures,False,False
23,23,Vampires Suck,"$21,739",-11.1%,-57.4%,964,$22,"$35,935,474",36,Twentieth Century Fox,False,False
24,24,Dinner for Schmucks,"$18,647",-5.5%,-49.9%,313,$59,"$72,260,738",55,DreamWorks,False,False
25,26,The Twilight Saga: Eclipse,"$17,947",+5%,-70.6%,339,$52,"$300,155,447",85,Summit Entertainment,False,False
26,25,The Kids Are All Right,"$14,017",-18.9%,-48.4%,169,$82,"$20,553,799",76,Focus Features,False,False
27,28,Piranha 3D,"$13,864",-3.7%,-74.3%,264,$52,"$24,772,079",34,-,False,False
28,27,Cats & Dogs: The Revenge of Kitty Galore,"$13,588",-12.8%,-17.4%,360,$37,"$43,062,175",55,Warner Bros.,False,False
29,29,Flipped,"$13,506",+3%,-58.9%,375,$36,"$1,613,844",48,Warner Bros.,False,False
30,33,Winter's Bone,"$10,600",+12.2%,-27.3%,103,$102,"$5,982,978",104,Roadside Attractions,False,False
31,30,Ramona and Beezus,"$10,112",-3.7%,+43.8%,260,$38,"$25,748,382",62,Twentieth Century Fox,False,False
32,32,Never Let Me Go,"$9,999",+3.9%,-60.2%,4,"$2,499","$186,830",8,Fox Searchlight Pictures,False,False
33,31,The Last Airbender,"$8,521",-13.5%,-25.8%,174,$48,"$131,591,957",84,Paramount Pictures,False,False
34,35,The Tillman Story,"$7,469",+5.3%,-11.1%,28,$266,"$539,922",34,The Weinstein Company,False,False
35,36,Under the Sea 3D,"$5,388",-16.3%,+22.3%,16,$336,"$24,236,806",587,Warner Bros.,False,False
36,37,Predators,"$4,120",-12.7%,-9.8%,55,$74,"$51,920,690",76,Twentieth Century Fox,False,False
37,39,On the Bowery,"$4,110",+11.7%,-,1,"$4,110","$23,274",6,Milestone,False,False
38,44,Cyrus,"$4,003",+130.7%,+81.5%,19,$210,"$7,426,671",97,Fox Searchlight Pictures,False,False
39,38,We Are Family,"$3,734",-14.2%,-55.5%,42,$88,"$608,220",20,UTV Motion Pictures,False,False
40,41,The Concert,"$3,550",+16.2%,-24%,20,$177,"$550,893",55,The Weinstein Company,False,False
41,40,Jack Goes Boating,"$2,977",-8.4%,-,4,$744,"$38,515",6,Overture Films,False,False
42,34,The Romantics,"$2,672",-63.2%,+10.4%,14,$190,"$94,531",13,-,False,False
43,42,Knight and Day2010 Re-release,"$2,560",+0.4%,-48.4%,64,$40,"$76,373,029",92,Twentieth Century Fox,False,False
44,43,Bran Nue Dae,"$2,270",+9.4%,-1.1%,17,$133,"$57,377",13,Freestyle Releasing,False,False
45,45,Undertow,$813,+15.5%,-,1,$813,"$8,927",6,The Film Collaborative,False,False
46,47,La soga,$335,-39%,-71.3%,4,$83,"$207,842",41,7-57 Releasing,False,False
47,46,Solitary Man,$276,-51.5%,-69.7%,7,$39,"$4,354,546",125,Anchor Bay Films,False,False
48,48,The Disappearance of Alice Creed,$88,-23.5%,-78.7%,3,$29,"$156,751",48,Anchor Bay Films,False,False
