TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Shutter Island,"$10,323,195",+55.3%,-36.7%,3003,"$3,437","$69,844,639",9,Paramount Pictures,False,False
2,3,Cop Out,"$7,742,374",+30.2%,-,3150,"$2,457","$13,690,386",2,Warner Bros.,False,False
3,4,Avatar,"$6,639,830",+115.8%,-11%,2456,"$2,703","$702,621,374",72,Twentieth Century Fox,False,False
4,2,The Crazies,"$6,346,995",+6.1%,-,2476,"$2,563","$12,328,128",2,Overture Films,False,False
5,6,Percy Jackson & the Olympians: The Lightning Thief,"$4,615,167",+94.4%,-33.9%,3302,"$1,397","$68,404,236",16,Twentieth Century Fox,False,False
6,5,Valentine's Day,"$4,206,546",+43.8%,-42.7%,3578,"$1,175","$97,985,373",16,Warner Bros.,False,False
7,7,Dear John,"$2,201,069",+42.9%,-30.2%,3006,$732,"$71,364,953",23,Screen Gems,False,False
8,8,The Wolfman,"$1,931,965",+71.6%,-54.9%,3043,$634,"$56,178,140",16,Universal Pictures,False,False
9,9,Tooth Fairy,"$1,729,315",+135.9%,-16%,2249,$768,"$52,878,564",37,Twentieth Century Fox,False,False
10,10,Crazy Heart,"$1,224,700",+97.6%,-12.1%,1148,"$1,066","$24,391,636",74,Fox Searchlight Pictures,False,False
11,11,The Blind Side,"$649,810",+105%,-8.6%,945,$687,"$248,484,298",100,Warner Bros.,False,False
12,13,The Book of Eli,"$526,773",+76.9%,-39.1%,975,$540,"$92,218,954",44,Warner Bros.,False,False
13,14,Edge of Darkness,"$495,686",+80.1%,-53%,1255,$394,"$41,924,008",30,Warner Bros.,False,False
14,15,From Paris with Love,"$488,965",+81%,-58.7%,1278,$382,"$23,028,559",23,Lionsgate,False,False
15,12,When in Rome,"$478,352",+53.3%,-40.1%,930,$514,"$30,648,552",30,Walt Disney Studios Motion Pictures,False,False
16,17,Up in the Air,"$422,079",+111.6%,-17.5%,586,$720,"$81,898,349",86,Paramount Pictures,False,False
17,19,Alvin and the Chipmunks: The Squeakquel,"$388,883",+167.7%,-13.8%,707,$550,"$216,319,757",67,Twentieth Century Fox,False,False
18,16,The Ghost Writer,"$365,874",+82.7%,+422.4%,43,"$8,508","$825,290",9,Summit Entertainment,False,False
19,18,Sherlock Holmes,"$306,091",+82.8%,-25.7%,462,$662,"$206,284,728",65,Warner Bros.,False,False
20,20,It's Complicated,"$265,655",+98.3%,-21.4%,462,$575,"$111,399,570",65,Universal Pictures,False,False
21,22,A Single Man,"$142,793",+99.2%,-9.5%,242,$590,"$7,872,166",79,The Weinstein Company,False,False
22,21,The Twilight Saga: New Moon,"$133,013",+76%,-22.6%,298,$446,"$295,931,730",100,Summit Entertainment,False,False
23,23,My Name Is Khan,"$122,878",+109.3%,-61.6%,119,"$1,032","$3,561,799",16,Fox Searchlight Pictures,False,False
24,29,Precious,"$121,367",+241.5%,+67.5%,268,$452,"$47,061,646",114,Lionsgate,False,False
25,25,The Young Victoria,"$102,114",+87.3%,-7.2%,187,$546,"$10,119,228",72,Apparition,False,False
26,28,The Spy Next Door,"$98,519",+156.4%,-16.5%,195,$505,"$24,209,042",44,Lionsgate,False,False
27,24,Legion,"$94,939",+65.6%,-66.1%,354,$268,"$39,589,541",37,Screen Gems,False,False
28,26,Invictus,"$77,404",+70.9%,+95.7%,245,$315,"$37,076,512",79,Warner Bros.,False,False
29,27,The Lovely Bones,"$70,230",+62.2%,-41.9%,261,$269,"$43,555,565",79,DreamWorks,False,False
30,30,Planet 51,"$67,285",+137.5%,-19.1%,354,$190,"$41,936,883",100,Sony Pictures Releasing,False,False
31,31,Under the Sea 3D,"$49,458",+84.6%,-5.4%,26,"$1,902","$20,580,863",380,Warner Bros.,False,False
32,32,Leap Year,"$29,760",+41.2%,-41.1%,124,$240,"$25,879,230",51,Universal Pictures,False,False
33,35,Fantastic Mr. Fox,"$19,809",+169.3%,-21.9%,49,$404,"$20,805,098",107,Twentieth Century Fox,False,False
34,33,Nine,"$17,736",+46.8%,+96.8%,125,$141,"$19,616,212",72,The Weinstein Company,False,False
35,34,The Road,"$12,461",+63.6%,-46.1%,74,$168,"$8,074,120",95,-,False,False
36,36,The Good Guy,"$9,080",+32.8%,-37.3%,8,"$1,135","$61,869",9,Roadside Attractions,False,False
37,37,Youth in Revolt,"$6,184",+49.7%,-32.4%,23,$268,"$15,200,915",51,-,False,False
38,38,That Evening Sun,"$4,321",+14.8%,+37.1%,10,$432,"$177,945",114,Freestyle Releasing,False,False
39,39,Frozen,"$3,600",+77%,+31%,19,$189,"$227,444",23,Anchor Bay Films,False,False
40,40,3 Idiots,"$1,555",+82.1%,-77.9%,5,$311,"$6,530,189",67,Reliance Big Pictures,False,False
41,43,The Maid,$977,+257.9%,+75.7%,3,$325,"$557,495",135,Elephant Eye Films,False,False
42,41,Happy Tears,$902,+55.5%,-84.5%,4,$225,"$20,822",9,Roadside Attractions,False,False
43,42,44 Inch Chest2010 Re-release,$593,+89.5%,-,2,$296,"$34,958",44,Image Entertainment,False,False
44,44,The Cove,$247,+165.6%,-70.7%,9,$27,"$853,057",212,Roadside Attractions,False,False
45,45,Good Hair,$186,+109%,-87.5%,1,$186,"$4,157,071",142,Roadside Attractions,False,False
