TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Avatar,"$1,849,314",-8.7%,-30.2%,3000,$616,"$635,470,349",55,Twentieth Century Fox,False,False
2,2,Dear John,"$1,507,954",-20.9%,-,2969,$507,"$36,023,862",6,Screen Gems,False,False
3,3,From Paris with Love,"$628,362",-24.4%,-,2722,$230,"$10,442,742",6,Lionsgate,False,False
4,4,Edge of Darkness,"$554,315",-20.6%,-50.2%,3066,$180,"$30,862,507",13,Warner Bros.,False,False
5,5,The Book of Eli,"$411,265",-13.3%,-38.5%,2820,$145,"$83,451,818",27,Warner Bros.,False,False
6,6,When in Rome,"$379,402",-11.7%,-46.3%,2456,$154,"$22,144,457",13,Walt Disney Studios Motion Pictures,False,False
7,7,Crazy Heart,"$328,210",-14.5%,+37.8%,819,$400,"$12,159,808",57,Fox Searchlight Pictures,False,False
8,8,Tooth Fairy,"$305,698",-12.1%,-23.8%,3218,$94,"$35,526,122",20,Twentieth Century Fox,False,False
9,9,Legion,"$305,181",-12%,-41.4%,2339,$130,"$35,767,850",20,Screen Gems,False,False
10,10,Sherlock Holmes,"$228,429",-7.2%,-31.8%,1805,$126,"$202,196,497",48,Warner Bros.,False,False
11,11,The Blind Side,"$221,084",-7.2%,-26.8%,1740,$127,"$242,200,104",83,Warner Bros.,False,False
12,13,It's Complicated,"$200,520",-7.7%,-40.2%,1671,$120,"$108,127,590",48,Universal Pictures,False,False
13,12,Up in the Air,"$189,401",-14.5%,-33.8%,1547,$122,"$77,214,201",69,Paramount Pictures,False,False
14,14,The Lovely Bones,"$153,315",-6.2%,-47.4%,2330,$65,"$41,978,445",62,DreamWorks,False,False
15,15,Alvin and the Chipmunks: The Squeakquel,"$99,583",-6.7%,-42.5%,1965,$50,"$212,493,272",50,Twentieth Century Fox,False,False
16,17,A Single Man,"$63,994",-5.5%,-11.2%,353,$181,"$6,372,682",62,The Weinstein Company,False,False
17,16,Precious,"$56,939",-21.6%,+48%,669,$85,"$46,241,925",97,Lionsgate,False,False
18,18,Extraordinary Measures,"$53,329",-10.3%,-75%,1153,$46,"$12,010,102",20,CBS Films,False,False
19,19,The Spy Next Door,"$50,213",-5.7%,-44.5%,1007,$49,"$23,034,887",27,Lionsgate,False,False
20,20,The Young Victoria,"$44,759",-2.6%,-35.2%,346,$129,"$9,070,905",55,Apparition,False,False
21,21,Daybreakers,"$30,321",-3%,-53.7%,338,$89,"$30,069,134",34,Lionsgate,False,False
22,23,The Twilight Saga: New Moon,"$27,670",-1.6%,-31.9%,292,$94,"$294,339,517",83,Summit Entertainment,False,False
23,24,Leap Year,"$26,985",+0.3%,-66.1%,489,$55,"$25,453,935",34,Universal Pictures,False,False
24,22,Invictus,"$26,902",-9.7%,-0.2%,257,$104,"$36,624,407",62,Warner Bros.,False,False
25,25,Nine,"$18,453",+4%,-34.2%,182,$101,"$19,464,276",55,The Weinstein Company,False,False
26,28,Under the Sea 3D,"$13,947",+68.9%,+14.6%,26,$536,"$20,077,231",363,Warner Bros.,False,False
27,26,Frozen,"$11,536",-20.1%,-,83,$138,"$173,364",6,Anchor Bay Films,False,False
28,27,Youth in Revolt,"$11,134",+13.7%,-52.8%,100,$111,"$15,109,000",34,-,False,False
29,29,Fantastic Mr. Fox,"$8,732",+7.4%,-19.6%,155,$56,"$20,553,241",90,Twentieth Century Fox,False,False
30,31,Ninja Assassin,"$4,173",+2%,-30.4%,98,$42,"$38,118,585",78,Warner Bros.,False,False
31,30,The Road,"$3,985",-12%,-50.8%,62,$64,"$7,933,918",78,-,False,False
32,32,The Boondock Saints II: All Saints Day,"$3,489",-2.1%,+9.8%,56,$62,"$10,254,780",104,Apparition,False,False
33,34,Where the Wild Things Are,"$2,882",-3.1%,-21%,88,$32,"$77,230,900",118,Warner Bros.,False,False
34,33,3 Idiots,"$2,123",-32.9%,-52.3%,40,$53,"$6,474,512",50,Reliance Big Pictures,False,False
35,35,That Evening Sun,"$1,877",+18.1%,+18.8%,9,$208,"$136,770",97,Freestyle Releasing,False,False
36,36,Me and Orson Welles,$970,-25.9%,-63.9%,10,$97,"$1,154,067",78,Freestyle Releasing,False,False
37,37,44 Inch Chest2010 Re-release,$618,-5.4%,-44%,5,$123,"$28,551",27,Image Entertainment,False,False
38,38,The Maid,$323,+50.2%,-49.8%,13,$24,"$550,667",118,Elephant Eye Films,False,False
39,40,The September Issue,$181,+722.7%,-,2,$90,"$3,819,288",167,Roadside Attractions,False,False
40,39,Good Hair,$32,+23.1%,-90.2%,1,$32,"$4,153,418",125,Roadside Attractions,False,False
