TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,War Room,"$957,961",-16.2%,+11.7%,1526,$627,"$30,803,550",13,TriStar Pictures,False,False
2,2,A Walk in the Woods,"$740,000",-22.9%,-36.7%,1960,$377,"$14,667,832",8,Broad Green Pictures,False,True
3,3,Straight Outta Compton,"$572,390",-22.9%,-47.2%,3094,$185,"$151,096,585",27,Universal Pictures,False,False
4,4,The Transporter Refueled,"$484,770",-32.8%,-,3434,$141,"$10,212,085",6,EuropaCorp,False,False
5,6,Mission: Impossible - Rogue Nation,"$423,176",-19.7%,-38.7%,2849,$148,"$183,612,153",41,Paramount Pictures,False,False
6,5,No Escape,"$386,426",-27.1%,-35.9%,3415,$113,"$20,926,811",15,The Weinstein Company,False,False
7,7,The Man from U.N.C.L.E.,"$244,041",-20.9%,-38.7%,2102,$116,"$41,000,056",27,Warner Bros.,False,False
8,8,Sinister 2,"$223,362",-24%,-44.2%,2651,$84,"$25,050,808",20,Focus Features,False,False
9,10,The Gift,"$193,231",-17.2%,-29.7%,1591,$121,"$40,816,351",34,STX Entertainment,False,False
10,9,Hitman: Agent 47,"$176,932",-24.9%,-58.7%,2191,$80,"$20,762,415",20,Twentieth Century Fox,False,False
11,13,Inside Out,"$142,434",-23.2%,+13.4%,2967,$48,"$349,854,676",83,-,False,False
12,11,Ant-Man,"$136,695",-27.8%,-43.4%,1527,$89,"$174,397,740",55,-,False,False
13,12,Huevos: Little Rooster's Egg-cellent Adventure,"$119,281",-36.2%,-,395,$301,"$4,663,325",6,Lionsgate,False,False
14,14,American Ultra,"$110,458",-25.7%,-61.2%,1729,$63,"$13,693,655",20,Lionsgate,False,False
15,15,Jurassic World,"$110,025",-22.5%,-57.6%,1571,$70,"$647,626,080",90,Universal Pictures,False,False
16,18,Trainwreck,"$96,960",-7.3%,-31.3%,808,$120,"$107,708,600",55,Universal Pictures,False,False
17,17,Ricki and the Flash,"$94,213",-16.5%,-49.1%,1274,$73,"$25,801,604",34,TriStar Pictures,False,False
18,16,Minions,"$86,715",-35.7%,-64.9%,1927,$45,"$329,996,155",62,Universal Pictures,False,False
19,19,Southpaw,"$84,834",-13.2%,-33.9%,1444,$58,"$51,472,029",48,The Weinstein Company,False,False
20,21,Vacation,"$70,096",-20%,-46.4%,1045,$67,"$57,150,202",43,Warner Bros.,False,False
21,22,We Are Your Friends,"$67,940",-22.3%,-56.8%,2333,$29,"$3,468,835",13,Warner Bros.,False,False
22,20,Pixels,"$66,381",-30.7%,-39.6%,1420,$46,"$74,152,334",48,-,False,False
23,24,Mistress America,"$55,242",-2.5%,+31.1%,512,$107,"$1,933,552",27,Fox Searchlight Pictures,False,False
24,23,Fantastic Four,"$47,809",-27.3%,-60.6%,1135,$42,"$54,887,006",34,Twentieth Century Fox,False,False
25,25,Dope,"$43,260",-6%,"+1,131.8%",1023,$42,"$17,368,468",83,Open Road Films (II),False,False
26,27,Mr. Holmes,"$35,985",-6.6%,-22.5%,384,$93,"$16,913,400",55,Roadside Attractions,False,False
27,26,Shaun the Sheep Movie,"$29,965",-28.1%,-69.7%,1134,$26,"$18,159,726",36,Lionsgate,False,False
28,29,San Andreas,"$14,202",<0.1%,-10.4%,205,$69,"$154,660,090",104,Warner Bros.,False,False
29,31,Terminator Genisys,"$9,686",-3.9%,-32.7%,168,$57,"$89,646,286",71,Paramount Pictures,False,False
30,28,Once I Was a Beehive,"$9,245",-36.1%,+36.9%,28,$330,"$313,792",27,Purdie Distribution,False,False
31,30,Spy,"$9,037",-14.2%,-24.3%,148,$61,"$110,573,334",97,Twentieth Century Fox,False,False
32,32,Max,"$8,453",-14.1%,-32.8%,240,$35,"$42,221,600",76,Warner Bros.,False,False
33,33,Paper Towns,"$7,963",-10.6%,-37.8%,218,$36,"$31,715,620",48,Twentieth Century Fox,False,False
34,35,Mad Max: Fury Road,"$5,669",+2%,-25.9%,87,$65,"$153,132,856",118,Warner Bros.,False,False
35,34,Phantom,"$4,390",-44.7%,-78%,83,$52,"$475,758",13,UTV Motion Pictures,False,False
36,39,Kahlil Gibran's The Prophet,"$3,454",+42.6%,-12.2%,32,$107,"$274,047",34,GKIDS,False,False
37,36,The Gallows,"$2,835",-3%,-48.1%,103,$27,"$22,730,040",62,Warner Bros.,False,False
38,38,Z for Zachariah,"$2,442",-4.4%,-50.1%,27,$90,"$111,277",13,Roadside Attractions,False,False
39,37,Magic Mike XXL,"$2,439",-7.8%,-59%,88,$27,"$65,972,496",71,Warner Bros.,False,False
40,41,Love & Mercy,"$2,069",-6.7%,-30%,31,$66,"$12,507,953",97,Roadside Attractions,False,False
41,40,Before We Go,"$1,933",-15.1%,-,21,$92,"$28,461",6,RADiUS-TWC,False,False
42,42,The Cokeville Miracle,"$1,689",-8.2%,-45.8%,21,$80,"$1,310,400",97,Excel Entertainment,False,False
43,44,I'll See You in My Dreams,$901,+1.1%,-48.8%,21,$42,"$7,448,833",118,Bleecker Street Media,False,False
44,45,Turbo Kid,$857,+9.9%,-82.1%,9,$95,"$57,605",13,-,False,False
45,43,Island of Lemurs: Madagascar,$658,-60.2%,-79.9%,35,$18,"$10,347,727",524,Warner Bros.,False,False
46,-,Dark Star: HR Gigers Welt,$222,-,-,1,$222,"$61,266",118,Icarus Films,False,False
47,46,Army of Shadows2015 Re-release,$150,-77.3%,-80.6%,1,$150,"$23,004",15,Rialto Pictures,False,False
