TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Martian,"$4,401,171",-68.4%,-,3831,"$1,148","$58,709,746",4,Twentieth Century Fox,False,False
2,2,Hotel Transylvania 2,"$1,395,879",-86%,-40.3%,3754,$371,"$92,130,240",11,-,False,False
3,3,Sicario,"$1,052,618",-66.9%,+499.4%,2620,$401,"$16,201,954",18,Lionsgate,False,False
4,4,The Intern,"$941,110",-67.7%,-37.6%,3320,$283,"$37,530,066",11,Warner Bros.,False,False
5,7,Black Mass,"$501,059",-64.1%,-52.1%,2768,$181,"$52,963,215",18,Warner Bros.,False,False
6,5,Maze Runner: The Scorch Trials,"$475,085",-76.6%,-45.8%,3319,$143,"$63,871,200",18,Twentieth Century Fox,False,False
7,6,Everest,"$422,835",-71.3%,-61.5%,3009,$140,"$33,734,645",18,Universal Pictures,False,False
8,9,War Room,"$270,391",-68.9%,-34.5%,1746,$154,"$60,839,071",39,TriStar Pictures,False,False
9,8,The Visit,"$230,645",-73.9%,-42.4%,2296,$100,"$57,947,755",25,Universal Pictures,False,False
10,10,The Perfect Guy,"$180,377",-67.8%,-47.5%,1364,$132,"$52,807,933",25,Screen Gems,False,False
11,11,The Walk,"$164,657",-64.7%,-,448,$367,"$2,147,230",6,TriStar Pictures,False,False
12,12,The Green Inferno,"$140,280",-61.7%,-54.8%,1543,$90,"$6,096,502",11,BH Tilt,False,False
13,15,Pawn Sacrifice,"$36,722",-63.2%,-61%,671,$54,"$2,099,256",20,Bleecker Street Media,False,False
14,17,Mission: Impossible - Rogue Nation,"$26,737",-67.6%,-64.1%,377,$70,"$194,135,991",67,Paramount Pictures,False,False
15,19,Straight Outta Compton,"$23,885",-61.4%,-58.7%,281,$85,"$160,699,630",53,Universal Pictures,False,False
16,14,Pixels,"$21,968",-79.2%,-7%,331,$66,"$77,833,978",74,-,False,False
17,18,Jurassic World,"$20,320",-71.4%,-9.9%,254,$80,"$650,852,291",116,Universal Pictures,False,False
18,16,Minions,"$14,575",-82.8%,-28.9%,265,$55,"$333,923,840",88,Universal Pictures,False,False
19,26,Goodnight Mommy,"$13,706",-53.3%,-9.4%,43,$318,"$467,869",25,RADiUS-TWC,False,False
20,23,The Man from U.N.C.L.E.,"$12,532",-62%,-24.6%,266,$47,"$45,268,848",53,Warner Bros.,False,False
21,24,Hell and Back,"$12,414",-58.6%,-,411,$30,"$116,788",4,Freestyle Releasing,False,False
22,29,90 Minutes in Heaven,"$8,969",-61.3%,-72.5%,140,$64,"$4,709,330",25,The Samuel Goldwyn Company,False,False
23,27,Vacation,"$8,778",-69.1%,-47%,202,$43,"$58,693,480",69,Warner Bros.,False,False
24,30,Southpaw,"$8,723",-59.3%,+110.6%,303,$28,"$52,275,858",74,The Weinstein Company,False,False
25,34,The Transporter Refueled,"$6,846",-55.6%,-55.4%,139,$49,"$15,880,816",32,EuropaCorp,False,False
26,31,Captive,"$6,004",-70.7%,-87.8%,132,$45,"$2,563,672",18,Paramount Pictures,False,False
27,25,Shaun the Sheep Movie,"$5,922",-79.9%,+33.8%,189,$31,"$19,253,239",62,Lionsgate,False,False
28,33,Trainwreck,"$5,760",-66.7%,-60%,144,$40,"$109,919,755",81,Universal Pictures,False,False
29,51,Once I Was a Beehive,"$5,443",+713.6%,+11.7%,21,$259,"$505,608",53,Purdie Distribution,False,False
30,32,Fantastic Four,"$5,293",-73%,-50.3%,131,$40,"$56,034,476",60,Twentieth Century Fox,False,False
31,22,Huevos: Little Rooster's Egg-cellent Adventure,"$4,914",-86.1%,-74.7%,112,$43,"$8,978,558",32,Lionsgate,False,False
32,38,No Escape,"$4,605",-61.1%,-77.8%,104,$44,"$27,003,117",41,The Weinstein Company,False,False
33,35,He Named Me Malala,"$4,436",-70.8%,-,4,"$1,109","$66,244",4,Fox Searchlight Pictures,False,False
34,43,Shanghai2015 Re-release,"$3,646",-50.9%,-,103,$35,"$30,250",4,The Weinstein Company,False,False
35,39,The Gift,"$3,588",-64.6%,-66.4%,82,$43,"$43,774,879",60,STX Entertainment,False,False
36,40,Freeheld,"$3,459",-63%,-,5,$691,"$41,442",4,Lionsgate,False,False
37,45,Mr. Holmes,"$3,385",-37.5%,-28.3%,49,$69,"$17,675,547",81,Roadside Attractions,False,False
38,37,San Andreas,"$2,981",-75%,-44.5%,88,$33,"$155,152,180",130,Warner Bros.,False,False
39,42,Sinister 2,"$2,940",-60.8%,-61.3%,61,$48,"$27,569,635",46,Focus Features,False,False
40,41,Hitman: Agent 47,"$2,746",-67.5%,-66.7%,72,$38,"$22,448,720",46,Twentieth Century Fox,False,False
41,44,Stonewall,"$2,318",-65.1%,-79.1%,46,$50,"$176,607",11,Roadside Attractions,False,False
42,36,Max,"$2,317",-80.8%,-33.3%,71,$32,"$42,633,490",102,Warner Bros.,False,False
43,47,American Ultra,"$1,560",-47.7%,-71.8%,49,$31,"$14,436,164",46,Lionsgate,False,False
44,49,Northern Soul,$343,-59.3%,-,10,$34,"$7,129",4,Freestyle Releasing,False,False
45,54,The Cokeville Miracle,$237,+196.2%,-73.7%,4,$59,"$1,347,364",123,Excel Entertainment,False,False
46,50,Gabo: The Creation of Gabriel Garcia Marquez,$164,-77.3%,-,1,$164,"$2,602",5,Icarus Films,False,False
47,53,Kahlil Gibran's The Prophet,$39,-80.7%,-88.6%,5,$7,"$338,451",60,GKIDS,False,False
