TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Ant-Man,"$3,322,992",-57.4%,-48.1%,3868,$859,"$109,542,853",11,-,False,False
2,2,Minions,"$3,090,160",-56.6%,-46.5%,4066,$760,"$265,544,530",18,Universal Pictures,False,False
3,3,Pixels,"$2,861,631",-55.9%,-,3723,$768,"$26,873,247",4,-,False,False
4,4,Trainwreck,"$2,140,425",-58.2%,-39.5%,3171,$675,"$63,667,400",11,Universal Pictures,False,False
5,5,Southpaw,"$2,002,101",-58.2%,-,2772,$722,"$18,703,395",4,The Weinstein Company,False,False
6,6,Paper Towns,"$1,813,785",-35.3%,-,3031,$598,"$14,463,925",4,Twentieth Century Fox,False,False
7,7,Inside Out,"$1,151,986",-49.6%,-27.2%,2717,$423,"$321,545,325",39,-,False,False
8,8,Jurassic World,"$925,750",-56.8%,-32.6%,2645,$350,"$625,009,700",46,Universal Pictures,False,False
9,9,Mr. Holmes,"$347,833",-61.3%,+29.5%,686,$507,"$6,804,606",11,Roadside Attractions,False,False
10,10,Terminator Genisys,"$307,902",-58.4%,-52.5%,1702,$180,"$85,991,426",27,Paramount Pictures,False,False
11,12,Magic Mike XXL,"$277,378",-42.5%,-54.2%,1440,$192,"$63,421,625",27,Warner Bros.,False,False
12,13,The Gallows,"$184,260",-42.7%,-68.7%,1202,$153,"$21,540,116",18,Warner Bros.,False,False
13,11,Bajrangi Bhaijaan,"$153,000",-70.2%,-56.7%,257,$595,"$5,793,000",11,Eros International,False,True
14,14,Ted 2,"$128,760",-52.6%,-63%,696,$185,"$79,756,170",32,Universal Pictures,False,False
15,18,Max,"$122,070",-43.6%,-53.5%,665,$183,"$39,901,761",32,Warner Bros.,False,False
16,17,Amy,"$115,000",-47.2%,-25.8%,370,$310,"$5,658,000",25,A24,False,True
17,15,The Vatican Tapes,"$104,199",-58%,-,427,$244,"$936,470",4,Lionsgate,False,False
18,16,Spy,"$96,385",-57%,-46.4%,539,$178,"$108,204,098",53,Twentieth Century Fox,False,False
19,19,Mad Max: Fury Road,"$60,322",-55.2%,+9.6%,345,$174,"$151,682,620",74,Warner Bros.,False,False
20,21,Self/less,"$47,814",-51%,-84.3%,608,$78,"$11,907,333",18,Focus Features,False,False
21,20,San Andreas,"$44,490",-55%,-38.4%,266,$167,"$151,929,922",60,Warner Bros.,False,False
22,22,Home,"$27,913",-37.6%,-14.1%,196,$142,"$176,584,619",123,Twentieth Century Fox,False,False
23,25,Pitch Perfect 2,"$23,560",-40.8%,-25.1%,248,$95,"$183,716,045",74,Universal Pictures,False,False
24,23,Dope,"$20,720",-50%,-53.7%,115,$180,"$16,433,241",39,Open Road Films (II),False,False
25,24,Love & Mercy,"$15,859",-61%,-52%,126,$125,"$12,072,983",53,Roadside Attractions,False,False
26,27,Me and Earl and the Dying Girl,"$15,808",-54.3%,-54.1%,121,$130,"$6,469,431",46,Fox Searchlight Pictures,False,False
27,33,The Cokeville Miracle,"$14,320",+378.6%,+11.7%,38,$376,"$1,075,786",53,Excel Entertainment,False,False
28,28,Insidious: Chapter 3,"$14,045",-45.4%,+71.3%,118,$119,"$52,033,981",53,Focus Features,False,False
29,26,I'll See You in My Dreams,"$12,785",-64.3%,-47.1%,103,$124,"$7,091,228",74,Bleecker Street Media,False,False
30,31,Island of Lemurs: Madagascar,"$6,147",-14%,+26.3%,35,$175,"$10,107,992",480,Warner Bros.,False,False
31,29,Entourage,"$4,149",-56.3%,-68.2%,103,$40,"$32,332,361",55,Warner Bros.,False,False
32,30,Hot Pursuit,"$3,744",-57.4%,-47.9%,44,$85,"$34,567,968",81,Warner Bros.,False,False
33,32,Woman in Gold,"$2,837",-58.1%,-45%,33,$85,"$33,269,180",118,The Weinstein Company,False,False
34,36,Batkid Begins: The Wish Heard Around the World,"$2,180",+189.1%,"+1,918.5%",4,$545,"$65,661",32,Warner Bros.,False,False
35,-,Faith of Our Fathers,$629,-,-81.5%,17,$37,"$975,973",27,Pure Flix Entertainment,False,False
36,39,Freetown,$538,+236.2%,-19.2%,2,$269,"$397,936",111,Purdie Distribution,False,False
37,34,When Marnie Was There,$531,-80%,-52.1%,13,$40,"$547,796",67,GKIDS,False,False
38,37,Gloria,$147,-69.6%,-80.6%,3,$49,"$12,626",11,-,False,False
39,40,Beyond the Mask,$111,-16.5%,-0.9%,2,$55,"$1,232,385",113,GathrFilms,False,False
40,38,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,$46,-88.4%,-,2,$23,"$128,421",97,Argot Pictures,False,False
