TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Furious 7,"$8,228,890",-10.4%,-,4004,"$2,055","$191,930,470",7,Universal Pictures,False,False
2,2,Home,"$3,085,875",-7.4%,-31.6%,3801,$811,"$110,553,497",14,Twentieth Century Fox,False,False
3,3,Cinderella,"$1,338,414",-5.2%,-34.5%,3404,$393,"$173,548,726",28,-,False,False
4,4,Get Hard,"$1,172,338",-4.5%,-49.9%,3212,$364,"$62,565,580",14,Warner Bros.,False,False
5,5,The Divergent Series: Insurgent,"$964,544",-1.2%,-51.9%,3118,$309,"$107,998,147",21,Lionsgate,False,False
6,6,Woman in Gold,"$288,579",-14.1%,+551.8%,258,"$1,118","$3,450,898",9,The Weinstein Company,False,False
7,7,It Follows,"$277,832",-1.7%,-29.9%,1655,$167,"$9,773,801",28,RADiUS-TWC,False,False
8,8,Kingsman: The Secret Service,"$189,393",-4.9%,-34.1%,1327,$142,"$123,213,297",56,Twentieth Century Fox,False,False
9,9,Do You Believe?,"$159,641",-10.9%,-45.6%,1218,$131,"$10,580,600",21,Pure Flix Entertainment,False,False
10,10,The Second Best Exotic Marigold Hotel,"$156,804",-8.4%,-31.3%,1060,$147,"$30,823,504",35,Fox Searchlight Pictures,False,False
11,24,Beyond the Mask,"$98,499",+489.2%,-,86,"$1,145","$441,754",4,GathrFilms,False,False
12,11,"McFarland, USA","$85,615",-13.7%,-41.3%,703,$121,"$42,184,503",49,-,False,False
13,12,Run All Night,"$69,362",-12%,-58.3%,1015,$68,"$25,616,811",28,Warner Bros.,False,False
14,15,American Sniper,"$57,183",+3%,-35.3%,623,$91,"$346,616,236",106,Warner Bros.,False,False
15,13,The SpongeBob Movie: Sponge Out of Water,"$52,845",-7.7%,-49%,482,$109,"$161,075,040",63,Paramount Pictures,False,False
16,16,Focus,"$47,513",-12.7%,-56.1%,625,$76,"$53,044,535",42,Warner Bros.,False,False
17,14,The Gunman,"$47,391",-15%,-72.4%,1027,$46,"$10,318,447",21,Open Road Films (II),False,False
18,19,Paddington,"$41,838",-2.4%,-12%,340,$123,"$75,198,027",84,-,False,False
19,18,Danny Collins,"$38,612",-15.6%,+134.5%,83,$465,"$896,545",21,Bleecker Street Media,False,False
20,20,Fifty Shades of Grey,"$34,290",-14%,-48.4%,381,$90,"$165,609,675",56,Universal Pictures,False,False
21,21,Chappie,"$27,316",-3.7%,-65.6%,329,$83,"$30,923,508",35,-,False,False
22,17,Freetown,"$24,682",-46.5%,-,121,$203,"$70,792",2,Purdie Distribution,False,False
23,22,Jupiter Ascending,"$19,152",+6.4%,-31.6%,222,$86,"$47,000,004",63,Warner Bros.,False,False
24,29,Selma,"$17,143",+78%,+90.4%,135,$126,"$52,044,363",106,Paramount Pictures,False,False
25,23,The Imitation Game,"$16,861",-2.9%,-40.1%,202,$83,"$90,861,516",133,The Weinstein Company,False,False
26,25,Night at the Museum: Secret of the Tomb,"$15,119",-6.6%,-33.3%,160,$94,"$113,368,327",112,Twentieth Century Fox,False,False
27,26,The Lazarus Effect,"$14,123",-10.9%,-66.2%,284,$49,"$25,334,139",42,Relativity Media,False,False
28,27,The DUFF,"$12,391",-15.5%,-71.5%,246,$50,"$33,569,417",49,Lionsgate,False,False
29,30,Island of Lemurs: Madagascar,"$9,325",+15.6%,-11.9%,35,$266,"$9,254,624",371,Warner Bros.,False,False
30,28,'71,"$9,250",-15.4%,-51.9%,95,$97,"$1,185,302",42,Roadside Attractions,False,False
31,35,The Hunting Ground,"$7,345",+149%,+369.6%,24,$306,"$177,948",42,RADiUS-TWC,False,False
32,31,Taken 3,"$6,564",+6.5%,-45.1%,91,$72,"$89,084,269",91,Twentieth Century Fox,False,False
33,32,Penguins of Madagascar,"$4,185",-8.4%,-26.2%,64,$65,"$83,278,073",135,Twentieth Century Fox,False,False
34,33,Unfinished Business,"$3,647",-4.2%,-18.4%,76,$47,"$10,204,358",35,Twentieth Century Fox,False,False
35,36,Birdman or (The Unexpected Virtue of Ignorance),"$2,824",+1.3%,-48.2%,39,$72,"$42,324,225",175,Fox Searchlight Pictures,False,False
36,39,Black or White,"$1,832",-3%,-39.7%,21,$87,"$21,427,265",70,Relativity Media,False,False
37,40,Song of the Sea,"$1,134",-5.7%,-42.2%,21,$54,"$821,482",112,GKIDS,False,False
38,41,After the Ball,$805,+6.6%,+57.8%,5,$161,"$156,011",42,Freestyle Releasing,False,False
39,43,The Tales of Hoffmann,$581,+265.4%,+56.2%,1,$581,"$70,191",28,Rialto Pictures,False,False
40,42,Citizenfour,$280,-34.6%,-18.6%,4,$70,"$2,780,561",168,RADiUS-TWC,False,False
