TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Furious 7,"$1,427,695",+23.1%,-37.9%,3808,$374,"$322,669,420",26,Universal Pictures,False,False
2,2,The Age of Adaline,"$1,352,882",+47.9%,-,2991,$452,"$15,471,226",5,Lionsgate,False,False
3,3,Paul Blart: Mall Cop 2,"$812,045",+31.4%,-45.3%,3633,$223,"$44,655,126",12,-,False,False
4,4,Ex Machina,"$546,000",+10.1%,-,1255,$435,"$7,870,000",19,A24,False,True
5,5,Unfriended,"$471,805",+21.4%,-50.8%,2775,$170,"$25,935,850",12,Universal Pictures,False,False
6,8,Woman in Gold,"$445,963",+48.8%,-33.1%,1981,$225,"$22,244,227",28,The Weinstein Company,False,False
7,6,Home,"$418,227",+17.7%,-43.3%,3311,$126,"$154,263,427",33,Twentieth Century Fox,False,False
8,9,The Longest Ride,"$414,609",+43.5%,-44.6%,3140,$132,"$30,995,229",19,Twentieth Century Fox,False,False
9,7,Get Hard,"$364,494",+21%,-27.4%,2276,$160,"$84,588,046",33,Warner Bros.,False,False
10,10,Monkey Kingdom,"$296,462",+23.8%,-40.4%,2012,$147,"$10,684,880",12,-,False,False
11,11,The Divergent Series: Insurgent,"$257,544",+28.9%,-32.6%,2086,$123,"$125,270,480",40,Lionsgate,False,False
12,12,Cinderella,"$221,321",+27.9%,-40.8%,2019,$109,"$190,954,301",47,-,False,False
13,13,Little Boy,"$204,110",+35.1%,-,1045,$195,"$3,105,577",5,Open Road Films (II),False,False
14,14,The Water Diviner,"$137,274",+18.7%,-,320,$428,"$1,473,223",5,Warner Bros.,False,False
15,15,True Story,"$133,909",+33.2%,-36.5%,856,$156,"$4,041,946",12,Fox Searchlight Pictures,False,False
16,16,Kingsman: The Secret Service,"$66,990",+32.4%,-11.7%,425,$157,"$126,592,859",75,Twentieth Century Fox,False,False
17,18,Danny Collins,"$55,784",+43.3%,-57.1%,396,$140,"$4,824,035",40,Bleecker Street Media,False,False
18,17,It Follows,"$49,877",+14.1%,-51.4%,401,$124,"$14,124,418",47,RADiUS-TWC,False,False
19,19,American Sniper,"$34,857",+9.9%,-17.8%,403,$86,"$348,361,848",125,Warner Bros.,False,False
20,22,The Second Best Exotic Marigold Hotel,"$29,591",+61.6%,-35.1%,242,$122,"$32,463,306",54,Fox Searchlight Pictures,False,False
21,21,Brotherly Love,"$26,759",+21.4%,-,200,$133,"$295,710",5,Freestyle Releasing,False,False
22,20,Child 44,"$26,569",+16.4%,-64.7%,510,$52,"$1,135,773",12,Lionsgate,False,False
23,23,Do You Believe?,"$17,743",+6.2%,-52%,259,$68,"$12,563,176",40,Pure Flix Entertainment,False,False
24,24,The SpongeBob Movie: Sponge Out of Water,"$16,005",+5.9%,-34.3%,287,$55,"$162,116,209",82,Paramount Pictures,False,False
25,27,Run All Night,"$12,790",+28%,-31.8%,218,$58,"$26,385,585",47,Warner Bros.,False,False
26,26,The Hunting Ground,"$11,145",+11.4%,+92%,14,$796,"$321,513",61,RADiUS-TWC,False,False
27,34,The DUFF,"$9,273",+69.4%,+8%,164,$56,"$33,905,503",68,Lionsgate,False,False
28,28,Focus,"$9,024",+15.9%,-49.8%,188,$48,"$53,797,893",61,Warner Bros.,False,False
29,30,Fifty Shades of Grey,"$7,505",+0.7%,-38%,149,$50,"$166,089,855",75,Universal Pictures,False,False
30,25,Beyond the Mask,"$7,347",-38.4%,-45.5%,7,"$1,049","$674,278",23,GathrFilms,False,False
31,29,The Lazarus Effect,"$7,292",-3.3%,+139.8%,138,$52,"$25,602,480",61,Relativity Media,False,False
32,33,The Gunman,"$7,079",+17%,+18.3%,100,$70,"$10,653,774",40,Open Road Films (II),False,False
33,31,Island of Lemurs: Madagascar,"$6,987",-2.3%,+12%,35,$199,"$9,407,666",390,Warner Bros.,False,False
34,32,Paddington,"$6,105",-0.3%,-20.7%,171,$35,"$75,624,132",103,-,False,False
35,35,Jupiter Ascending,"$5,009",+9%,-21.8%,122,$41,"$47,332,132",82,Warner Bros.,False,False
36,36,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,"$4,924",+11.5%,-,3,"$1,641","$34,734",7,Argot Pictures,False,False
37,38,The Imitation Game,"$3,900",+43.8%,-19.4%,60,$65,"$91,081,099",152,The Weinstein Company,False,False
38,37,Freetown,"$3,285",-22%,-55.1%,26,$126,"$348,445",21,Purdie Distribution,False,False
39,39,Desert Dancer,"$2,251",+2.4%,-52.3%,36,$62,"$124,138",19,Relativity Media,False,False
40,40,Night at the Museum: Secret of the Tomb,"$2,008",-2.3%,-38.4%,88,$22,"$113,573,144",131,Twentieth Century Fox,False,False
41,43,The Tales of Hoffmann,"$1,815",+59.2%,"+1,143.2%",1,"$1,815","$84,829",47,Rialto Pictures,False,False
42,41,Adult Beginners,"$1,751",+10%,-,10,$175,"$40,000",5,RADiUS-TWC,False,False
43,42,Black or White,"$1,686",+23%,-41.1%,41,$41,"$21,551,351",89,Relativity Media,False,False
44,44,'71,$903,+19.6%,-28.8%,14,$64,"$1,264,888",61,Roadside Attractions,False,False
45,45,Lost River,$611,-2.4%,-37.2%,3,$203,"$44,519",19,Warner Bros.,False,False
46,46,Forbidden Games,$514,-5.5%,-,1,$514,"$5,374",5,Rialto Pictures,False,False
47,48,Just Before I Go,$459,+34.2%,-,2,$229,"$8,930",5,Anchor Bay Films,False,False
48,49,Beyond the Reach,$418,+54.8%,-88.9%,8,$52,"$45,265",12,Roadside Attractions,False,False
49,47,After the Ball,$297,-44%,"+2,184.6%",11,$27,"$160,992",61,Freestyle Releasing,False,False
50,52,Citizenfour,$206,+90.7%,-81.3%,5,$41,"$2,799,122",187,RADiUS-TWC,False,False
51,53,Song of the Sea,$187,+167.1%,-52.2%,9,$20,"$841,623",131,GKIDS,False,False
52,50,Wa-shoku Dream: Beyond Sushi,$168,-14.3%,+76.8%,1,$168,"$11,496",19,Under The Milky Way,False,False
53,51,The Passionate Thief,$148,+5%,-,1,$148,"$31,080",145,Rialto Pictures,False,False
