TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Iron Man,"$14,873,192",+179.1%,-57.8%,4111,"$3,617","$141,507,587",8,Paramount Pictures,False,False
2,-,What Happens in Vegas,"$7,171,134",-,-,3215,"$2,230","$7,171,134",1,Twentieth Century Fox,True,False
3,-,Speed Racer,"$6,192,227",-,-,3606,"$1,717","$6,192,227",1,Warner Bros.,True,False
4,2,Made of Honor,"$2,396,443",+146.5%,-56.9%,2734,$876,"$21,071,614",8,Sony Pictures Releasing,False,False
5,3,Baby Mama,"$1,890,995",+191.1%,-45.6%,2627,$719,"$36,501,575",15,Universal Pictures,False,False
6,4,Forgetting Sarah Marshall,"$1,188,000",+106.9%,-39.2%,2376,$500,"$48,132,505",22,Universal Pictures,False,False
7,5,Harold & Kumar Escape from Guantanamo Bay,"$1,063,538",+101.2%,-49.3%,2264,$469,"$28,624,422",15,Warner Bros.,False,False
8,6,The Forbidden Kingdom,"$541,008",+71.8%,-54.1%,1724,$313,"$46,901,789",22,Lionsgate,False,False
9,10,Prom Night,"$372,179",+243.6%,-57.3%,1465,$254,"$42,144,300",29,Screen Gems,False,False
10,-,Redbelt,"$330,000",-,-,1379,$239,"$427,000",8,Sony Pictures Classics,False,True
11,9,Nim's Island,"$306,289",+146%,-52.6%,1601,$191,"$43,238,524",36,Twentieth Century Fox,False,False
12,7,21,"$259,344",+52.4%,-60%,978,$265,"$79,841,994",43,Sony Pictures Releasing,False,False
13,20,Drillbit Taylor,"$183,991",+670.4%,-30.4%,267,$689,"$31,436,703",50,Paramount Pictures,False,False
14,16,The Visitor,"$182,127",+305.7%,+16.9%,217,$839,"$1,928,407",29,Overture Films,False,False
15,8,88 Minutes,"$141,017",-5.6%,-68.7%,625,$225,"$16,066,927",22,Sony Pictures Releasing,False,False
16,13,Horton Hears a Who!,"$132,337",+69.9%,-53.6%,770,$171,"$150,226,110",57,Twentieth Century Fox,False,False
17,-,Then She Found Me,"$121,000",-,-,153,$790,"$544,000",15,THINKFilm,False,True
18,24,"10,000 BC","$105,378",+675.8%,+127.4%,409,$257,"$93,800,419",64,Warner Bros.,False,False
19,12,Expelled: No Intelligence Allowed,"$100,902",+28.2%,-53.4%,402,$251,"$7,007,390",22,Rocky Mountain Pictures,False,False
20,17,Young@Heart,"$87,698",+148.5%,+14%,145,$604,"$1,143,416",31,Fox Searchlight Pictures,False,False
21,15,Leatherheads,"$67,900",+47.6%,-64.1%,424,$160,"$30,559,275",36,Universal Pictures,False,False
22,14,Street Kings,"$66,389",-4.5%,-68%,297,$223,"$25,475,539",29,Fox Searchlight Pictures,False,False
23,22,Fool's Gold,"$45,671",+191.1%,-15.4%,216,$211,"$69,965,462",92,Warner Bros.,False,False
24,33,Jumper,"$42,165",+481%,+94.3%,124,$340,"$79,531,816",86,Twentieth Century Fox,False,False
25,36,Son of Rambow,"$36,975",+613.7%,+151.8%,36,"$1,027","$109,978",8,Paramount Vantage,False,False
26,18,Smart People,"$35,576",+4.4%,-61.8%,163,$218,"$9,102,596",29,Miramax,False,False
27,25,The Bucket List,"$28,411",+120%,-31.4%,169,$168,"$93,146,471",137,Warner Bros.,False,False
