TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Four Christmases,"$1,658,235",-71.3%,-,3310,$500,"$47,712,703",6,Warner Bros.,False,False
2,3,Twilight,"$1,475,274",-71.7%,-67.3%,3425,$430,"$121,181,783",11,Summit Entertainment,False,False
3,5,Australia,"$985,074",-69.8%,-,2642,$372,"$20,989,530",6,Twentieth Century Fox,False,False
4,4,Quantum of Solace,"$887,504",-73.1%,-59.7%,3501,$253,"$142,306,038",18,Sony Pictures Releasing,False,False
5,2,Bolt,"$826,157",-85%,-58%,3654,$226,"$67,674,997",11,Walt Disney Studios Motion Pictures,False,False
6,7,Transporter 3,"$741,511",-70.7%,-,2626,$282,"$18,972,269",6,Lionsgate,False,False
7,6,Madagascar: Escape 2 Africa,"$460,765",-84.7%,-60.9%,3709,$124,"$159,527,134",25,DreamWorks,False,False
8,8,Role Models,"$329,250",-66.7%,-59.9%,2195,$150,"$58,110,070",25,Universal Pictures,False,False
9,9,Milk,"$126,940",-69.6%,-,36,"$3,526","$2,068,412",6,Focus Features,False,False
10,10,The Boy in the Striped Pajamas,"$110,984",-71%,-27.2%,582,$190,"$5,280,479",25,Miramax,False,False
11,11,Slumdog Millionaire,"$90,333",-72.4%,-6.1%,49,"$1,843","$3,634,707",20,Fox Searchlight Pictures,False,False
12,12,Changeling,"$75,750",-70%,-70%,1010,$75,"$33,925,382",39,Universal Pictures,False,False
13,13,High School Musical 3,"$46,432",-80.2%,-74.3%,1385,$33,"$88,797,686",39,Walt Disney Studios Motion Pictures,False,False
14,15,Zack and Miri Make a Porno,"$42,697",-58.5%,-77.8%,437,$97,"$30,482,503",32,The Weinstein Company,False,False
15,14,The Secret Life of Bees,"$29,381",-73.9%,-76.7%,490,$59,"$36,682,033",46,Fox Searchlight Pictures,False,False
16,16,Fireproof,"$28,468",-69.8%,-69.5%,486,$58,"$32,335,339",67,The Samuel Goldwyn Company,False,False
17,17,Soul Men,"$24,971",-65.5%,-66.7%,335,$74,"$11,677,721",25,-,False,False
18,18,The Dark Knight,"$21,302",-69%,-43.3%,305,$69,"$530,280,291",137,Warner Bros.,False,False
19,19,Happy-Go-Lucky,"$16,676",-72.9%,-40.8%,202,$82,"$2,658,102",53,Miramax,False,False
20,20,Eagle Eye,"$15,255",-64.6%,-76.1%,325,$46,"$100,248,120",67,DreamWorks,False,False
21,22,Righteous Kill,"$12,466",-56.9%,+29%,197,$63,"$39,996,238",81,Overture Films,False,False
22,21,The Polar Express2008 IMAX Release,"$9,290",-68.9%,+6.8%,19,$488,"$256,282",11,Warner Bros.,False,False
23,24,Saw V,"$8,911",-55.4%,-82.1%,177,$50,"$56,661,724",39,Lionsgate,False,False
24,25,Body of Lies,"$8,217",-58%,-67.6%,80,$102,"$38,908,469",53,Warner Bros.,False,False
25,27,Burn After Reading,"$7,345",-56.9%,-39.6%,97,$75,"$60,177,133",81,Focus Features,False,False
26,26,Max Payne,"$7,088",-61.8%,-47%,159,$44,"$40,445,736",46,Twentieth Century Fox,False,False
27,30,Religulous,"$6,444",-52.5%,-56.5%,61,$105,"$12,896,179",62,Lionsgate,False,False
28,23,Igor,"$5,112",-80%,+48.7%,179,$28,"$19,247,912",74,Metro-Goldwyn-Mayer (MGM),False,False
29,28,Appaloosa,"$4,897",-69%,-75.7%,110,$44,"$19,933,940",74,Warner Bros.,False,False
30,32,The Haunting of Molly Hartley,"$4,172",-65.4%,-88.2%,123,$33,"$13,354,349",32,Freestyle Releasing,False,False
31,34,W.,"$3,848",-65.4%,-73.7%,55,$69,"$25,521,348",46,Lionsgate,False,False
32,33,The Duchess,"$3,581",-68.9%,-71%,78,$45,"$13,763,423",74,Paramount Vantage,False,False
33,35,RocknRolla,"$2,997",-70%,-70.6%,40,$74,"$5,585,506",55,Warner Bros.,False,False
34,36,Deep Sea,"$2,837",-63%,-70.8%,9,$315,"$37,024,715",1005,Warner Bros.,False,False
35,31,City of Ember,"$2,594",-78.8%,-58.5%,111,$23,"$7,746,356",53,Twentieth Century Fox,False,False
36,37,Nights in Rodanthe,"$2,201",-66.6%,-72.8%,73,$30,"$41,530,322",67,Warner Bros.,False,False
37,29,Vicky Cristina Barcelona,"$2,181",-85%,-21.6%,18,$121,"$22,480,364",109,-,False,False
38,39,Noah's Arc: Jumping the Broom,"$1,417",-71.2%,-26.6%,4,$354,"$513,372",39,-,False,False
39,41,Sex Drive,"$1,213",-59.1%,-81.4%,52,$23,"$8,398,155",46,Summit Entertainment,False,False
40,38,Journey to the Center of the Earth,$979,-80.2%,-73%,51,$19,"$101,690,919",144,Warner Bros.,False,False
41,42,Pride and Glory,$961,-66.5%,-87.9%,30,$32,"$15,650,185",39,Warner Bros.,False,False
42,43,Were the World Mine,$743,-62.4%,-62.7%,2,$371,"$37,705",32,-,False,False
43,44,How to Lose Friends & Alienate People,$715,-51.5%,+816.7%,29,$24,"$2,768,725",60,Metro-Goldwyn-Mayer (MGM),False,False
44,45,Repo! The Genetic Opera,$601,-56.2%,-53.2%,6,$100,"$125,251",25,Lionsgate,False,False
45,46,I.O.U.S.A.,$589,-31.8%,+160.6%,5,$117,"$805,157",102,Roadside Attractions,False,False
