TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Four Christmases,"$1,366,464",+11.2%,-24.2%,3335,$409,"$72,013,011",14,Warner Bros.,False,False
2,2,Twilight,"$925,863",-1.1%,-37.3%,3620,$255,"$140,263,758",19,Summit Entertainment,False,False
3,3,Australia,"$720,428",+15.4%,-33.9%,2721,$264,"$32,264,030",14,Twentieth Century Fox,False,False
4,5,Quantum of Solace,"$572,243",+8.3%,-38%,3423,$167,"$152,720,716",26,Sony Pictures Releasing,False,False
5,4,Bolt,"$485,666",-11%,-27.7%,3516,$138,"$80,412,867",19,Walt Disney Studios Motion Pictures,False,False
6,7,Transporter 3,"$386,053",+2%,-47.9%,2626,$147,"$26,313,978",14,Lionsgate,False,False
7,6,Punisher: War Zone,"$358,966",-7.1%,-,2508,$143,"$5,016,964",5,Lionsgate,False,False
8,8,Madagascar: Escape 2 Africa,"$255,138",-21.2%,-32.4%,3317,$76,"$166,232,926",33,DreamWorks,False,False
9,10,Role Models,"$239,015",+0.7%,-27.5%,1907,$125,"$62,094,270",33,Universal Pictures,False,False
10,9,Cadillac Records,"$227,626",-11.9%,-,687,$331,"$3,931,533",5,Sony Pictures Releasing,False,False
11,11,Milk,"$180,133",+9.3%,+38.2%,99,"$1,819","$4,629,403",14,Focus Features,False,False
12,12,Slumdog Millionaire,"$133,186",+11.1%,+33%,78,"$1,707","$5,592,623",28,Fox Searchlight Pictures,False,False
13,13,The Boy in the Striped Pajamas,"$102,796",+7.4%,-10.5%,678,$151,"$6,855,817",33,Miramax,False,False
14,14,Changeling,"$57,885",+13.3%,-39.7%,681,$85,"$34,792,407",47,Universal Pictures,False,False
15,15,Nobel Son,"$46,840",+8.9%,-,893,$52,"$423,760",5,Freestyle Releasing,False,False
16,16,Zack and Miri Make a Porno,"$26,368",+3.6%,-44.2%,275,$95,"$30,891,107",40,The Weinstein Company,False,False
17,17,The Secret Life of Bees,"$24,686",+16.1%,-16.9%,432,$57,"$37,040,369",54,Fox Searchlight Pictures,False,False
18,18,The Dark Knight,"$17,705",-3%,-23.4%,269,$65,"$530,576,842",145,Warner Bros.,False,False
19,19,Frost/Nixon,"$17,528",+3%,-,3,"$5,842","$215,247",5,Universal Pictures,False,False
20,22,The Polar Express2008 IMAX Release,"$16,854",+59.5%,+66.6%,26,$648,"$476,341",19,Warner Bros.,False,False
21,20,Happy-Go-Lucky,"$16,314",+22.3%,-25.2%,202,$80,"$2,890,840",61,Miramax,False,False
22,21,Soul Men,"$9,861",-13.5%,-56.1%,233,$42,"$11,895,275",33,-,False,False
23,23,Eagle Eye,"$9,450",+6.3%,-37.4%,205,$46,"$100,422,939",75,DreamWorks,False,False
24,24,Pride and Glory,"$7,990",+6%,+380.2%,180,$44,"$15,724,913",47,Warner Bros.,False,False
25,27,The Duchess,"$6,461",+19.9%,+23.2%,135,$47,"$13,835,592",82,Paramount Vantage,False,False
26,25,Burn After Reading,"$6,084",-5.1%,-26.6%,78,$78,"$60,257,483",89,Focus Features,False,False
27,28,Max Payne,"$5,829",+12.2%,-21.1%,145,$40,"$40,532,692",54,Twentieth Century Fox,False,False
28,29,Appaloosa,"$5,291",+3%,-12.2%,104,$50,"$20,002,044",82,Warner Bros.,False,False
29,30,Body of Lies,"$5,144",+5.5%,-33.4%,44,$116,"$38,980,400",61,Warner Bros.,False,False
30,26,Religulous,"$4,755",-16.8%,-34.6%,59,$80,"$12,963,845",70,Lionsgate,False,False
31,32,Saw V,"$4,583",+11%,-45.6%,115,$39,"$56,738,685",47,Lionsgate,False,False
32,31,Righteous Kill,"$4,572",+9.2%,-69.3%,89,$51,"$40,063,386",89,Overture Films,False,False
33,37,Deep Sea,"$4,056",+65.7%,+44.9%,10,$405,"$37,059,426",1013,Warner Bros.,False,False
34,33,Igor,"$3,761",-4.8%,-30.3%,162,$23,"$19,335,700",82,Metro-Goldwyn-Mayer (MGM),False,False
35,34,RocknRolla,"$3,753",+13%,-2.9%,36,$104,"$5,629,870",63,Warner Bros.,False,False
36,35,Vicky Cristina Barcelona,"$3,130",+4%,-2.7%,12,$260,"$22,518,945",117,-,False,False
37,36,City of Ember,"$2,791",+12.8%,+7.7%,83,$33,"$7,786,891",61,Twentieth Century Fox,False,False
38,38,Nights in Rodanthe,"$2,293",+13%,-43.1%,45,$50,"$41,560,906",75,Warner Bros.,False,False
39,42,Call + Response,"$2,174",+128.8%,-,3,$724,"$189,492",61,Fair Trade Pictures,False,False
