TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Jumanji: Welcome to the Jungle,"$10,049,567",-16%,-5.8%,3849,"$2,610","$284,237,881",26,Sony Pictures Entertainment (SPE),False,False
2,2,The Post,"$6,010,556",-19.2%,"+1,129.2%",2819,"$2,132","$23,851,205",24,Twentieth Century Fox,False,False
3,4,The Greatest Showman,"$4,287,911",-16.4%,+14.1%,2938,"$1,459","$95,221,339",26,Twentieth Century Fox,False,False
4,6,Star Wars: Episode VIII - The Last Jedi,"$4,193,370",-16%,-38.4%,3090,"$1,357","$592,129,065",31,-,False,False
5,3,The Commuter,"$4,006,181",-22.7%,-,2892,"$1,385","$13,701,452",3,Lionsgate,False,False
6,7,Paddington 2,"$3,962,217",-14.2%,-,3702,"$1,070","$11,001,961",3,Warner Bros.,False,False
7,5,Insidious: The Last Key,"$3,910,150",-23.3%,-33%,3150,"$1,241","$48,660,855",10,Universal Pictures,False,False
8,8,Proud Mary,"$2,823,739",-28.4%,-,2125,"$1,328","$9,959,053",3,Screen Gems,False,False
9,9,Pitch Perfect 3,"$2,042,615",-18.4%,-19%,2505,$815,"$94,993,625",24,Universal Pictures,False,False
10,10,Darkest Hour,"$1,395,795",-23.4%,-13.7%,1693,$824,"$35,678,292",54,Focus Features,False,False
11,11,Ferdinand,"$1,353,107",-14.3%,-37.2%,2154,$628,"$75,557,247",31,Twentieth Century Fox,False,False
12,13,Coco,"$1,320,451",-4.9%,-21.6%,1362,$969,"$196,875,318",54,-,False,False
13,12,Molly's Game,"$1,230,756",-21.8%,-27.8%,1708,$720,"$20,701,404",21,STX Entertainment,False,False
14,14,"I, Tonya","$1,131,653",-10.5%,+67.4%,517,"$2,188","$10,061,554",38,Neon,False,False
15,15,The Shape of Water,"$975,436",-12.8%,+3.6%,723,"$1,349","$26,557,351",45,Fox Searchlight Pictures,False,False
16,16,"Three Billboards Outside Ebbing, Missouri","$878,970",-12.7%,+324.8%,1022,$860,"$28,726,574",66,Fox Searchlight Pictures,False,False
17,17,Lady Bird,"$625,998",-11.5%,+27.6%,652,$960,"$36,984,745",73,A24,False,False
18,18,Wonder,"$424,457",-15.3%,-33.9%,970,$437,"$128,598,868",59,Lionsgate,False,False
19,19,All the Money in the World,"$395,372",-19%,-58.9%,1408,$280,"$23,050,053",21,TriStar Pictures,False,False
20,20,Phantom Thread,"$376,061",-9.5%,+409.2%,62,"$6,065","$2,229,593",21,Focus Features,False,False
21,22,The Disaster Artist,"$147,650",-19.3%,-26.1%,371,$397,"$20,325,591",45,A24,False,False
22,-,The Treasure of the Sierra Madre,"$144,074",-,-,631,$228,"$144,074",1,Fathom Events,True,False
23,24,Marshall,"$138,862",+1%,"+8,419.1%",378,$367,"$9,895,116",94,Open Road Films (II),False,False
24,23,Thor: Ragnarok,"$121,803",-24.1%,-8%,242,$503,"$313,012,279",73,-,False,False
25,29,Condorito: The Movie,"$103,719",+12.8%,-,153,$677,"$248,456",3,Lionsgate,False,False
26,28,Hostiles,"$93,126",-11.5%,+26%,42,"$2,217","$818,730",24,Entertainment Studios Motion Pictures,False,False
27,25,Downsizing,"$92,275",-28.1%,-84.5%,412,$223,"$24,100,548",24,Paramount Pictures,False,False
28,26,Justice League,"$88,252",-19.3%,-40.1%,226,$390,"$227,461,230",59,Warner Bros.,False,False
29,27,Murder on the Orient Express,"$81,620",-25.2%,-27.9%,272,$300,"$101,985,707",66,Twentieth Century Fox,False,False
30,30,Daddy's Home 2,"$67,560",-21.2%,-41%,201,$336,"$103,251,200",66,Paramount Pictures,False,False
31,31,The Star,"$38,392",-20.3%,-1.9%,160,$239,"$40,587,546",59,Sony Pictures Entertainment (SPE),False,False
32,32,Father Figures,"$26,192",-41.3%,-91.3%,201,$130,"$17,313,822",24,Warner Bros.,False,False
33,33,Blade Runner 2049,"$22,804",-15.1%,-15.8%,125,$182,"$91,917,746",101,Warner Bros.,False,False
34,34,The Florida Project,"$17,573",-20.5%,-7.9%,40,$439,"$5,501,213",101,A24,False,False
35,35,Parchi,"$12,948",-10%,-,39,$332,"$34,437",3,Atlas Distribution Company,False,False
36,36,Only the Brave,"$7,603",-21.3%,-24.2%,54,$140,"$18,295,185",87,Sony Pictures Entertainment (SPE),False,False
37,37,"Roman J. Israel, Esq.","$3,983",-23%,-41.9%,42,$94,"$11,915,451",59,Sony Pictures Entertainment (SPE),False,False
38,41,Big Sonia,"$2,759",+21%,+4.6%,2,"$1,379","$139,686",59,Argot Pictures,False,False
39,39,Wonder Wheel,"$2,163",-18.3%,-67.9%,10,$216,"$1,380,847",45,Amazon Studios,False,False
40,38,Birdboy: The Forgotten Children,"$1,848",-48.8%,-,9,$205,"$20,069",31,GKIDS,False,False
41,40,The Man Who Invented Christmas,"$1,648",-35.5%,-70%,21,$78,"$5,669,852",54,Bleecker Street Media,False,False
42,42,The Breadwinner,"$1,594",-29.5%,-43.5%,6,$265,"$242,270",59,GKIDS,False,False
43,43,Same Kind of Different as Me,"$1,030",-37.7%,-48.7%,11,$93,"$6,416,932",87,Pure Flix Entertainment,False,False
44,44,Thelma,$573,-15%,-39.5%,4,$143,"$139,798",66,The Orchard,False,False
45,45,Let There Be Light,$384,-32.9%,"+1,820%",2,$192,"$7,212,146",80,Atlas Distribution Company,False,False
46,46,On the Beach at Night Alone,$281,+77.8%,+103.6%,3,$93,"$32,478",59,The Cinema Guild,False,False
47,47,BPM (Beats Per Minute),$208,+60%,-19.1%,3,$69,"$96,150",87,The Orchard,False,False
