TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Dr. Seuss' the Grinch,"$970,245",-36.7%,-8.2%,3841,$252,"$226,721,830",34,Universal Pictures,False,False
2,-,Once Upon a Deadpool2018 Re-release,"$910,346",-,-,1566,$581,"$910,346",1,Twentieth Century Fox,True,False
3,2,Ralph Breaks the Internet,"$815,369",-45.7%,-33.1%,3795,$214,"$144,149,554",22,-,False,False
4,3,Creed II,"$731,845",-38.2%,-37.8%,3752,$195,"$98,804,943",22,Metro-Goldwyn-Mayer (MGM),False,False
5,5,Bohemian Rhapsody,"$620,411",-25.7%,-25.8%,2953,$210,"$175,721,758",41,Twentieth Century Fox,False,False
6,4,Fantastic Beasts: The Crimes of Grindelwald,"$593,524",-35.7%,-34.3%,3451,$171,"$147,464,760",27,Warner Bros.,False,False
7,6,Instant Family,"$485,125",-38.1%,-18.5%,3426,$141,"$56,032,594",27,Paramount Pictures,False,False
8,7,Green Book,"$432,810",-34.6%,-9%,1181,$366,"$21,467,351",27,Universal Pictures,False,False
9,-,White Christmas2018 Re-release,"$362,253",-,-,638,$567,"$928,298",4,Fathom Events,False,False
10,8,Widows,"$312,546",-39.2%,-33.7%,2161,$144,"$39,353,228",27,Twentieth Century Fox,False,False
11,9,Robin Hood,"$295,611",-42%,-31.5%,2573,$114,"$28,348,347",22,Lionsgate,False,False
12,11,A Star Is Born,"$280,049",-18%,+42.2%,1631,$171,"$197,921,632",69,Warner Bros.,False,False
13,10,The Possession of Hannah Grace,"$275,396",-33.8%,-35.1%,2298,$119,"$12,483,796",13,Screen Gems,False,False
14,12,The Favourite,"$162,653",-8.8%,+60%,91,"$1,787","$4,034,408",20,Fox Searchlight Pictures,False,False
15,13,The Nutcracker and the Four Realms,"$110,460",-22.4%,-6.9%,1170,$94,"$53,019,718",41,-,False,False
16,15,Schindler's List2018 Re-release,"$66,895",-23.1%,-,1029,$65,"$787,225",6,Universal Pictures,False,False
17,16,Boy Erased,"$51,375",-30.5%,-27.3%,622,$82,"$6,514,132",41,Focus Features,False,False
18,18,At Eternity's Gate,"$47,143",-8%,+96.8%,174,$270,"$1,220,557",27,CBS Films,False,False
