TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Halloween,"$1,507,990",-72.8%,-59.9%,3990,$377,"$139,393,705",14,Universal Pictures,False,False
2,2,A Star Is Born,"$1,425,576",+9.5%,-28.9%,3904,$365,"$154,534,566",28,Warner Bros.,False,False
3,3,Venom,"$779,747",-19.2%,-33.2%,3567,$218,"$190,813,348",28,Sony Pictures Entertainment (SPE),False,False
4,5,Hunter Killer,"$527,053",-20.9%,-,2728,$193,"$9,440,116",7,Lionsgate,False,False
5,6,First Man,"$361,780",-39.2%,-50.3%,2959,$122,"$39,789,870",21,Universal Pictures,False,False
6,7,The Hate U Give,"$346,350",-12.3%,-31.7%,2375,$145,"$20,060,924",28,Twentieth Century Fox,False,False
7,4,Goosebumps 2: Haunted Halloween,"$313,945",-55.3%,-31%,3723,$84,"$40,132,316",21,Sony Pictures Entertainment (SPE),False,False
8,9,Smallfoot,"$266,491",-7.6%,-25.5%,2662,$100,"$73,679,301",35,Warner Bros.,False,False
9,12,Mid90s,"$247,358",+22.5%,"+1,496.8%",1206,$205,"$4,460,967",14,A24,False,False
10,8,The Old Man & the Gun,"$199,142",-34%,-21.5%,1042,$191,"$8,170,687",35,Fox Searchlight Pictures,False,False
11,10,Night School,"$176,940",-32.7%,-41.2%,1991,$88,"$72,395,215",35,Universal Pictures,False,False
12,16,Free Solo,"$155,819",+20.8%,+34.1%,392,$397,"$5,883,951",35,National Geographic Entertainment,False,False
13,14,Indivisible,"$126,294",-20.9%,-,830,$152,"$2,129,873",7,Pure Flix Entertainment,False,False
14,15,Johnny English Strikes Again,"$114,160",-21.3%,-,544,$209,"$2,216,765",7,Universal Pictures,False,False
15,-,Never Heard,"$105,271",-,-,445,$236,"$105,271",1,Fathom Events,True,False
16,13,Bad Times at the El Royale,"$102,522",-40.7%,-71.4%,1798,$57,"$17,178,102",21,Twentieth Century Fox,False,False
17,18,Beautiful Boy,"$76,177",+13.4%,+114.4%,192,$396,"$1,803,242",21,Amazon Studios,False,False
18,17,The House with a Clock in Its Walls,"$58,090",-43.1%,-47%,1042,$55,"$66,822,150",42,Universal Pictures,False,False
19,19,Colette,"$47,026",-12.3%,-47.8%,235,$200,"$4,604,685",42,Bleecker Street Media,False,False
20,21,The Sisters Brothers,"$45,925",-7.1%,-57%,774,$59,"$2,938,247",42,Annapurna Pictures,False,False
21,20,Gosnell: The Trial of America's Biggest Serial Killer,"$40,629",-18.7%,-43.6%,467,$87,"$3,401,908",21,GVN Releasing,False,False
22,23,Crazy Rich Asians,"$30,996",-19.7%,-41.7%,281,$110,"$172,961,760",79,Warner Bros.,False,False
23,25,Can You Ever Forgive Me?,"$28,411",-10.3%,+63%,25,"$1,136","$720,140",14,Fox Searchlight Pictures,False,False
24,28,A Simple Favor,"$16,649",-7.2%,-58%,222,$74,"$53,296,490",49,Lionsgate,False,False
25,24,The Nun,"$15,407",-58.9%,-46.5%,335,$45,"$117,148,130",56,Warner Bros.,False,False
26,26,London Fields,"$15,325",-24.2%,-,613,$25,"$247,652",7,GVN Releasing,False,False
27,31,Tea With the Dames,"$13,901",-2.4%,-13.7%,69,$201,"$628,992",42,IFC Films,False,False
28,27,Suspiria,"$11,399",-42.8%,-,2,"$5,699","$250,857",7,Amazon Studios,False,False
29,32,The Incredibles 2,"$11,326",-6.6%,-9%,160,$70,"$607,940,568",140,-,False,False
30,22,Hell Fest,"$10,819",-74.6%,+22.7%,907,$11,"$11,074,156",35,Lionsgate,False,False
31,29,Silencio,"$10,092",-34.1%,-,348,$29,"$149,640",7,Tulip Pictures,False,False
32,30,Wildlife,"$9,847",-31%,+12.6%,18,$547,"$291,680",14,IFC Films,False,False
33,33,Christopher Robin,"$8,735",-15.6%,+59.8%,148,$59,"$98,871,049",91,-,False,False
34,34,What They Had,"$8,674",-2.4%,+243.3%,25,$346,"$121,691",14,Bleecker Street Media,False,False
35,37,Border,"$8,300",+12.9%,-,7,"$1,185","$108,761",7,Neon,False,False
36,36,The Meg,"$8,089",+1.7%,-23.9%,168,$48,"$143,005,856",84,Warner Bros.,False,False
37,35,Fahrenheit 11/9,"$7,967",<0.1%,+116.3%,289,$27,"$6,352,306",42,-,False,False
38,38,Hotel Transylvania 3: Summer Vacation,"$6,121",-10.4%,-18.7%,175,$34,"$167,344,480",112,Sony Pictures Entertainment (SPE),False,False
39,41,Peppermint,"$4,588",-4.5%,-44.4%,88,$52,"$35,418,723",56,STX Entertainment,False,False
40,43,The Predator,"$4,573",+21.6%,-8.9%,108,$42,"$50,939,556",49,Twentieth Century Fox,False,False
