TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,2,A Simple Favor,"$1,245,247",-6.5%,-,3102,$401,"$22,162,414",7,Lionsgate,False,False
2,1,The Predator,"$1,235,043",-15.7%,-,4037,$305,"$31,735,122",7,Twentieth Century Fox,False,False
3,3,The Nun,"$1,058,835",-13.5%,-52%,3876,$273,"$90,645,307",14,Warner Bros.,False,False
4,4,Crazy Rich Asians,"$691,412",-19.9%,-34.7%,3385,$204,"$152,924,483",37,Warner Bros.,False,False
5,5,White Boy Rick,"$665,483",-22%,-,2504,$265,"$12,410,368",7,Studio 8,False,False
6,7,Peppermint,"$452,687",-12.7%,-46.7%,2980,$151,"$26,612,559",14,STX Entertainment,False,False
7,-,Moses,"$291,324",-,-25.7%,673,$432,"$1,807,117",8,Fathom Events,False,False
8,8,Searching,"$238,903",-22.5%,-41.9%,2009,$118,"$20,940,344",28,Screen Gems,False,False
9,11,Unbroken: Path to Redemption,"$220,173",+8.7%,-,1620,$135,"$3,255,522",7,Pure Flix Entertainment,False,False
10,10,Mission: Impossible - Fallout,"$173,527",-21%,-37.9%,1761,$98,"$216,974,667",56,Paramount Pictures,False,False
11,9,The Meg,"$165,471",-35.6%,-41.3%,2851,$58,"$138,172,919",42,Warner Bros.,False,False
12,12,Christopher Robin,"$113,606",-43.9%,-38.1%,1902,$59,"$95,835,797",49,-,False,False
13,13,BlacKkKlansman,"$101,035",-35.9%,-55.5%,942,$107,"$46,480,350",42,Focus Features,False,False
14,14,Operation Finale,"$98,368",-28.3%,-52.7%,1472,$66,"$16,824,274",23,Metro-Goldwyn-Mayer (MGM),False,False
15,15,Alpha,"$75,931",-27.4%,-50.3%,1534,$49,"$34,822,570",35,Studio 8,False,False
16,-,Digimon Adventure tri. Part 6: Future,"$54,324",-,-,463,$117,"$54,324",1,Fathom Events,True,False
17,20,God Bless the Broken Road,"$44,139",-6.5%,-55.9%,1201,$36,"$2,624,822",14,Freestyle Releasing,False,False
18,18,Mamma Mia! Here We Go Again,"$42,360",-19%,-30.2%,455,$93,"$119,926,835",63,Universal Pictures,False,False
19,16,The Incredibles 2,"$36,035",-45.4%,-49.4%,710,$50,"$605,824,358",98,-,False,False
20,17,Hotel Transylvania 3: Summer Vacation,"$31,335",-52.4%,-29.7%,673,$46,"$165,476,985",70,Sony Pictures Entertainment (SPE),False,False
21,21,"Juliet, Naked","$28,940",-13.2%,-53.6%,265,$109,"$3,128,287",35,Roadside Attractions,False,False
22,22,Ant-Man and the Wasp,"$26,049",-21.6%,-27.6%,356,$73,"$215,538,206",77,-,False,False
23,23,Mile 22,"$19,248",-20.6%,-79.7%,413,$46,"$35,965,312",35,STX Entertainment,False,False
24,25,Jurassic World: Fallen Kingdom,"$17,030",-16.7%,-29.4%,320,$53,"$416,376,615",91,Universal Pictures,False,False
25,26,The Equalizer 2,"$14,941",-20.1%,-63.4%,268,$55,"$102,084,362",63,Sony Pictures Entertainment (SPE),False,False
26,24,Ya veremos,"$13,002",-42%,-55.5%,254,$51,"$3,889,158",21,Pantelion Films,False,False
27,35,The Children Act,"$10,417",+25.9%,-,23,$452,"$114,639",7,A24,False,False
28,30,Three Identical Strangers,"$9,975",-9%,-44.9%,95,$105,"$12,135,928",84,Neon,False,False
29,28,Slender Man,"$9,934",-24.6%,-74%,402,$24,"$30,288,819",42,Screen Gems,False,False
30,29,Eighth Grade,"$9,006",-20%,-47.3%,101,$89,"$13,457,266",70,A24,False,False
31,33,The Spy Who Dumped Me,"$8,749",-1.1%,+1%,157,$55,"$33,490,820",49,Lionsgate,False,False
32,37,Pope Francis: A Man of His Word,"$8,420",+8.1%,-,327,$25,"$1,986,385",126,Focus Features,False,False
33,27,The Happytime Murders,"$8,236",-46.1%,-87.5%,310,$26,"$20,649,788",28,STX Entertainment,False,False
34,31,Pick of the Litter,"$7,733",-23%,+140.2%,33,$234,"$201,877",21,IFC Films,False,False
35,32,Teen Titans GO! To the Movies,"$6,453",-29.1%,-25.9%,241,$26,"$29,344,517",56,Warner Bros.,False,False
36,34,Sorry to Bother You,"$6,392",-25.4%,-41.8%,47,$136,"$17,384,522",77,Annapurna Pictures,False,False
37,39,Skyscraper,"$6,135",-4.9%,-23.6%,118,$51,"$67,711,580",70,Universal Pictures,False,False
38,40,Leave No Trace,"$5,542",-13.1%,-30.5%,76,$72,"$6,006,337",84,Bleecker Street Media,False,False
39,38,Blaze,"$4,811",-28.3%,+0.3%,36,$133,"$365,114",35,IFC Films,False,False
40,56,Perfect Blue2017 Re-release,"$4,767",+481.3%,+102%,3,"$1,589","$429,220",14,GKIDS,False,False
41,45,The Dawn Wall,"$4,060",+40.6%,-,2,"$2,030","$33,693",7,The Orchard,False,False
42,41,Lizzie,"$3,960",-37.8%,-,4,$990,"$68,729",7,Roadside Attractions,False,False
43,36,A-X-L,"$3,625",-55.7%,-74.3%,110,$32,"$6,400,015",28,-,False,False
44,43,Ocean's 8,"$3,614",-12.3%,-31.5%,89,$40,"$139,377,762",105,Warner Bros.,False,False
45,42,We the Animals,"$3,603",-15.5%,-46.3%,48,$75,"$354,527",35,The Orchard,False,False
46,44,Kin,"$3,372",-7.5%,-92.1%,116,$29,"$5,684,168",21,Lionsgate,False,False
47,47,The Riot Act,"$3,215",+52.5%,-,9,$357,"$39,238",7,Hannover House,False,False
48,46,1991,"$2,367",+5.7%,-3.5%,42,$56,"$2,306,821",56,Entertainment One,False,False
49,48,McQueen,"$1,955",-4.6%,-46.6%,12,$162,"$1,243,177",63,Bleecker Street Media,False,False
50,49,The Darkest Minds,"$1,873",+0.9%,-23.6%,57,$32,"$12,667,793",49,Twentieth Century Fox,False,False
51,52,"Hale County This Morning, This Evening","$1,691",+14.3%,-,2,$845,"$13,923",7,The Cinema Guild,False,False
52,50,Little Italy,"$1,687",<0.1%,-73.3%,42,$40,"$975,832",28,Entertainment One,False,False
53,51,Sicario: Day of the Soldado,"$1,566",+2.9%,-22.1%,26,$60,"$50,072,235",84,Sony Pictures Entertainment (SPE),False,False
54,54,Solo: A Star Wars Story,"$1,308",+46%,-45.1%,40,$32,"$213,767,512",119,-,False,False
55,60,"The Night Is Short, Walk on Girl",$944,+101.7%,+182.6%,3,$314,"$399,705",31,GKIDS,False,False
56,55,Dog Days,$924,+10%,-67.3%,51,$18,"$6,799,813",44,LD Entertainment,False,False
57,53,When You Read This Letter,$792,-42.9%,-20.2%,1,$792,"$11,580",9,Rialto Pictures,False,False
58,57,Death of a Nation,$784,+11%,-64.9%,10,$78,"$5,874,982",49,-,False,False
59,58,Beautifully Broken,$575,-4.5%,-74.2%,8,$71,"$1,185,013",28,ArtAffects Entertainment,False,False
60,59,The Fall of the American Empire,$495,-5.5%,-32.7%,6,$82,"$2,049,320",84,Entertainment One,False,False
61,62,Armed,$380,+6.1%,-,10,$38,"$3,948",7,GVN Releasing,False,False
62,63,Deadpool 2,$379,+6.2%,-60.2%,21,$18,"$318,482,400",126,Twentieth Century Fox,False,False
63,68,A Wizard's Tale,$198,+150.6%,-,10,$19,"$2,150",7,Blue Fox Entertainment,False,False
64,65,Forever,$170,-,-,1,$170,"$29,744",4027,Icarus Films,False,False
65,61,Far From the Tree,$158,-56.4%,-82%,4,$39,"$156,785",63,IFC Films,False,False
66,69,En el séptimo día,$145,+119.7%,-,1,$145,"$75,832",105,The Cinema Guild,False,False
67,64,Whitney,$81,-63.3%,+24.6%,3,$27,"$3,026,351",77,Roadside Attractions,False,False
68,70,Running for Grace,$60,+122.2%,+17.6%,2,$30,"$89,988",63,Blue Fox Entertainment,False,False
