TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Race to Witch Mountain,"$10,898,590",+61.8%,-,3187,"$3,419","$17,632,694",2,Walt Disney Studios Motion Pictures,False,False
2,3,Watchmen,"$7,543,933",+42.2%,-59%,3611,"$2,089","$80,782,969",9,Warner Bros.,False,False
3,2,The Last House on the Left,"$5,318,215",-5.5%,-,2401,"$2,215","$10,948,560",2,Universal Pictures,False,False
4,4,Taken,"$2,999,605",+46.2%,-12%,2858,"$1,049","$125,234,271",44,Twentieth Century Fox,False,False
5,5,Madea Goes to Jail,"$2,413,739",+61.9%,-41.2%,2203,"$1,095","$81,983,570",23,Lionsgate,False,False
6,6,Slumdog Millionaire,"$2,335,941",+69.9%,-26.6%,2578,$906,"$131,311,067",123,Fox Searchlight Pictures,False,False
7,9,Paul Blart: Mall Cop,"$1,465,513",+70.5%,-26.3%,2281,$642,"$136,991,957",58,Sony Pictures Releasing,False,False
8,7,He's Just Not That Into You,"$1,287,789",+38.7%,-27.1%,1890,$681,"$88,314,972",37,Warner Bros.,False,False
9,10,Coraline,"$1,204,759",+85.8%,-19.7%,1768,$681,"$68,375,643",37,Focus Features,False,False
10,8,Miss March,"$904,147",+2.6%,-,1742,$519,"$1,785,101",2,Fox Searchlight Pictures,False,False
11,12,Confessions of a Shopaholic,"$846,282",+36%,-38.5%,1591,$531,"$40,821,980",30,Walt Disney Studios Motion Pictures,False,False
12,13,Gran Torino,"$737,037",+88.2%,-25.7%,1102,$668,"$143,452,685",93,Warner Bros.,False,False
13,11,Fired Up!,"$698,903",+8.9%,-37%,1518,$460,"$15,125,515",23,Screen Gems,False,False
14,14,The Reader,"$610,731",+74%,-31.3%,1002,$609,"$31,539,225",95,The Weinstein Company,False,False
15,16,Jonas Brothers: The 3D Concert Experience,"$425,822",+85.6%,-66.1%,968,$439,"$17,956,576",16,Walt Disney Studios Motion Pictures,False,False
16,17,The International,"$329,009",+66.5%,-45.9%,549,$599,"$24,785,218",30,Sony Pictures Releasing,False,False
17,22,Hotel for Dogs,"$274,445",+132.3%,-47.5%,804,$341,"$69,855,031",58,DreamWorks,False,False
