TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,-,I Can Do Bad All by Myself,"$8,600,660",-,-,2255,"$3,814","$8,600,660",1,Lionsgate,True,False
2,1,9,"$3,295,258",+152.6%,-,1661,"$1,983","$7,715,738",3,Focus Features,False,False
3,-,Sorority Row,"$1,968,297",-,-,2665,$738,"$1,968,297",1,Summit Entertainment,True,False
4,2,Inglourious Basterds,"$1,879,505",+146.4%,-37.9%,3215,$584,"$99,642,357",22,The Weinstein Company,False,False
5,4,All About Steve,"$1,845,932",+218.2%,-47.9%,2265,$814,"$17,858,317",8,Twentieth Century Fox,False,False
6,-,Whiteout,"$1,770,434",-,-,2745,$644,"$1,770,434",1,Warner Bros.,True,False
7,3,The Final Destination,"$1,678,273",+153%,-53.6%,2732,$614,"$54,436,131",15,Warner Bros.,False,False
8,6,District 9,"$1,051,726",+129.6%,-40.7%,2560,$410,"$105,969,190",29,TriStar Pictures,False,False
9,5,Gamer,"$1,029,012",+117.9%,-68.8%,2502,$411,"$13,997,610",8,Lionsgate,False,False
10,7,Julie & Julia,"$927,744",+103.4%,-30.5%,2342,$396,"$82,987,826",36,Sony Pictures Releasing,False,False
11,9,The Time Traveler's Wife,"$727,397",+149%,-39.3%,2228,$326,"$57,456,125",29,Warner Bros.,False,False
12,10,Extract,"$722,707",+168.5%,-45.8%,1614,$447,"$7,161,116",8,Miramax,False,False
13,8,Halloween II,"$684,047",+120.6%,-60%,2350,$291,"$28,663,940",15,-,False,False
14,11,G.I. Joe: The Rise of Cobra,"$664,821",+203.6%,-46.9%,2120,$313,"$142,409,467",36,Paramount Pictures,False,False
15,12,500 Days of Summer,"$379,764",+207.7%,-25.3%,790,$480,"$29,206,965",57,Fox Searchlight Pictures,False,False
16,15,The Hangover,"$225,500",+217.2%,-25.2%,564,$399,"$272,652,555",99,Warner Bros.,False,False
17,14,Harry Potter and the Half-Blood Prince,"$219,124",+127.1%,-45.6%,744,$294,"$298,155,342",59,Warner Bros.,False,False
18,18,Shorts,"$218,092",+327.5%,-63.2%,1701,$128,"$18,723,447",22,Warner Bros.,False,False
19,28,The September Issue,"$211,261","+1,241.5%",+357.2%,111,"$1,903","$783,399",15,Roadside Attractions,False,False
20,17,G-Force,"$179,861",+195.2%,-56.3%,965,$186,"$115,879,912",50,Walt Disney Studios Motion Pictures,False,False
21,16,The Ugly Truth,"$124,049",+88%,-48.1%,385,$322,"$87,895,385",50,Sony Pictures Releasing,False,False
22,19,Ponyo,"$114,723",+133.4%,-59.3%,589,$194,"$13,820,343",29,Walt Disney Studios Motion Pictures,False,False
23,13,Taking Woodstock,"$107,480",+3.2%,-73%,425,$252,"$6,893,460",17,Focus Features,False,False
24,20,Transformers: Revenge of the Fallen,"$99,660",+175.8%,-47.9%,406,$245,"$400,856,895",80,DreamWorks,False,False
25,22,My One and Only,"$97,141",+283.1%,+5.6%,116,$837,"$878,688",22,Freestyle Releasing,False,False
