TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Princess and the Frog,"$1,381,295",+7.4%,"+1,026.9%",3434,$402,"$32,531,772",23,Walt Disney Studios Motion Pictures,False,False
2,2,The Blind Side,"$1,313,393",+8.3%,-10.6%,3388,$387,"$154,704,245",28,Warner Bros.,False,False
3,4,A Christmas Carol,"$844,840",+11.8%,+27.6%,2402,$351,"$127,369,890",42,Walt Disney Studios Motion Pictures,False,False
4,3,Invictus,"$733,118",-4.7%,-,2125,$344,"$11,674,785",7,Warner Bros.,False,False
5,5,The Twilight Saga: New Moon,"$721,275",+1.8%,-26.8%,3635,$198,"$270,190,721",28,Summit Entertainment,False,False
6,6,Brothers,"$480,321",-3.7%,-25.9%,2088,$230,"$19,460,741",14,Lionsgate,False,False
7,7,2012,"$386,292",+3%,-19.5%,2838,$136,"$156,824,108",35,Sony Pictures Releasing,False,False
8,8,Old Dogs,"$347,124",+12.5%,-14.1%,3090,$112,"$41,284,896",23,Walt Disney Studios Motion Pictures,False,False
9,9,Armored,"$285,829",-3.2%,-26.3%,1919,$148,"$12,970,023",14,Screen Gems,False,False
10,10,Ninja Assassin,"$283,431",-3.7%,-31.6%,2100,$134,"$35,487,088",23,Warner Bros.,False,False
11,11,Up in the Air,"$261,935",-7.7%,+162.5%,72,"$3,637","$5,005,919",14,Paramount Pictures,False,False
12,12,Everybody's Fine,"$226,575",-0.9%,-25.2%,2141,$105,"$8,253,987",14,Miramax,False,False
13,13,Precious,"$158,490",+0.6%,-16.7%,664,$238,"$38,880,671",42,Lionsgate,False,False
14,15,Planet 51,"$155,149",+17.7%,-22.1%,2570,$60,"$37,686,633",28,Sony Pictures Releasing,False,False
15,14,Fantastic Mr. Fox,"$139,753",+5.4%,-27.2%,1268,$110,"$16,786,975",35,Twentieth Century Fox,False,False
16,16,The Boondock Saints II: All Saints Day,"$114,053",-4.2%,-2.4%,524,$217,"$8,958,235",49,Apparition,False,False
17,17,The Road,"$60,187",-5.6%,-21%,135,$445,"$4,266,675",23,-,False,False
18,19,The Men Who Stare at Goats,"$27,775",+3.6%,-35.5%,324,$85,"$31,761,518",42,Overture Films,False,False
19,18,A Single Man,"$26,053",-5.1%,-,9,"$2,894","$332,350",7,The Weinstein Company,False,False
