TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Marley & Me,"$1,507,382",-4.1%,-79.4%,3505,$430,"$109,743,046",13,Twentieth Century Fox,False,False
2,2,The Curious Case of Benjamin Button,"$1,494,030",+3.7%,-67.9%,2988,$500,"$82,232,354",13,Paramount Pictures,False,False
3,3,Valkyrie,"$1,124,884",+3.4%,-70.6%,2778,$404,"$62,956,543",13,United Artists,False,False
4,4,Yes Man,"$983,454",-7.8%,-73%,3434,$286,"$81,557,039",19,Warner Bros.,False,False
5,6,Seven Pounds,"$761,507",+5%,-68.7%,2758,$276,"$61,634,065",19,Sony Pictures Releasing,False,False
6,5,Bedtime Stories,"$748,226",-28%,-88.6%,3684,$203,"$87,327,163",13,Walt Disney Studios Motion Pictures,False,False
7,8,Doubt,"$465,579",+13.1%,-56%,1287,$361,"$19,582,809",26,Miramax,False,False
8,10,Slumdog Millionaire,"$436,096",+14.1%,-53.3%,612,$712,"$29,494,758",56,Fox Searchlight Pictures,False,False
9,7,Twilight,"$411,695",-4.8%,-68.3%,1888,$218,"$177,766,840",47,Summit Entertainment,False,False
10,11,The Day the Earth Stood Still,"$352,281",-5.4%,-73.4%,2337,$150,"$75,148,785",26,Twentieth Century Fox,False,False
11,13,The Spirit,"$310,096",-0.9%,-69.7%,2508,$123,"$18,366,609",13,Lionsgate,False,False
12,12,Gran Torino,"$302,616",-3.9%,-44.2%,84,"$3,602","$10,437,939",26,Warner Bros.,False,False
13,9,The Tale of Despereaux,"$262,735",-32%,-89.1%,3091,$85,"$44,310,885",19,Universal Pictures,False,False
14,15,Milk,"$182,892",+12.5%,-51.4%,309,$591,"$17,503,515",42,Focus Features,False,False
15,16,Four Christmases,"$167,263",+2.9%,-79.9%,2307,$72,"$118,519,586",42,Warner Bros.,False,False
16,17,The Reader,"$157,210",+12.5%,+11%,398,$395,"$3,850,487",28,The Weinstein Company,False,False
17,19,Australia,"$120,436",+21.6%,-54.3%,765,$157,"$46,906,218",42,Twentieth Century Fox,False,False
18,18,Frost/Nixon,"$113,628",+5.6%,-55.5%,205,$554,"$6,512,429",33,Universal Pictures,False,False
19,14,Bolt,"$109,818",-44.8%,-90.1%,1729,$63,"$110,226,038",47,Walt Disney Studios Motion Pictures,False,False
20,20,Revolutionary Road,"$91,981",+11.9%,+103.5%,38,"$2,420","$1,549,955",12,Paramount Vantage,False,False
21,21,Quantum of Solace,"$88,941",+9.4%,-72.3%,891,$99,"$166,990,677",54,Sony Pictures Releasing,False,False
22,23,The Wrestler,"$55,980",+11.5%,-43%,18,"$3,110","$1,868,238",21,Fox Searchlight Pictures,False,False
23,22,Madagascar: Escape 2 Africa,"$33,900",-47.5%,-88.7%,707,$47,"$177,115,285",61,DreamWorks,False,False
24,24,Role Models,"$26,985",+5.2%,-44.2%,270,$99,"$66,756,375",61,Universal Pictures,False,False
25,25,Cadillac Records,"$16,539",+9.2%,-65.2%,180,$91,"$8,165,897",33,Sony Pictures Releasing,False,False
26,26,Nothing Like the Holidays,"$13,608",+13.9%,-69.5%,308,$44,"$7,431,335",26,Overture Films,False,False
27,27,The Boy in the Striped Pajamas,"$11,865",+12.5%,-48.5%,93,$127,"$8,876,545",61,Miramax,False,False
28,28,Eagle Eye,"$10,711",+2%,-66.8%,195,$54,"$101,422,912",103,DreamWorks,False,False
29,29,Defiance,"$10,243",+2.4%,-,2,"$5,121","$220,859",7,Paramount Vantage,False,False
30,32,Last Chance Harvey,"$9,789",+18.6%,-52.5%,6,"$1,631","$368,990",13,Overture Films,False,False
31,33,Body of Lies,"$8,979",+10.5%,-48.4%,182,$49,"$39,332,490",89,Warner Bros.,False,False
32,34,Changeling,"$8,750",+16.7%,-47.1%,125,$70,"$35,723,572",75,Universal Pictures,False,False
33,31,Happy-Go-Lucky,"$8,567",-1.7%,-18.9%,59,$145,"$3,327,711",89,Miramax,False,False
34,30,Zack and Miri Make a Porno,"$8,471",-4.5%,+53%,102,$83,"$31,318,147",68,The Weinstein Company,False,False
35,41,Igor,"$7,073",+388.1%,+796.5%,34,$208,"$19,495,266",110,Metro-Goldwyn-Mayer (MGM),False,False
36,35,The Secret Life of Bees,"$6,622",-0.5%,-51.7%,84,$78,"$37,538,587",82,Fox Searchlight Pictures,False,False
37,37,Vicky Cristina Barcelona,"$4,440",+18.7%,-38.7%,25,$177,"$22,838,874",145,-,False,False
38,36,The Dark Knight,"$4,291",-4.8%,-57.8%,75,$57,"$531,010,375",173,Warner Bros.,False,False
39,39,Nights in Rodanthe,"$4,215",+20%,-61.4%,85,$49,"$41,810,109",103,Warner Bros.,False,False
40,38,Deep Sea,"$3,186",-12.8%,-84%,8,$398,"$37,320,700",1041,Warner Bros.,False,False
41,42,Appaloosa,"$1,368",+43.5%,-12%,15,$91,"$20,082,895",110,Warner Bros.,False,False
42,40,The Haunting of Molly Hartley,"$1,195",-18.8%,-62.5%,27,$44,"$13,508,892",68,Freestyle Releasing,False,False
43,43,The Polar Express2008 IMAX Release,$698,-8.5%,-97.7%,18,$38,"$1,703,966",47,Warner Bros.,False,False
44,44,Soul Men,$221,+27.7%,-93.3%,9,$24,"$12,024,992",61,-,False,False
45,45,Lola Montès,$150,+87.5%,-47.4%,1,$150,"$90,584",89,Rialto Pictures,False,False
46,46,Were the World Mine,$24,-66.7%,-82.9%,1,$24,"$88,884",68,-,False,False
