TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Blind Side,"$4,726,463",-44.7%,-41.3%,3326,"$1,421","$128,867,559",17,Warner Bros.,False,False
2,2,The Twilight Saga: New Moon,"$3,832,866",-40.9%,-55.6%,4124,$929,"$255,363,052",17,Summit Entertainment,False,False
3,4,A Christmas Carol,"$2,320,879",-33.9%,-25.7%,2546,$911,"$115,249,331",31,Walt Disney Studios Motion Pictures,False,False
4,3,Brothers,"$2,280,637",-37.9%,-,2088,"$1,092","$9,527,848",3,Lionsgate,False,False
5,6,2012,"$1,786,435",-39.8%,-51.6%,3220,$554,"$148,958,486",24,Sony Pictures Releasing,False,False
6,5,Old Dogs,"$1,765,458",-42.1%,-46.8%,3425,$515,"$33,924,385",12,Walt Disney Studios Motion Pictures,False,False
7,7,Armored,"$1,505,754",-42.3%,-,1915,$786,"$6,511,128",3,Screen Gems,False,False
8,9,Ninja Assassin,"$1,399,845",-30.5%,-50.1%,2503,$559,"$29,821,996",12,Warner Bros.,False,False
9,8,Planet 51,"$1,302,097",-36.4%,-39.9%,2904,$448,"$34,052,876",17,Sony Pictures Releasing,False,False
10,10,Everybody's Fine,"$951,438",-39.7%,-,2133,$446,"$3,852,068",3,Miramax,False,False
11,11,Fantastic Mr. Fox,"$847,714",-33.5%,-40.7%,2034,$416,"$14,084,495",24,Twentieth Century Fox,False,False
12,12,Precious,"$593,785",-39%,-58%,664,$894,"$36,252,012",31,Lionsgate,False,False
13,13,Up in the Air,"$377,764",-20.4%,-,15,"$25,184","$1,181,450",3,Paramount Pictures,False,False
14,14,The Boondock Saints II: All Saints Day,"$267,179",-23.2%,-17.8%,432,$618,"$7,218,197",38,Apparition,False,False
15,16,The Princess and the Frog,"$235,690",-15.6%,+2.3%,2,"$117,845","$2,410,810",12,Walt Disney Studios Motion Pictures,False,False
16,15,The Road,"$215,692",-29.5%,-39.9%,128,"$1,685","$3,194,349",12,-,False,False
17,17,The Men Who Stare at Goats,"$100,275",-42.9%,-62.7%,509,$197,"$31,289,229",31,Overture Films,False,False
18,18,Pirate Radio,"$85,487",-43.5%,-52.3%,285,$299,"$7,383,803",24,Focus Features,False,False
19,22,Transylmania,"$68,570",-30.7%,-,1007,$68,"$263,941",3,Full Circle Releasing,False,False
20,19,Couples Retreat,"$66,745",-52.4%,-58.1%,432,$154,"$107,233,200",59,Universal Pictures,False,False
21,20,Law Abiding Citizen,"$62,651",-41.3%,-59%,316,$198,"$71,991,438",52,Overture Films,False,False
22,21,A Serious Man,"$58,404",-43.5%,-37.5%,160,$365,"$8,488,738",66,Focus Features,False,False
23,23,Father,"$56,902",-34.3%,-,67,$849,"$199,228",3,-,False,False
24,24,The Fourth Kind,"$46,090",-43.4%,-60.2%,243,$189,"$24,941,980",31,Universal Pictures,False,False
25,25,Zombieland,"$41,106",-36.2%,-25.9%,257,$159,"$75,408,241",66,Sony Pictures Releasing,False,False
26,27,Where the Wild Things Are,"$39,652",-24.4%,-54.4%,235,$168,"$75,575,341",52,Warner Bros.,False,False
27,26,Paranormal Activity,"$27,414",-50%,-66.6%,308,$89,"$107,377,206",73,Paramount Pictures,False,False
28,28,Cloudy with a Chance of Meatballs,"$19,783",-38.2%,-40.7%,119,$166,"$122,650,135",80,Sony Pictures Releasing,False,False
29,30,Astro Boy,"$18,660",-30.3%,-56.6%,158,$118,"$19,014,667",45,Summit Entertainment,False,False
30,29,Inglourious Basterds,"$16,687",-38.5%,+45%,194,$86,"$120,464,449",108,The Weinstein Company,False,False
31,33,Whiteout,"$12,661",-29.6%,-,148,$85,"$10,235,867",87,Warner Bros.,False,False
32,35,Me and Orson Welles,"$12,359",-24.8%,-26.9%,5,"$2,471","$149,051",12,Freestyle Releasing,False,False
33,31,The Polar Express2009 IMAX Release,"$12,328",-40.1%,+68%,16,$770,"$144,505",31,Warner Bros.,False,False
34,32,Amelia,"$12,045",-34.7%,-56.5%,127,$94,"$14,070,460",45,Fox Searchlight Pictures,False,False
35,34,Under the Sea 3D,"$10,055",-41%,-27.3%,30,$335,"$18,979,679",297,Warner Bros.,False,False
36,38,The Maid,"$9,650",-26.4%,+20.7%,18,$536,"$411,693",52,Elephant Eye Films,False,False
37,36,The Invention of Lying,"$8,446",-47.9%,-38.6%,103,$82,"$18,401,364",66,Warner Bros.,False,False
38,39,Kurbaan,"$7,778",-30%,-76.3%,24,$324,"$736,413",17,UTV Motion Pictures,False,False
39,42,Shorts,"$6,824",-24.6%,-37.5%,68,$100,"$20,900,194",108,Warner Bros.,False,False
40,41,Capitalism: A Love Story,"$6,677",-27.3%,<0.1%,108,$61,"$14,342,792",75,Overture Films,False,False
41,40,The Box,"$5,308",-43.1%,-69.3%,75,$70,"$14,789,615",31,Warner Bros.,False,False
42,43,Harry Potter and the Half-Blood Prince,"$5,269",-33.3%,-32.9%,36,$146,"$301,948,049",145,Warner Bros.,False,False
43,37,The Hangover,"$4,916",-64.5%,-38.4%,74,$66,"$277,283,642",185,Warner Bros.,False,False
44,44,Good Hair,"$4,416",-24.3%,-30.8%,17,$259,"$4,128,154",59,Roadside Attractions,False,False
45,45,Bright Star,"$3,717",-32.4%,-25.9%,17,$218,"$4,440,055",82,Apparition,False,False
46,47,"New York, I Love You","$3,313",-37%,-61.6%,14,$236,"$1,546,139",52,Vivendi Entertainment,False,False
47,46,The Informant!,"$2,459",-54.5%,-64.7%,40,$61,"$33,303,503",80,Warner Bros.,False,False
48,48,Fame,"$2,336",-54%,-75.6%,62,$37,"$22,452,209",73,Metro-Goldwyn-Mayer (MGM),False,False
49,49,Mystery Team,"$2,127",-50.5%,-,1,"$2,127","$39,900",101,Roadside Attractions,False,False
50,51,Oh My God,"$1,649",+4.1%,-39.2%,3,$549,"$30,902",24,Mitropoulos Films,False,False
51,52,That Evening Sun,$788,+18%,-69.9%,4,$197,"$45,387",31,Freestyle Releasing,False,False
52,50,The September Issue,$713,-72%,-84.7%,9,$79,"$3,801,063",101,Roadside Attractions,False,False
53,53,The Cove,$120,+39.5%,-63.1%,1,$120,"$848,540",129,Roadside Attractions,False,False
