TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Twilight Saga: New Moon,"$2,394,975",+0.3%,-78.9%,4042,$592,"$235,729,643",12,Summit Entertainment,False,False
2,2,The Blind Side,"$2,317,386",+12.3%,-53.1%,3140,$738,"$104,619,548",12,Warner Bros.,False,False
3,3,2012,"$1,034,423",+7.3%,-63.1%,3444,$300,"$140,449,736",19,Sony Pictures Releasing,False,False
4,4,Ninja Assassin,"$997,183",+6.4%,-,2503,$398,"$23,127,980",7,Warner Bros.,False,False
5,5,Old Dogs,"$814,451",+12%,-,3425,$237,"$25,770,487",7,Walt Disney Studios Motion Pictures,False,False
6,6,A Christmas Carol,"$652,067",+4.2%,-63.8%,3013,$216,"$106,205,897",26,Walt Disney Studios Motion Pictures,False,False
7,7,Precious,"$420,361",+0.9%,-53%,663,$634,"$33,270,307",26,Lionsgate,False,False
8,8,Planet 51,"$301,160",-7.6%,-77.2%,3035,$99,"$29,114,395",12,Sony Pictures Releasing,False,False
9,9,Fantastic Mr. Fox,"$299,326",-3.7%,"+1,167.8%",2033,$147,"$10,634,175",19,Twentieth Century Fox,False,False
10,10,The Boondock Saints II: All Saints Day,"$146,780",+4.1%,+21.4%,373,$393,"$6,010,477",33,Apparition,False,False
11,12,The Road,"$122,883",+0.7%,-,111,"$1,107","$2,222,398",7,-,False,False
12,11,The Princess and the Frog,"$97,250",-25.6%,-,2,"$48,625","$1,444,860",7,Walt Disney Studios Motion Pictures,False,False
13,13,The Men Who Stare at Goats,"$92,412",+4.1%,-75.7%,1119,$82,"$30,703,139",26,Overture Films,False,False
14,16,Law Abiding Citizen,"$65,092",+26.7%,-71.2%,584,$111,"$71,621,982",47,Overture Films,False,False
15,17,Pirate Radio,"$60,330",+19.9%,-66.6%,478,$126,"$6,941,491",19,Focus Features,False,False
16,14,This Is It,"$57,193",+2.8%,-77.1%,576,$99,"$71,957,242",35,Sony Pictures Releasing,False,False
17,15,Couples Retreat,"$56,030",+8.3%,-75.8%,862,$65,"$106,807,955",54,Universal Pictures,False,False
18,18,The Fourth Kind,"$38,640",+7.7%,-82.6%,552,$70,"$24,680,455",26,Universal Pictures,False,False
19,19,Paranormal Activity,"$36,843",+10.7%,-79.9%,725,$50,"$107,183,342",68,Paramount Pictures,False,False
20,20,A Serious Man,"$27,742",+17.3%,-44.2%,173,$160,"$8,214,861",61,Focus Features,False,False
21,21,Where the Wild Things Are,"$22,095",+10.5%,-77.5%,404,$54,"$75,411,293",47,Warner Bros.,False,False
22,23,Amelia,"$10,397",+11%,-68.6%,175,$59,"$14,005,975",40,Fox Searchlight Pictures,False,False
23,22,Astro Boy,"$10,099",-2.5%,-78.5%,287,$35,"$18,943,025",40,Summit Entertainment,False,False
24,25,Kurbaan,"$9,664",+64.6%,-70.1%,70,$138,"$695,861",12,UTV Motion Pictures,False,False
25,24,Under the Sea 3D,"$8,026",-9%,-58.9%,30,$267,"$18,914,953",292,Warner Bros.,False,False
26,28,The Invention of Lying,"$6,301",+11.7%,-57.2%,136,$46,"$18,351,537",61,Warner Bros.,False,False
27,27,Me and Orson Welles,"$6,093",+6.8%,-,4,"$1,523","$97,221",7,Freestyle Releasing,False,False
28,26,The Box,"$5,850",+2.5%,-90.5%,144,$40,"$14,756,678",26,Warner Bros.,False,False
29,29,Inglourious Basterds,"$5,723",+20.4%,-55.5%,102,$56,"$120,391,527",103,The Weinstein Company,False,False
30,30,The Hangover,"$3,670",+12.2%,-53.8%,85,$43,"$277,247,684",180,Warner Bros.,False,False
31,31,The Informant!,"$3,435",+9.6%,-58.5%,62,$55,"$33,285,300",75,Warner Bros.,False,False
32,32,Fame,"$3,135",+7.2%,+625.7%,146,$21,"$22,436,015",68,Metro-Goldwyn-Mayer (MGM),False,False
33,33,"New York, I Love You","$3,045",+17.4%,-57.3%,24,$126,"$1,528,706",47,Vivendi Entertainment,False,False
34,35,Good Hair,"$2,657",+7.4%,-41.4%,13,$204,"$4,110,222",54,Roadside Attractions,False,False
35,34,Harry Potter and the Half-Blood Prince,"$2,630",+5%,-41%,44,$59,"$301,925,544",140,Warner Bros.,False,False
36,41,The Polar Express2009 IMAX Release,"$2,325",+69.5%,+10.8%,14,$166,"$87,081",26,Warner Bros.,False,False
37,36,Capitalism: A Love Story,"$2,079",-13.9%,-68.9%,38,$54,"$14,317,353",70,Overture Films,False,False
38,42,The September Issue,"$2,026",+50.3%,-23.9%,13,$155,"$3,792,220",96,Roadside Attractions,False,False
39,37,The Maid,"$2,018",-3.3%,-52.7%,14,$144,"$375,924",47,Elephant Eye Films,False,False
40,39,All About Steve,"$1,815",+16.3%,-68%,59,$30,"$33,850,513",89,Twentieth Century Fox,False,False
41,45,Oh My God,"$1,370",+55%,+531.3%,7,$195,"$23,908",19,Mitropoulos Films,False,False
42,40,Shorts,"$1,361",-11%,-85.2%,97,$14,"$20,878,358",103,Warner Bros.,False,False
43,38,9,"$1,358",-22.8%,-79.9%,63,$21,"$31,746,448",84,Focus Features,False,False
44,44,Bright Star,"$1,275",+14.8%,-70.3%,25,$51,"$4,423,349",77,Apparition,False,False
45,47,Whip It,"$1,186",+84.7%,-79.5%,30,$39,"$13,023,261",61,Fox Searchlight Pictures,False,False
46,46,The Time Traveler's Wife,$947,+19%,-81%,29,$32,"$63,413,221",110,Warner Bros.,False,False
47,43,That Evening Sun,$759,-39.8%,+31.8%,6,$126,"$41,457",26,Freestyle Releasing,False,False
48,48,Gentlemen Broncos,$295,+13%,-70%,4,$73,"$111,515",33,Fox Searchlight Pictures,False,False
49,49,The Cove,$191,+64.7%,"+1,023.5%",4,$47,"$847,750",124,Roadside Attractions,False,False
