TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,District 9,"$3,866,075",-16%,-,3049,"$1,267","$50,986,939",6,TriStar Pictures,False,False
2,2,G.I. Joe: The Rise of Cobra,"$2,185,769",-15.6%,-54.6%,4007,$545,"$105,962,679",13,Paramount Pictures,False,False
3,3,The Time Traveler's Wife,"$2,055,357",-17.1%,-,2988,$687,"$25,495,671",6,Warner Bros.,False,False
4,4,Julie & Julia,"$1,733,388",-8.8%,-36.5%,2354,$736,"$48,604,980",13,Sony Pictures Releasing,False,False
5,5,G-Force,"$958,557",-14.9%,-33.7%,3065,$312,"$102,143,778",27,Walt Disney Studios Motion Pictures,False,False
6,7,Harry Potter and the Half-Blood Prince,"$696,426",-8.3%,-39.6%,2771,$251,"$286,072,062",36,Warner Bros.,False,False
7,6,"The Goods: Live Hard, Sell Hard","$665,900",-17.6%,-,1838,$362,"$7,953,169",6,Paramount Vantage,False,False
8,8,The Ugly Truth,"$629,637",-12.2%,-37.1%,2733,$230,"$79,436,358",27,Sony Pictures Releasing,False,False
9,9,Ponyo,"$521,182",-8%,-,927,$562,"$5,233,143",6,Walt Disney Studios Motion Pictures,False,False
10,10,500 Days of Summer,"$459,151",-11.1%,-27%,1048,$438,"$19,374,497",34,Fox Searchlight Pictures,False,False
11,11,Funny People,"$413,440",-13.5%,-59.6%,2584,$160,"$49,254,205",20,Universal Pictures,False,False
12,12,A Perfect Getaway,"$367,030",-15%,-42.4%,2159,$170,"$12,758,160",13,Universal Pictures,False,False
13,13,Bandslam,"$312,201",-19.3%,-,2121,$147,"$3,276,853",6,Summit Entertainment,False,False
14,14,The Hangover,"$252,414",-2.1%,-44.9%,1185,$213,"$266,553,834",76,Warner Bros.,False,False
15,15,Aliens in the Attic,"$229,300",-5.3%,-66.9%,1535,$149,"$21,273,486",20,Twentieth Century Fox,False,False
16,17,Orphan,"$187,343",-10.1%,-60.5%,1261,$148,"$38,960,778",27,Warner Bros.,False,False
17,16,Ice Age: Dawn of the Dinosaurs,"$180,326",-23.9%,-55.2%,858,$210,"$191,455,470",50,Twentieth Century Fox,False,False
18,18,Transformers: Revenge of the Fallen,"$177,654",-5.3%,-48.4%,1007,$176,"$397,300,205",57,DreamWorks,False,False
19,19,The Proposal,"$164,136",-6.2%,-59.6%,1084,$151,"$158,200,057",62,Walt Disney Studios Motion Pictures,False,False
20,20,The Hurt Locker,"$93,190",-6.5%,-48.9%,478,$194,"$10,650,589",55,Summit Entertainment,False,False
21,21,Under the Sea 3D,"$80,655",+6.5%,-10%,40,"$2,016","$15,828,114",188,Warner Bros.,False,False
22,22,Night at the Museum: Battle of the Smithsonian,"$61,851",-8.7%,-21%,278,$222,"$175,723,823",90,Twentieth Century Fox,False,False
23,23,Star Trek,"$45,549",-13.1%,-34.5%,303,$150,"$256,083,762",104,Paramount Pictures,False,False
24,24,Public Enemies,"$42,065",-11.8%,-64.3%,367,$114,"$96,478,505",50,Universal Pictures,False,False
25,26,Adam,"$32,889",-9.8%,+73.3%,66,$498,"$613,617",22,Fox Searchlight Pictures,False,False
