TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,-,9,"$3,115,775",-,-,1653,"$1,884","$3,115,775",1,Focus Features,True,False
2,1,Inglourious Basterds,"$840,979",-17%,-50%,3358,$250,"$97,000,016",20,The Weinstein Company,False,False
3,2,The Final Destination,"$722,017",-23%,-57%,3121,$231,"$52,094,524",13,Warner Bros.,False,False
4,3,All About Steve,"$604,444",-21.5%,-,2251,$268,"$15,432,264",6,Twentieth Century Fox,False,False
5,4,Gamer,"$546,929",-26.7%,-,2502,$218,"$12,496,334",6,Lionsgate,False,False
6,5,District 9,"$490,805",-15.4%,-45.2%,3139,$156,"$104,459,468",27,TriStar Pictures,False,False
7,6,Julie & Julia,"$423,138",-8.6%,-41.8%,2528,$167,"$81,603,901",34,Sony Pictures Releasing,False,False
8,7,Halloween II,"$329,093",-20.1%,-58.6%,3088,$106,"$27,669,803",13,-,False,False
9,9,The Time Traveler's Wife,"$291,358",-13.1%,-49.9%,2803,$103,"$56,436,549",27,Warner Bros.,False,False
10,8,Extract,"$290,180",-20.6%,-,1611,$180,"$6,169,287",6,Miramax,False,False
11,10,G.I. Joe: The Rise of Cobra,"$224,614",-19.6%,-54.3%,2846,$78,"$141,525,651",34,Paramount Pictures,False,False
12,11,500 Days of Summer,"$116,475",-15.6%,-43.3%,935,$124,"$28,703,793",55,Fox Searchlight Pictures,False,False
13,12,Taking Woodstock,"$111,133",-13.6%,-53.6%,1395,$79,"$6,681,818",15,Focus Features,False,False
14,13,Harry Potter and the Half-Blood Prince,"$97,144",-24.2%,-50.7%,1091,$89,"$297,839,740",57,Warner Bros.,False,False
15,16,The Hangover,"$74,331",-11.8%,-35.5%,709,$104,"$272,355,971",97,Warner Bros.,False,False
16,15,G-Force,"$64,236",-39.3%,-65.6%,1477,$43,"$115,639,126",48,Walt Disney Studios Motion Pictures,False,False
17,14,Shorts,"$64,176",-45.3%,-75.9%,2631,$24,"$18,454,342",20,Warner Bros.,False,False
18,18,The Ugly Truth,"$63,151",-17.9%,-62.3%,773,$81,"$87,705,343",48,Sony Pictures Releasing,False,False
19,17,Ponyo,"$54,267",-34.8%,-61.8%,890,$60,"$13,656,471",27,Walt Disney Studios Motion Pictures,False,False
20,19,Transformers: Revenge of the Fallen,"$35,070",-21.2%,-28.6%,507,$69,"$400,721,101",78,DreamWorks,False,False
21,20,"The Goods: Live Hard, Sell Hard","$32,035",-10.2%,-75.9%,508,$63,"$14,896,912",27,Paramount Vantage,False,False
22,22,My One and Only,"$26,314",-4.4%,+199.6%,77,$341,"$756,192",20,Freestyle Releasing,False,False
23,21,Ice Age: Dawn of the Dinosaurs,"$20,784",-30.7%,-41.9%,425,$48,"$194,274,851",71,Twentieth Century Fox,False,False
24,23,The Hurt Locker,"$20,301",-8.1%,-36.8%,259,$78,"$12,104,183",76,Summit Entertainment,False,False
25,24,Star Trek,"$17,928",-11.9%,-20.5%,268,$66,"$257,209,773",125,Paramount Pictures,False,False
26,25,Adam,"$17,890",-10.1%,-46.2%,159,$112,"$1,847,381",43,Fox Searchlight Pictures,False,False
27,26,The September Issue,"$16,923",-8%,-36.6%,20,$846,"$556,390",13,Roadside Attractions,False,False
28,30,Under the Sea 3D,"$15,909",-7.1%,-50.3%,65,$244,"$17,168,463",209,Warner Bros.,False,False
29,27,Funny People,"$15,055",-14.7%,-54.4%,252,$59,"$51,712,495",41,Universal Pictures,False,False
