TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,-,Transformers: Age of Extinction,"$41,868,135",-,-,4233,"$9,890","$41,868,135",1,Paramount Pictures,True,False
2,2,22 Jump Street,"$5,135,431",+75.3%,-44.9%,3426,"$1,498","$129,572,323",15,-,False,False
3,1,How to Train Your Dragon 2,"$4,120,789",+31.5%,-46%,3750,"$1,098","$112,835,321",15,Twentieth Century Fox,False,False
4,4,Think Like a Man Too,"$3,383,399",+107.7%,-72.2%,2225,"$1,520","$41,151,759",8,Screen Gems,False,False
5,3,Maleficent,"$2,598,651",+48.6%,-35%,3073,$845,"$196,232,041",29,-,False,False
6,5,Jersey Boys,"$2,259,438",+61%,-51.4%,2905,$777,"$21,991,924",8,Warner Bros.,False,False
7,6,The Fault in Our Stars,"$1,848,100",+36.6%,-40.8%,2845,$649,"$106,593,118",22,Twentieth Century Fox,False,False
8,7,Edge of Tomorrow,"$1,603,871",+68.1%,-46.8%,2535,$632,"$80,548,503",22,Warner Bros.,False,False
9,8,X-Men: Days of Future Past,"$966,471",+41.6%,-47.8%,2014,$479,"$221,059,943",36,Twentieth Century Fox,False,False
10,9,Chef,"$435,203",+88.6%,-9.4%,801,$543,"$18,191,254",50,Open Road Films (II),False,False
11,10,Godzilla,"$297,710",+32.7%,-46.3%,750,$396,"$196,382,810",43,Warner Bros.,False,False
12,12,Neighbors,"$247,405",+59.7%,-44.2%,510,$485,"$146,702,790",50,Universal Pictures,False,False
13,13,Blended,"$181,717",+43.1%,-45.7%,475,$382,"$43,134,506",36,Warner Bros.,False,False
14,11,A Million Ways to Die in the West,"$169,255",-4.4%,-66.4%,483,$350,"$41,328,210",29,Universal Pictures,False,False
15,14,Rio 2,"$140,725",+74.4%,+5.8%,322,$437,"$127,843,859",78,Twentieth Century Fox,False,False
16,15,The Amazing Spider-Man 2,"$96,637",+26.1%,-51%,274,$352,"$199,959,718",57,-,False,False
17,16,Belle,"$71,495",+29.8%,-22.2%,175,$408,"$9,471,687",57,Fox Searchlight Pictures,False,False
18,23,Heaven Is for Real,"$70,611",+128.6%,+27.7%,211,$334,"$90,009,161",73,TriStar Pictures,False,False
19,20,The Grand Seduction,"$66,364",+69.3%,-2.3%,119,$557,"$1,995,570",36,Entertainment One,False,False
20,17,Divergent,"$62,746",+34%,-28.6%,210,$298,"$150,411,422",99,Lionsgate,False,False
21,21,The Other Woman,"$50,078",+32%,-29.1%,195,$256,"$83,292,185",64,Twentieth Century Fox,False,False
22,19,The Lego Movie,"$48,966",+21.6%,-13.7%,335,$146,"$256,902,692",141,Warner Bros.,False,False
23,18,Island of Lemurs: Madagascar,"$48,101",+9.9%,-2.9%,41,"$1,173","$3,449,749",85,Warner Bros.,False,False
24,-,Snowpiercer,"$45,852",-,-,8,"$5,731","$45,852",1,RADiUS-TWC,True,False
25,-,Begin Again,"$43,303",-,-,5,"$8,660","$43,303",1,The Weinstein Company,True,False
26,22,Words and Pictures,"$37,850",+19.7%,-39%,105,$360,"$1,633,212",36,Roadside Attractions,False,False
27,25,The Grand Budapest Hotel,"$31,719",+68.6%,-19.8%,90,$352,"$58,462,060",113,Fox Searchlight Pictures,False,False
28,32,Moms' Night Out,"$28,077",+302.1%,+87.1%,117,$239,"$10,220,858",50,TriStar Pictures,False,False
29,24,Mr. Peabody & Sherman,"$26,096",+6.4%,-26.2%,141,$185,"$110,963,656",113,Twentieth Century Fox,False,False
30,35,Brick Mansions,"$23,461",+363.1%,+168.4%,31,$756,"$20,328,717",64,Relativity Media,False,False
31,26,The Signal,"$20,381",+13.5%,-55.7%,180,$113,"$506,669",15,Focus Features,False,False
32,28,God's Not Dead,"$18,212",+16.9%,-36.2%,90,$202,"$60,563,306",99,Freestyle Releasing,False,False
33,27,The Immigrant,"$17,914",+13.5%,-24.7%,61,$293,"$1,934,147",43,The Weinstein Company,False,False
34,-,America: Imagine the World Without Her,"$12,364",-,-,3,"$4,121","$12,364",1,Lionsgate,True,False
35,31,Fed Up,"$7,122",-0.2%,-17.7%,32,$222,"$1,437,097",50,RADiUS-TWC,False,False
36,36,Yves Saint Laurent,"$6,953",+43.3%,-,2,"$3,476","$18,607",3,The Weinstein Company,False,False
37,34,Supermensch: The Legend of Shep Gordon,"$5,559",-3.1%,-53.3%,31,$179,"$157,266",22,RADiUS-TWC,False,False
38,37,50 to 1,"$4,763",+89.3%,-37.7%,12,$396,"$757,785",99,Ten Furlongs,False,False
39,29,Alone Yet Not Alone,"$4,740",-50.2%,-80.6%,20,$237,"$874,323",274,-,False,False
40,33,The Railway Man,"$4,282",-32.3%,-60.8%,38,$112,"$4,395,191",78,The Weinstein Company,False,False
41,30,Legends of Oz: Dorothy's Return,"$3,210",-62%,-74.7%,21,$152,"$8,427,270",50,Clarius Entertainment,False,False
42,-,Radio Free Albemuth,"$1,773",-,-,10,$177,"$1,773",1,Freestyle Releasing,True,False
43,41,The Hornet's Nest,$152,-7.3%,-83.9%,2,$76,"$306,382",50,Freestyle Releasing,False,False
44,43,The Unknown Known,$150,+305.4%,-4.5%,1,$150,"$276,106",85,RADiUS-TWC,False,False
