TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Lego Movie,"$1,573,324",+26.8%,-55.7%,3890,$404,"$185,829,929",19,Warner Bros.,False,False
2,2,3 Days to Kill,"$1,097,525",+26.3%,-,2872,$382,"$14,209,053",5,Relativity Media,False,False
3,3,Pompeii,"$1,001,637",+30.9%,-,2658,$376,"$12,107,769",5,TriStar Pictures,False,False
4,4,RoboCop,"$819,159",+22.5%,-53.3%,3372,$242,"$45,493,006",14,-,False,False
5,5,The Monuments Men,"$802,002",+31.3%,-38.7%,3064,$261,"$59,269,941",19,-,False,False
6,6,About Last Night,"$583,698",+4.8%,-49.9%,2253,$259,"$39,421,997",12,Screen Gems,False,False
7,7,Ride Along,"$283,865",+18.1%,-41.5%,2186,$129,"$123,653,515",40,Universal Pictures,False,False
8,8,Frozen,"$270,696",+19.2%,-50.5%,1891,$143,"$384,605,905",96,-,False,False
9,9,Endless Love,"$260,640",+38.5%,-55%,2896,$90,"$20,257,660",12,Universal Pictures,False,False
10,10,Winter's Tale,"$244,157",+41.1%,-45%,2965,$82,"$11,684,577",12,Warner Bros.,False,False
11,13,Philomena,"$181,626",+31.3%,-14.1%,1004,$180,"$33,040,213",96,The Weinstein Company,False,False
12,12,American Hustle,"$174,860",+24.8%,-5%,903,$193,"$144,430,111",75,-,False,False
13,11,Lone Survivor,"$159,180",+10.5%,-41.4%,1516,$105,"$122,012,486",63,Universal Pictures,False,False
14,15,That Awkward Moment,"$150,395",+42.2%,-46.6%,1208,$124,"$24,309,869",26,Focus Features,False,False
15,14,The Wolf of Wall Street,"$142,604",+26.9%,-16.5%,627,$227,"$113,076,533",63,Paramount Pictures,False,False
16,17,Jack Ryan: Shadow Recruit,"$84,427",+33.8%,-51.5%,807,$104,"$49,444,827",40,Paramount Pictures,False,False
17,16,Gravity,"$82,189",+13.5%,-8.1%,348,$236,"$269,429,937",145,Warner Bros.,False,False
18,18,12 Years a Slave,"$75,368",+34.5%,+3.7%,349,$215,"$49,208,604",131,Fox Searchlight Pictures,False,False
19,19,The Nut Job,"$59,670",+16.5%,-68.8%,1235,$48,"$60,016,977",40,Open Road Films (II),False,False
20,21,August: Osage County,"$57,211",+37%,-40.7%,525,$108,"$36,714,226",61,The Weinstein Company,False,False
21,20,Nebraska,"$54,329",+13.8%,-11.1%,210,$258,"$16,620,891",103,Paramount Pictures,False,False
22,22,Her,"$53,096",+38%,+3.9%,250,$212,"$24,071,604",70,Warner Bros.,False,False
23,24,Dallas Buyers Club,"$34,784",+27.7%,-4.1%,175,$198,"$24,808,796",117,Focus Features,False,False
24,25,The Wind Rises,"$33,797",+37.2%,-,21,"$1,609","$372,177",5,-,False,False
25,26,The Hobbit: The Desolation of Smaug,"$32,251",+32.3%,-25.4%,266,$121,"$256,693,502",75,Warner Bros.,False,False
26,23,In Secret,"$29,874",+8.6%,-,266,$112,"$322,959",5,Roadside Attractions,False,False
27,30,Labor Day,"$29,490",+55.4%,-72.3%,418,$70,"$13,154,972",26,Paramount Pictures,False,False
28,32,Highway,"$26,217",+80.3%,-,97,$270,"$367,410",5,UTV Motion Pictures,False,False
29,27,Gloria,"$25,785",+12.8%,-24.1%,110,$234,"$1,393,521",33,Roadside Attractions,False,False
30,28,The Hunger Games: Catching Fire,"$25,208",+25.8%,-31.1%,240,$105,"$423,671,890",96,Lionsgate,False,False
31,29,Vampire Academy,"$21,138",+9.9%,-85.8%,536,$39,"$7,646,759",19,The Weinstein Company,False,False
32,31,The Secret Life of Walter Mitty,"$15,968",+7.9%,-13.5%,208,$76,"$57,751,509",63,Twentieth Century Fox,False,False
33,34,"I, Frankenstein","$15,566",+29%,-63.5%,217,$71,"$18,694,130",33,Lionsgate,False,False
34,33,Inside Llewyn Davis,"$10,391",-22.6%,-7.5%,107,$97,"$13,095,877",82,CBS Films,False,False
35,35,The Legend of Hercules,"$9,864",+13.3%,+67.2%,110,$89,"$18,666,544",47,Lionsgate,False,False
36,37,Walking with Dinosaurs 3D,"$7,875",+8.2%,-46.1%,214,$36,"$35,649,886",68,Twentieth Century Fox,False,False
37,36,The Book Thief,"$7,784",+6.3%,-25.6%,84,$92,"$21,207,521",110,Twentieth Century Fox,False,False
38,38,Devil's Due,"$5,815",+8.7%,-36%,84,$69,"$15,733,215",40,Twentieth Century Fox,False,False
39,40,Grudge Match,"$3,998",+6.4%,-55.9%,108,$37,"$29,755,063",63,Warner Bros.,False,False
40,42,Hasee Toh Phasee,"$2,227",+55%,-77.3%,33,$67,"$638,007",19,Reliance Big Pictures,False,False
41,41,Knights of Badassdom,"$1,885",+11.2%,-42.9%,3,$628,"$117,871",36,Entertainment One,False,False
42,39,Mandela: Long Walk to Freedom,"$1,535",-59.3%,-52.5%,33,$46,"$8,247,845",89,The Weinstein Company,False,False
43,43,Free Birds,"$1,246",-4.6%,-48.7%,56,$22,"$55,654,395",117,Relativity Media,False,False
44,44,Barefoot,$791,+2.9%,-,18,$43,"$13,327",5,Roadside Attractions,False,False
45,45,The Pretty One,$736,+46.9%,+220%,5,$147,"$12,423",19,Dada Films,False,False
46,46,Alphaville,$256,+9.9%,-60.1%,1,$256,"$20,507",19,Rialto Pictures,False,False
47,47,All Is Lost,$150,-13.8%,-38.8%,5,$30,"$6,263,266",131,Roadside Attractions,False,False
48,49,Gimme Shelter,$126,+65.8%,-92.8%,5,$25,"$1,359,765",33,Roadside Attractions,False,False
49,50,The Great Flood,$36,+28.6%,-,1,$36,"$9,984",49,Icarus Films,False,False
