TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,X-Men: Days of Future Past,"$5,716,351",-30.4%,-,3996,"$1,430","$124,500,629",6,Twentieth Century Fox,False,False
2,2,Godzilla,"$2,109,267",-21.6%,-57.5%,3952,$533,"$160,584,332",13,Warner Bros.,False,False
3,3,Neighbors,"$1,353,775",-14.5%,-32.9%,3266,$414,"$119,741,030",20,Universal Pictures,False,False
4,4,Blended,"$1,105,159",-19.6%,-,3555,$310,"$20,214,524",6,Warner Bros.,False,False
5,5,The Amazing Spider-Man 2,"$586,072",-19.5%,-42.7%,3160,$185,"$188,425,981",27,-,False,False
6,6,Million Dollar Arm,"$546,232",-12.6%,-16.7%,3019,$180,"$23,874,415",13,-,False,False
7,7,The Other Woman,"$369,539",-10.2%,-35.5%,2154,$171,"$79,385,270",34,Twentieth Century Fox,False,False
8,10,Chef,"$230,245",+8%,+203.8%,498,$462,"$4,707,552",20,Open Road Films (II),False,False
9,8,Rio 2,"$224,750",-3.7%,+1.9%,1701,$132,"$122,966,926",48,Twentieth Century Fox,False,False
10,9,Heaven Is for Real,"$203,410",-8.8%,-44%,1720,$118,"$87,016,454",43,TriStar Pictures,False,False
11,11,Belle,"$186,389",+3.9%,+75.2%,453,$411,"$4,749,769",27,Fox Searchlight Pictures,False,False
12,12,Captain America: The Winter Soldier,"$146,375",-9.2%,-50.2%,1373,$106,"$254,419,639",55,-,False,False
13,13,Moms' Night Out,"$95,353",-19.4%,-42.9%,861,$110,"$9,196,678",20,TriStar Pictures,False,False
14,14,The Railway Man,"$72,028",-5.9%,+116%,600,$120,"$3,769,500",48,The Weinstein Company,False,False
15,15,Divergent,"$71,114",-4.6%,-27.4%,644,$110,"$148,253,890",69,Lionsgate,False,False
16,16,The Grand Budapest Hotel,"$69,480",-2%,-34.4%,360,$193,"$56,903,561",83,Fox Searchlight Pictures,False,False
17,17,Legends of Oz: Dorothy's Return,"$62,085",-1.3%,-58.2%,674,$92,"$7,988,903",20,Clarius Entertainment,False,False
18,18,The Immigrant,"$47,349",+4.8%,+594.2%,147,$322,"$731,639",13,The Weinstein Company,False,False
19,19,Island of Lemurs: Madagascar,"$39,658",+8.5%,+25.4%,39,"$1,016","$2,240,955",55,Warner Bros.,False,False
20,22,Fed Up,"$33,153",+21.5%,+55.4%,102,$325,"$831,035",20,RADiUS-TWC,False,False
21,20,The Lego Movie,"$32,872",-3%,-13.5%,323,$101,"$255,122,566",111,Warner Bros.,False,False
22,21,God's Not Dead,"$28,433",-6.5%,-63.7%,245,$116,"$59,648,104",69,Freestyle Releasing,False,False
23,23,Noah,"$24,656",-7.4%,+12.5%,219,$112,"$100,694,101",62,Paramount Pictures,False,False
24,24,Mr. Peabody & Sherman,"$23,251",-12.3%,+36.4%,286,$81,"$109,821,238",83,Twentieth Century Fox,False,False
25,26,Non-Stop,"$14,535",+5.6%,-26.7%,153,$95,"$91,727,550",90,Universal Pictures,False,False
26,27,Transcendence,"$9,885",-1%,-52.2%,202,$48,"$22,871,828",41,Warner Bros.,False,False
27,28,Brick Mansions,"$9,855",-1.2%,-78.7%,168,$58,"$20,002,786",34,Relativity Media,False,False
28,32,Words and Pictures,"$8,926",+26.3%,-,10,$892,"$131,429",6,Roadside Attractions,False,False
29,31,A Haunted House 2,"$8,185",+4%,-22.5%,88,$93,"$17,207,659",41,Open Road Films (II),False,False
30,30,Oculus,"$8,033",-11.1%,+0.6%,105,$76,"$27,556,301",48,Relativity Media,False,False
31,29,The Hornet's Nest,"$7,990",-15.4%,+155.2%,57,$140,"$196,916",20,Freestyle Releasing,False,False
32,33,Draft Day,"$7,100",+0.9%,-70.7%,145,$48,"$28,606,669",48,Lionsgate,False,False
33,35,The Quiet Ones,"$3,988",-7.1%,-68.6%,92,$43,"$8,465,420",34,Lionsgate,False,False
34,25,The Grand Seduction,"$3,811",-83.1%,-,8,$476,"$67,854",6,Entertainment One,False,False
35,43,Godzilla2014 Re-release,"$3,210","+1,505%",+260.3%,3,"$1,070","$131,636",41,Rialto Pictures,False,False
36,36,300: Rise of an Empire,"$3,020",+30%,-57.5%,71,$42,"$106,576,152",83,Warner Bros.,False,False
37,34,Heroic Antics,"$2,754",-47%,-,16,$172,"$46,491",6,UTV Motion Pictures,False,False
38,37,50 to 1,"$1,615",+20.3%,+546%,10,$161,"$708,190",69,Ten Furlongs,False,False
39,40,Accident2014 Re-release,"$1,564",+61.6%,-,1,"$1,564","$10,198",6,Rialto Pictures,False,False
40,38,Return to the Hiding Place,"$1,478",+25.4%,-,5,$295,"$43,341",6,-,False,False
41,42,Bad Words,$352,-23.8%,-85.4%,21,$16,"$7,779,163",76,Focus Features,False,False
42,41,2 States,$271,-42.9%,-91.7%,4,$67,"$2,237,760",41,UTV Motion Pictures,False,False
43,44,Blue Ruin,$238,+33%,-85.7%,5,$47,"$247,800",34,RADiUS-TWC,False,False
44,47,The Unknown Known,$104,+108%,-59.4%,5,$20,"$268,884",55,RADiUS-TWC,False,False
45,46,Grand départ,$71,-,-,1,$71,$601,6,Rialto Pictures,False,False
