TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Fantastic Four,"$4,606,835",-9.4%,-,3602,"$1,278","$77,412,492",7,Twentieth Century Fox,False,False
2,2,War of the Worlds,"$2,871,735",-3.8%,-53.6%,3910,$734,"$177,191,173",16,Paramount Pictures,False,False
3,3,Batman Begins,"$1,266,441",-3.6%,-42.7%,3344,$378,"$177,105,550",30,Warner Bros.,False,False
4,4,Mr. & Mrs. Smith,"$1,087,692",-2.4%,-26.6%,2781,$391,"$163,041,748",35,Twentieth Century Fox,False,False
5,5,Herbie Fully Loaded,"$1,057,052",-4.7%,-36.7%,3002,$352,"$52,347,147",23,Walt Disney Studios Motion Pictures,False,False
6,6,Dark Water2005 Re-release,"$967,329",-9%,-,2657,$364,"$14,275,524",7,Walt Disney Studios Motion Pictures,False,False
7,7,Bewitched,"$866,902",-3.8%,-42%,3014,$287,"$54,470,256",21,Sony Pictures Releasing,False,False
8,8,Madagascar,"$655,201",-3%,-34%,2162,$303,"$181,774,885",49,DreamWorks Distribution,False,False
9,9,Rebound,"$426,821",-5%,-47%,2464,$173,"$13,223,242",14,Twentieth Century Fox,False,False
10,10,Star Wars: Episode III - Revenge of the Sith,"$359,707",+0.3%,-32.2%,1355,$265,"$372,222,826",57,Twentieth Century Fox,False,False
11,11,The Longest Yard,"$284,459",+1%,-41.5%,1226,$232,"$153,440,540",49,Paramount Pictures,False,False
12,12,Cinderella Man,"$215,995",-4.7%,-26.5%,1030,$209,"$57,931,120",42,Universal Pictures,False,False
13,13,March of the Penguins,"$143,948",-3.9%,+130.4%,64,"$2,249","$2,496,269",21,Warner Independent Pictures (WIP),False,False
14,14,Land of the Dead,"$137,585",+0.4%,-68.7%,1098,$125,"$19,669,110",21,Universal Pictures,False,False
15,15,The Sisterhood of the Traveling Pants,"$97,368",-5.1%,-38.5%,420,$231,"$37,179,947",44,Warner Bros.,False,False
16,16,The Perfect Man,"$93,150",+4.7%,-49.8%,414,$225,"$15,023,785",28,Universal Pictures,False,False
17,17,Crash,"$84,297",-2.8%,-13.5%,317,$265,"$50,950,836",70,Lionsgate,False,False
18,18,Mad Hot Ballroom,"$75,727",+4.1%,-3.2%,190,$398,"$4,946,582",63,Paramount Classics,False,False
19,19,Howl's Moving Castle,"$47,923",+2.2%,-26.6%,177,$270,"$4,002,471",35,Walt Disney Studios Motion Pictures,False,False
20,20,Kicking & Screaming,"$39,195",-3.5%,-16.5%,261,$150,"$51,941,390",63,Universal Pictures,False,False
21,21,Rize,"$25,784",-3.3%,-55.2%,152,$169,"$3,173,289",21,Lionsgate,False,False
22,22,The Interpreter,"$18,795",+10.5%,+11.6%,179,$105,"$72,283,465",84,Universal Pictures,False,False
23,23,The Honeymooners,"$13,678",+13.6%,-56.1%,181,$75,"$12,544,403",35,Paramount Pictures,False,False
24,25,Sahara,"$13,079",+20.4%,-1.2%,100,$130,"$68,436,438",98,Paramount Pictures,False,False
25,24,Robots,"$12,050",+4%,-18.1%,140,$86,"$127,913,364",126,Twentieth Century Fox,False,False
26,26,House of Wax,"$11,106",+8.2%,-37.6%,140,$79,"$31,961,206",70,Warner Bros.,False,False
27,27,Kingdom of Heaven,"$8,575",-2.5%,-8%,120,$71,"$47,219,165",70,Twentieth Century Fox,False,False
28,28,Après Vous,"$8,055",+9.9%,+27.7%,42,$191,"$540,613",42,Paramount Classics,False,False
29,29,Millions,"$3,751",+5.3%,+16.5%,36,$104,"$6,508,116",126,Fox Searchlight Pictures,False,False
30,30,Undead2005 Re-release,"$3,135",+6.2%,+169.6%,13,$241,"$41,196",14,Lionsgate,False,False
31,31,Fever Pitch,"$2,939",+6.4%,-42%,42,$69,"$42,020,068",98,Twentieth Century Fox,False,False
32,32,Schultze Gets the Blues,$271,-57.9%,-63.7%,5,$54,"$593,255",147,Paramount Classics,False,False
33,33,Eros,$259,+4.4%,-,4,$64,"$188,035",98,Warner Independent Pictures (WIP),False,False
34,34,Winter Solstice,$8,-84.3%,-96%,3,$2,"$319,355",98,Paramount Classics,False,False
