TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,-,Monster-in-Law,"$7,759,000",-,-,3424,"$2,266","$7,759,000",1,New Line Cinema,True,True
2,-,Kicking & Screaming,"$6,063,525",-,-,3455,"$1,755","$6,063,525",1,Universal Pictures,True,False
3,-,Unleashed,"$3,736,000",-,-,1957,"$1,909","$3,736,000",1,Rogue Pictures,True,True
4,1,Kingdom of Heaven,"$2,817,707",+118.3%,-60.6%,3219,$875,"$28,289,617",8,Twentieth Century Fox,False,False
5,3,House of Wax,"$2,259,226",+200.3%,-53.4%,3111,$726,"$17,642,540",8,Warner Bros.,False,False
6,2,Crash,"$2,028,154",+132.8%,-28.1%,1876,"$1,081","$14,621,019",8,Lionsgate,False,False
7,4,The Hitchhiker's Guide to the Galaxy,"$1,371,392",+112%,-52.4%,2770,$495,"$39,838,372",15,Walt Disney Studios Motion Pictures,False,False
8,5,The Interpreter,"$1,313,985",+139.8%,-41.6%,2602,$504,"$57,883,425",22,Universal Pictures,False,False
9,-,Mindhunters,"$608,000",-,-,1040,$584,"$608,000",1,Dimension Films,True,True
10,6,xXx: State of the Union,"$604,763",+87.9%,-64.8%,2387,$253,"$22,810,568",15,Revolution Studios,False,False
11,7,The Amityville Horror,"$555,384",+102.9%,-50.1%,1434,$387,"$62,015,552",29,Metro-Goldwyn-Mayer (MGM),False,False
12,9,Sahara,"$523,547",+139.1%,-43.5%,1565,$334,"$63,080,688",36,Paramount Pictures,False,False
13,8,A Lot Like Love,"$363,454",+63.9%,-66.4%,1522,$238,"$20,134,002",22,Walt Disney Studios Motion Pictures,False,False
14,11,Fever Pitch,"$257,574",+103.2%,-59.8%,975,$264,"$39,982,815",36,Twentieth Century Fox,False,False
15,14,Robots,"$120,793",+91%,-44.1%,737,$163,"$125,112,951",64,Twentieth Century Fox,False,False
16,13,Guess Who,"$109,135",+52.6%,-68.1%,545,$200,"$67,517,615",50,Sony Pictures Releasing,False,False
17,15,Miss Congeniality 2: Armed & Fabulous,"$84,204",+152.8%,-44.2%,338,$249,"$46,949,618",51,Warner Bros.,False,False
18,16,Millions,"$74,630",+130.6%,-32%,221,$337,"$5,426,550",64,Fox Searchlight Pictures,False,False
19,19,Constantine,"$59,009",+240.8%,-56.8%,176,$335,"$75,287,233",85,Warner Bros.,False,False
20,17,Million Dollar Baby,"$53,219",+81.5%,-26.6%,345,$154,"$100,021,252",150,Warner Bros.,False,False
21,18,Beauty Shop,"$49,486",+123.7%,-54%,301,$164,"$36,189,540",45,Metro-Goldwyn-Mayer (MGM),False,False
22,-,Are We There Yet?,"$26,803",-,-23.5%,178,$150,"$82,093,304",113,Revolution Studios,False,False
23,21,Because of Winn-Dixie,"$22,659",+203.7%,-19.8%,186,$121,"$32,424,395",85,Twentieth Century Fox,False,False
24,-,Mad Hot Ballroom,"$13,040",-,-,2,"$6,520","$13,040",1,Paramount Classics,True,False
25,22,Melinda and Melinda,"$10,790",+51.8%,-31.2%,58,$186,"$3,696,923",57,Fox Searchlight Pictures,False,False
26,33,The Jacket,"$7,972","+11,453.6%",+986.1%,62,$128,"$6,261,925",71,Warner Independent Pictures (WIP),False,False
27,24,Winter Solstice,"$6,510",+158.3%,-13.6%,32,$203,"$227,832",36,Paramount Classics,False,False
28,31,Inside Deep Throat,"$1,129",+568%,-5.8%,5,$225,"$681,172",92,Universal Pictures,False,False
29,30,Schultze Gets the Blues,$958,+62.4%,-52%,11,$87,"$543,216",85,Paramount Classics,False,False
30,32,Eros,$926,+538.6%,+457.8%,7,$132,"$165,120",36,Warner Independent Pictures (WIP),False,False
