TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Meet the Fockers,"$2,046,995",+10.5%,-35.8%,3527,$580,"$208,196,540",21,Universal Pictures,False,False
2,2,White Noise,"$1,345,295",-5.6%,-,2261,$595,"$26,883,290",5,Universal Pictures,False,False
3,3,The Aviator,"$638,000",+12.1%,-27.3%,1867,$341,"$44,006,000",26,Miramax,False,True
4,4,Ocean's Twelve,"$421,241",+8.5%,-38.6%,3010,$139,"$116,121,400",33,Warner Bros.,False,False
5,5,Lemony Snicket's A Series of Unfortunate Events,"$392,189",+6.5%,-51.7%,3343,$117,"$106,329,571",26,Paramount Pictures,False,False
6,7,Spanglish,"$335,200",+11%,-38.9%,2587,$129,"$38,146,004",26,Sony Pictures Releasing,False,False
7,6,The Phantom of the Opera,"$327,335",+6.2%,-30.5%,622,$526,"$22,184,496",21,Warner Bros.,False,False
8,8,The Life Aquatic with Steve Zissou,"$293,003",+9.2%,-33.2%,1105,$265,"$20,010,479",33,Walt Disney Studios Motion Pictures,False,False
9,9,National Treasure,"$280,831",+13.3%,-26.4%,2177,$128,"$161,050,185",54,Walt Disney Studios Motion Pictures,False,False
10,12,Finding Neverland,"$208,000",+15.6%,-,1077,$193,"$28,281,000",61,Miramax,False,True
11,10,Fat Albert,"$201,001",+1.5%,-54.9%,2675,$75,"$41,421,384",18,Twentieth Century Fox,False,False
12,11,Million Dollar Baby,"$196,421",+3.9%,+495.5%,109,"$1,802","$3,493,239",28,Warner Bros.,False,False
13,14,Sideways,"$188,598",+25.2%,+9%,365,$516,"$25,462,898",82,Fox Searchlight Pictures,False,False
14,13,Closer,"$182,246",+11.6%,-34.4%,1098,$165,"$30,646,735",40,Sony Pictures Releasing,False,False
15,16,Flight of the Phoenix,"$146,542",+20.8%,-39.8%,1643,$89,"$19,619,866",26,Twentieth Century Fox,False,False
16,15,The Polar Express,"$130,144",-0.9%,-62%,2007,$64,"$158,917,691",63,Warner Bros.,False,False
17,18,Hotel Rwanda,"$121,123",+15.7%,+611.1%,105,"$1,153","$1,899,584",21,United Artists,False,False
18,17,The Incredibles,"$113,843",+3.4%,-48.3%,1619,$70,"$254,962,300",68,Walt Disney Studios Motion Pictures,False,False
19,19,Beyond the Sea,"$101,285",+5.1%,-14%,383,$264,"$3,619,226",26,Lionsgate,False,False
20,20,Kinsey,"$90,120",+16.5%,+45.1%,588,$153,"$8,000,672",61,Fox Searchlight Pictures,False,False
21,21,A Very Long Engagement,"$59,671",+16.5%,-27.6%,164,$363,"$3,726,318",47,Warner Independent Pictures (WIP),False,False
22,22,Ray,"$39,565",+11.6%,+9.9%,394,$100,"$72,218,215",75,Universal Pictures,False,False
23,23,The SpongeBob SquarePants Movie,"$33,137",-4.2%,-62.5%,842,$39,"$83,194,235",54,Paramount Pictures,False,False
24,24,In Good Company,"$18,004",+37.5%,+4.2%,3,"$6,001","$469,815",14,Universal Pictures,False,False
25,25,Bridget Jones: The Edge of Reason,"$17,680",+45.5%,+2.6%,221,$80,"$40,099,525",61,Universal Pictures,False,False
26,27,I Heart Huckabees,"$7,048",+47.1%,+109.3%,45,$156,"$12,666,761",103,Fox Searchlight Pictures,False,False
27,26,Alexander,"$5,337",+10.5%,-28.4%,73,$73,"$34,082,185",49,Warner Bros.,False,False
28,28,Napoleon Dynamite,"$4,735",+28.6%,-31.2%,80,$59,"$44,486,434",215,Fox Searchlight Pictures,False,False
29,29,Without a Paddle,"$3,664",+34.5%,+25.7%,25,$146,"$58,162,820",145,Paramount Pictures,False,False
30,33,NASCAR: The IMAX Experience,"$3,183",+211.1%,+50.3%,13,$244,"$19,595,715",306,Warner Bros.,False,False
31,30,Team America: World Police,"$2,885",+9.9%,+26.9%,26,$110,"$32,780,345",89,Paramount Pictures,False,False
32,32,The Machinist,"$1,828",+20.9%,-25.8%,26,$70,"$1,031,012",82,Paramount Classics,False,False
33,31,A Love Song for Bobby Long,"$1,802",+1.5%,-48.5%,6,$300,"$72,606",14,Lionsgate,False,False
34,34,Alfie,"$1,303",+63.3%,-13.1%,14,$93,"$13,398,040",68,Paramount Pictures,False,False
35,35,Garden State,$962,+24.1%,-42.6%,17,$56,"$26,772,650",168,Fox Searchlight Pictures,False,False
36,36,Enduring Love,$176,+6%,+91.3%,5,$35,"$351,245",75,Paramount Classics,False,False
