TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Thor: The Dark World,"$21,760,621",-32.2%,-,3841,"$5,665","$85,737,841",3,Walt Disney Studios Motion Pictures,False,False
2,2,Free Birds,"$3,522,057",-29.9%,-23.6%,3736,$942,"$30,128,514",10,Relativity Media,False,False
3,3,Jackass Presents: Bad Grandpa,"$3,130,544",-35%,-37.8%,3187,$982,"$78,773,603",17,Paramount Pictures,False,False
4,4,Last Vegas,"$3,033,428",-36.7%,-27.4%,3082,$984,"$33,467,006",10,CBS Films,False,False
5,5,Ender's Game,"$2,917,176",-34.2%,-54.7%,3407,$856,"$44,010,488",10,Lionsgate,False,False
6,6,Gravity,"$2,386,003",-38.1%,-23.6%,2720,$877,"$231,249,831",38,Warner Bros.,False,False
7,7,12 Years a Slave,"$1,946,590",-32.2%,+44.4%,1144,"$1,701","$17,421,312",24,Fox Searchlight Pictures,False,False
8,8,Captain Phillips,"$1,583,326",-37.7%,-22.4%,2646,$598,"$90,894,044",31,-,False,False
9,9,About Time,"$1,290,050",-33%,+344.1%,1200,"$1,075","$6,275,743",10,Universal Pictures,False,False
10,10,Cloudy With a Chance of Meatballs 2,"$907,960",-29.2%,-24.8%,1836,$494,"$109,953,094",45,-,False,False
11,11,Carrie,"$332,451",-41.5%,-55.9%,1512,$219,"$34,050,775",24,Screen Gems,False,False
12,12,All Is Lost,"$316,393",-35.4%,+106.2%,399,$792,"$2,815,575",24,Roadside Attractions,False,False
13,13,Escape Plan,"$267,039",-25.4%,-58.1%,1049,$254,"$23,207,864",24,Lionsgate,False,False
14,14,The Counselor,"$238,125",-30.6%,-72%,1022,$232,"$15,860,794",17,Twentieth Century Fox,False,False
15,16,Dallas Buyers Club,"$192,088",-30.3%,+161.9%,35,"$5,488","$993,088",10,Focus Features,False,False
16,15,Enough Said,"$164,893",-44.4%,-35.1%,429,$384,"$15,839,362",54,Fox Searchlight Pictures,False,False
