TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,The Croods,"$18,980,862",+63%,-,4046,"$4,691","$30,626,216",2,Twentieth Century Fox,False,False
2,2,Olympus Has Fallen,"$12,411,049",+23.3%,-,3098,"$4,006","$22,473,190",2,FilmDistrict,False,False
3,3,Oz the Great and Powerful,"$9,744,250",+72.9%,-46.5%,3805,"$2,560","$170,909,439",16,Walt Disney Studios Motion Pictures,False,False
4,4,The Call,"$3,921,976",+46.7%,-42.7%,2507,"$1,564","$28,799,582",9,TriStar Pictures,False,False
5,6,Admission,"$2,710,689",+32%,-,2160,"$1,254","$4,764,528",2,Focus Features,False,False
6,7,The Incredible Burt Wonderstone,"$1,907,324",+43.7%,-53.7%,3160,$603,"$16,324,676",9,Warner Bros.,False,False
7,5,Spring Breakers,"$1,617,668",-24.6%,-,1104,"$1,465","$4,168,554",9,A24,False,False
8,8,Jack the Giant Slayer,"$1,326,445",+70.7%,-52.2%,2560,$518,"$58,190,702",23,Warner Bros.,False,False
9,9,Identity Thief,"$1,212,960",+60%,-40.3%,2166,$560,"$127,152,990",44,Universal Pictures,False,False
10,10,Snitch,"$869,125",+62.6%,-44%,1807,$480,"$39,816,254",30,Lionsgate,False,False
11,11,Silver Linings Playbook,"$758,378",+70.9%,-36.4%,1044,$726,"$126,780,775",128,The Weinstein Company,False,False
12,12,Safe Haven,"$522,935",+41.2%,-52%,1279,$408,"$68,673,432",38,Relativity Media,False,False
13,13,21 & Over,"$432,626",+25.3%,-59.6%,1134,$381,"$23,913,305",23,Relativity Media,False,False
14,14,Life of Pi,"$327,013",+78.7%,-41.7%,489,$668,"$122,336,478",123,Twentieth Century Fox,False,False
15,15,Quartet,"$265,053",+72.8%,-35.7%,425,$623,"$15,754,647",72,The Weinstein Company,False,False
16,16,Escape from Planet Earth,"$208,755",+80.3%,-79.2%,1494,$139,"$53,201,920",37,The Weinstein Company,False,False
17,18,The Last Exorcism 2,"$156,511",+57.8%,-73.5%,455,$343,"$14,944,585",23,CBS Films,False,False
18,17,Stoker,"$153,814",+52.6%,+39.8%,275,$559,"$1,025,947",23,Fox Searchlight Pictures,False,False
19,19,A Good Day to Die Hard,"$146,296",+68.6%,-71.5%,448,$326,"$66,170,264",38,Twentieth Century Fox,False,False
20,20,Dead Man Down,"$132,011",+55.7%,-84.9%,612,$215,"$10,522,679",16,FilmDistrict,False,False
21,22,Django Unchained,"$127,523",+69.8%,<0.1%,296,$430,"$161,926,455",89,The Weinstein Company,False,False
22,24,Side Effects,"$127,310",+79%,-49.9%,225,$565,"$30,909,544",44,Open Road Films (II),False,False
23,21,Emperor,"$123,278",+52.9%,-55.8%,237,$520,"$2,520,859",16,Roadside Attractions,False,False
24,23,Warm Bodies,"$106,850",+43.3%,-57.1%,299,$357,"$64,962,360",51,Lionsgate,False,False
25,27,Hansel & Gretel: Witch Hunters,"$90,557",+69%,+113.1%,209,$433,"$54,867,974",58,Paramount Pictures,False,False
26,25,Dark Skies,"$87,345",+49.3%,-63.9%,205,$426,"$16,975,319",30,-,False,False
27,28,The Hobbit: An Unexpected Journey,"$81,386",+65%,-42.8%,235,$346,"$302,648,445",100,Warner Bros.,False,False
28,31,Argo,"$69,610",+85.2%,-71.5%,185,$376,"$135,484,028",163,Warner Bros.,False,False
29,30,Zero Dark Thirty,"$64,420",+69.3%,-68.2%,215,$299,"$95,578,996",95,-,False,False
30,29,Parental Guidance,"$62,246",+43.9%,-1.8%,185,$336,"$76,706,100",89,Twentieth Century Fox,False,False
31,26,InAPPropriate Comedy,"$58,889",+2%,-,275,$214,"$116,642",2,Freestyle Releasing,False,False
32,35,Rise of the Guardians,"$45,971",+89.5%,-36.5%,162,$283,"$103,141,949",123,DreamWorks,False,False
33,34,Les Misérables,"$43,860",+70%,-50.8%,129,$340,"$148,648,010",89,Universal Pictures,False,False
34,32,Beautiful Creatures,"$43,853",+57.1%,+33.7%,188,$233,"$19,277,690",38,Warner Bros.,False,False
35,33,Mama,"$41,600",+60%,-33.1%,130,$320,"$71,444,840",65,Universal Pictures,False,False
36,36,The Impossible,"$33,996",+50.6%,-6.6%,123,$276,"$18,716,022",93,Lionsgate,False,False
37,37,From Up on Poppy Hill,"$24,459",+62.9%,-9%,6,"$4,076","$111,707",9,GKIDS,False,False
38,41,The Sapphires,"$18,454",+113.8%,-,4,"$4,613","$27,086",2,The Weinstein Company,False,False
39,38,To the Arctic 3D,"$17,961",+26.1%,-19.8%,52,$345,"$11,768,954",338,Warner Bros.,False,False
