TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,National Treasure: Book of Secrets,"$12,699,785",-17.2%,-,3832,"$3,314","$44,783,772",3,Walt Disney Studios Motion Pictures,False,False
2,2,I Am Legend,"$10,193,488",-17.8%,-44.5%,3620,"$2,815","$136,768,494",10,Warner Bros.,False,False
3,3,Alvin and the Chipmunks,"$8,853,881",-18.7%,-27%,3499,"$2,530","$84,046,353",10,Twentieth Century Fox,False,False
4,4,Charlie Wilson's War,"$3,167,250",-14.3%,-,2575,"$1,230","$9,656,250",3,Universal Pictures,False,False
5,5,Sweeney Todd: The Demon Barber of Fleet Street,"$2,582,209",-10.5%,-,1249,"$2,067","$9,300,805",3,DreamWorks,False,False
6,6,P.S. I Love You,"$1,928,876",-11.3%,-,2454,$786,"$6,481,221",3,Warner Bros.,False,False
7,7,The Golden Compass,"$1,630,000",-4.1%,-34.3%,2953,$551,"$48,993,803",17,New Line Cinema,False,True
8,8,Enchanted,"$1,438,773",-7.6%,-1%,2752,$522,"$98,421,252",33,Walt Disney Studios Motion Pictures,False,False
9,9,Walk Hard: The Dewey Cox Story,"$1,300,950",-5.5%,-,2650,$490,"$4,174,383",3,Sony Pictures Releasing,False,False
10,10,Juno,"$1,138,861",-9.1%,+150.4%,304,"$3,746","$6,409,721",19,Fox Searchlight Pictures,False,False
11,12,No Country for Old Men,"$685,000",-2.1%,-12.5%,1222,$560,"$36,892,644",45,Miramax,False,True
12,11,Atonement,"$655,096",-14.3%,+25.8%,297,"$2,205","$5,752,959",17,Focus Features,False,False
13,13,The Kite Runner,"$409,929",-10.2%,+188.1%,377,"$1,087","$1,879,253",10,Paramount Vantage,False,False
14,16,Fred Claus,"$329,259",+6.4%,-41.1%,1155,$285,"$70,645,805",45,Warner Bros.,False,False
15,15,This Christmas,"$301,541",-14.5%,-43.5%,879,$343,"$47,738,082",33,Screen Gems,False,False
16,14,The Perfect Holiday,"$293,258",-24.1%,-47.7%,1247,$235,"$4,493,474",12,Yari Film Group Releasing,False,False
17,17,August Rush,"$154,629",-11.2%,-64.8%,701,$220,"$29,495,525",33,Warner Bros.,False,False
18,18,Bee Movie,"$142,205",-10.8%,-37.8%,539,$263,"$123,060,493",52,DreamWorks,False,False
19,19,The Polar Express2007 IMAX Release,"$139,301",-10.3%,+46.5%,32,"$4,353","$1,810,844",80,Warner Bros.,False,False
20,20,Beowulf,"$132,108",-5.4%,-65.7%,352,$375,"$80,420,514",38,Paramount Pictures,False,False
21,21,American Gangster,"$119,340",-10.3%,-56.3%,459,$260,"$128,477,115",52,Universal Pictures,False,False
22,23,Hitman,"$72,180",-4.7%,-74%,444,$162,"$38,990,872",33,Twentieth Century Fox,False,False
23,22,The Savages,"$70,939",-26.1%,+153.2%,60,"$1,182","$794,915",26,Fox Searchlight Pictures,False,False
24,25,Awake,"$65,061",-5.1%,-78.4%,385,$168,"$13,921,814",24,-,False,False
25,24,Mr. Magorium's Wonder Emporium,"$55,834",-18.6%,-61.8%,406,$137,"$30,641,719",38,Twentieth Century Fox,False,False
26,26,I'm Not There,"$38,356",-7.9%,-40.8%,117,$327,"$2,848,674",33,The Weinstein Company,False,False
27,27,Into the Wild,"$37,357",-4.7%,-40.7%,102,$366,"$16,773,501",94,Paramount Vantage,False,False
28,28,Margot at the Wedding,"$21,614",-26.7%,-54.1%,106,$203,"$1,573,253",38,Paramount Vantage,False,False
29,35,Bella,"$20,336",+196.4%,-41.5%,69,$294,"$7,564,424",59,Roadside Attractions,False,False
30,29,Michael Clayton,"$18,056",-14.8%,-28.8%,64,$282,"$39,022,895",80,Warner Bros.,False,False
31,30,Lars and the Real Girl,"$15,457",-14.3%,-44.3%,65,$237,"$5,609,849",73,Metro-Goldwyn-Mayer (MGM),False,False
32,31,The Mist,"$13,983",-12.9%,-89.7%,166,$84,"$25,252,153",33,-,False,False
33,32,Deep Sea,"$11,803",-15.3%,+62%,15,$786,"$33,621,024",661,Warner Bros.,False,False
34,33,The Darjeeling Limited,"$10,958",-10.9%,-44.1%,41,$267,"$11,622,984",86,Fox Searchlight Pictures,False,False
35,34,"Lust, Caution","$6,040",-14.7%,-47.3%,17,$355,"$4,478,670",87,Focus Features,False,False
36,36,Blade RunnerThe Final Cut (2007 re-release),"$4,091",-3.3%,-61.2%,8,$511,"$1,125,991",80,Warner Bros.,False,False
37,37,Lions for Lambs,"$3,151",-23.6%,-66.6%,32,$98,"$14,927,651",45,United Artists,False,False
38,38,Control,"$2,318",-13.8%,-50.5%,12,$193,"$820,384",75,The Weinstein Company,False,False
39,39,Death at a Funeral,"$1,231",-18%,-62.2%,8,$153,"$8,576,612",129,Metro-Goldwyn-Mayer (MGM),False,False
40,40,The Assassination of Jesse James by the Coward Robert Ford,"$1,225",-13.9%,-70%,10,$122,"$3,868,378",94,Warner Bros.,False,False
41,41,In the Valley of Elah,$75,-31.8%,-94.9%,3,$25,"$6,764,923",101,Warner Independent Pictures (WIP),False,False
