TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,300,"$12,557,442",+24.7%,-49.1%,3270,"$3,840","$118,918,100",9,Warner Bros.,False,False
2,3,Wild Hogs,"$8,594,427",+59.1%,-32.3%,3360,"$2,557","$99,163,025",16,Walt Disney Studios Motion Pictures,False,False
3,2,Premonition,"$7,119,239",+12.3%,-,2831,"$2,514","$13,460,541",2,Sony Pictures Releasing,False,False
4,4,Dead Silence,"$3,032,400",+5.3%,-,1805,"$1,680","$5,911,375",2,Universal Pictures,False,False
5,5,I Think I Love My Wife,"$2,378,887",+36.2%,-,1776,"$1,339","$4,125,196",2,Fox Searchlight Pictures,False,False
6,6,Bridge to Terabithia,"$2,215,931",+50.4%,-28.7%,3091,$716,"$73,465,018",30,Walt Disney Studios Motion Pictures,False,False
7,7,Ghost Rider,"$1,840,416",+50.8%,-39.6%,2824,$651,"$109,263,016",30,Sony Pictures Releasing,False,False
8,8,Zodiac,"$1,359,224",+47.8%,-53.8%,2362,$575,"$28,128,678",16,Paramount Pictures,False,False
9,9,Norbit,"$1,233,744",+52.8%,-38.4%,2016,$611,"$91,713,433",37,DreamWorks,False,False
10,10,Music and Lyrics,"$981,261",+36.4%,-43%,1850,$530,"$46,877,275",32,Warner Bros.,False,False
11,11,Amazing Grace,"$899,000",+45.2%,-17.8%,1162,$773,"$13,863,000",23,IDP Distribution,False,True
12,12,The Number 23,"$699,000",+22.6%,-62%,2201,$317,"$33,037,000",23,New Line Cinema,False,True
13,13,Breach,"$670,425",+59.1%,-43.6%,1277,$525,"$30,970,930",30,Universal Pictures,False,False
14,15,Night at the Museum,"$371,882",+50.9%,-16.2%,610,$609,"$245,870,663",86,Twentieth Century Fox,False,False
15,14,The Ultimate Gift,"$326,000",+25.9%,-36.2%,800,$407,"$2,312,000",9,The Bigger Picture,False,True
16,19,The Namesake,"$314,985",+100.6%,+216.5%,41,"$7,682","$833,491",9,Fox Searchlight Pictures,False,False
17,20,Daddy's Little Girls,"$285,870",+85.1%,-52.2%,467,$612,"$30,923,712",32,Lionsgate,False,False
18,17,Happy Feet,"$258,715",+45.2%,-9.2%,490,$527,"$196,382,577",121,Warner Bros.,False,False
19,16,Black Snake Moan,"$253,669",+29.6%,-66.7%,862,$294,"$8,528,880",16,Paramount Vantage,False,False
20,18,The Astronaut Farmer,"$235,229",+45.6%,-49.2%,650,$361,"$10,240,731",23,Warner Bros.,False,False
21,21,Pan's Labyrinth,"$188,434",+53.3%,-46%,376,$501,"$36,064,048",79,Picturehouse,False,False
22,25,The Last King of Scotland,"$165,872",+85.4%,-48.2%,330,$502,"$16,757,767",172,Fox Searchlight Pictures,False,False
23,24,The Queen,"$139,000",+54.4%,-48.1%,339,$410,"$55,642,000",169,Miramax,False,True
