TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,National Treasure: Book of Secrets,"$12,261,261",+16.6%,-26.8%,3832,"$3,199","$100,663,964",8,Walt Disney Studios Motion Pictures,False,False
2,2,Alvin and the Chipmunks,"$10,299,447",+8.2%,+22%,3484,"$2,956","$122,674,016",15,Twentieth Century Fox,False,False
3,3,I Am Legend,"$9,285,282",+25.4%,-14.9%,3636,"$2,553","$176,360,519",15,Warner Bros.,False,False
4,4,Charlie Wilson's War,"$3,926,875",+28.1%,+40.6%,2575,"$1,525","$26,665,305",8,Universal Pictures,False,False
5,5,Aliens vs. Predator: Requiem,"$3,379,183",+14.9%,-,2611,"$1,294","$20,209,200",4,Twentieth Century Fox,False,False
6,6,Juno,"$3,339,250",+23.6%,+222.9%,1019,"$3,276","$18,720,468",24,Fox Searchlight Pictures,False,False
7,7,The Water Horse,"$3,178,736",+18.6%,-,2772,"$1,146","$10,789,947",4,Revolution Studios,False,False
8,8,P.S. I Love You,"$3,033,285",+22.7%,+27.5%,2464,"$1,231","$17,330,841",8,Warner Bros.,False,False
9,9,Sweeney Todd: The Demon Barber of Fleet Street,"$2,652,946",+13.6%,-30.8%,1249,"$2,124","$21,372,182",8,DreamWorks,False,False
10,10,Enchanted,"$2,191,129",+10.1%,+78.5%,2262,$968,"$106,339,899",38,Walt Disney Studios Motion Pictures,False,False
11,11,The Great Debaters,"$1,989,184",+26.3%,-,1171,"$1,698","$9,240,192",4,-,False,False
12,12,The Golden Compass,"$1,495,000",+20.6%,+22%,1935,$772,"$55,587,000",22,New Line Cinema,False,True
13,13,Walk Hard: The Dewey Cox Story,"$1,290,969",+21.6%,-13.7%,2650,$487,"$9,860,297",8,Sony Pictures Releasing,False,False
14,14,Atonement,"$928,808",+32.8%,+78.1%,310,"$2,996","$9,042,923",22,Focus Features,False,False
15,-,No Country for Old Men,"$690,000",-,+40.8%,960,$718,"$39,540,000",50,Miramax,False,True
16,15,The Kite Runner,"$545,065",+26.4%,+74.6%,377,"$1,445","$4,096,352",15,Paramount Vantage,False,False
17,16,Bee Movie,"$211,523",+7.4%,+97.3%,475,$445,"$123,788,093",57,DreamWorks,False,False
18,19,The Savages,"$145,511",+52.9%,+185.5%,111,"$1,310","$1,313,070",31,Fox Searchlight Pictures,False,False
19,17,This Christmas,"$130,783",+16.4%,-51.6%,341,$383,"$48,518,861",38,Screen Gems,False,False
20,20,The Perfect Holiday,"$114,053",+19.9%,-61%,331,$344,"$5,173,782",17,Yari Film Group Releasing,False,False
21,24,American Gangster,"$92,085",+51.7%,+3%,307,$299,"$128,816,095",57,Universal Pictures,False,False
22,22,The Bucket List,"$91,731",+38.9%,-,16,"$5,733","$387,619",4,Warner Bros.,False,False
23,18,Beowulf,"$91,134",-7.9%,-10.9%,290,$314,"$80,869,711",43,Paramount Pictures,False,False
24,25,August Rush,"$77,615",+28.4%,-46.5%,262,$296,"$29,873,196",38,Warner Bros.,False,False
25,21,The Polar Express2007 IMAX Release,"$76,564",+5.4%,-26.4%,32,"$2,392","$2,125,402",85,Warner Bros.,False,False
26,26,Mr. Magorium's Wonder Emporium,"$74,970",+30.9%,+2%,315,$238,"$30,869,266",43,Twentieth Century Fox,False,False
27,-,The Orphanage,"$73,708",-,-,19,"$3,879","$73,708",1,Picturehouse,True,False
28,23,Fred Claus,"$68,271",+8.5%,-69.8%,503,$135,"$71,170,568",50,Warner Bros.,False,False
29,27,There Will Be Blood,"$61,822",+10%,-,2,"$30,911","$186,000",3,Paramount Vantage,False,False
30,29,Hitman,"$35,770",+47.5%,-41.1%,181,$197,"$39,131,203",38,Twentieth Century Fox,False,False
31,30,Into the Wild,"$34,895",+49.6%,+40.7%,81,$430,"$16,898,919",99,Paramount Vantage,False,False
32,28,I'm Not There,"$34,626",+5.8%,+24.4%,93,$372,"$3,004,958",38,The Weinstein Company,False,False
33,32,Margot at the Wedding,"$24,015",+22.2%,+18.5%,99,$242,"$1,667,677",43,Paramount Vantage,False,False
34,31,Deep Sea,"$22,887",+10.2%,+54.6%,15,"$1,525","$33,692,898",666,Warner Bros.,False,False
35,34,Awake,"$21,904",+70.3%,-64.8%,88,$248,"$14,011,271",29,-,False,False
36,33,Michael Clayton,"$17,260",+30.9%,+50.3%,44,$392,"$39,089,887",85,Warner Bros.,False,False
37,35,Lars and the Real Girl,"$12,236",+35.5%,-0.1%,40,$305,"$5,656,196",78,Metro-Goldwyn-Mayer (MGM),False,False
38,36,The Darjeeling Limited,"$11,699",+62.1%,+49.1%,38,$307,"$11,659,203",91,Fox Searchlight Pictures,False,False
39,39,Blade RunnerThe Final Cut (2007 re-release),"$7,989",+101%,+168.4%,8,$998,"$1,149,541",85,Warner Bros.,False,False
40,38,The Mist,"$7,612",+58.6%,-40%,71,$107,"$25,279,159",38,-,False,False
41,40,Bella,"$5,716",+67.6%,-15.2%,39,$146,"$7,582,338",64,Roadside Attractions,False,False
42,37,"Lust, Caution","$5,474",+10.1%,-14.8%,19,$288,"$4,507,994",92,Focus Features,False,False
43,41,Control,"$1,570",-26.7%,-5.6%,12,$130,"$828,253",80,The Weinstein Company,False,False
44,42,The Assassination of Jesse James by the Coward Robert Ford,"$1,290",-15.6%,+33.4%,10,$129,"$3,873,745",99,Warner Bros.,False,False
45,43,Lions for Lambs,$910,-2.5%,-77.8%,12,$75,"$14,932,614",50,United Artists,False,False
46,-,In the Valley of Elah,$25,-,-90.9%,3,$8,"$6,764,948",106,Warner Independent Pictures (WIP),False,False
