TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Spider-Man 3,"$15,825,695",-37.1%,-60.4%,4252,"$3,721","$240,236,828",10,Sony Pictures Releasing,False,False
2,3,Georgia Rule,"$2,497,770",+4.8%,-,2523,$990,"$6,773,870",3,Universal Pictures,False,False
3,2,28 Weeks Later,"$2,330,171",-34.4%,-,2303,"$1,011","$9,807,292",3,Fox Atomic,False,False
4,4,Disturbia,"$1,096,021",-45.7%,-18.8%,3106,$352,"$66,220,865",31,DreamWorks,False,False
5,6,Fracture,"$898,000",-27.3%,-11.8%,2202,$407,"$31,032,946",24,New Line Cinema,False,True
6,5,Delta Farce,"$867,439",-36.8%,-,1931,$449,"$3,420,645",3,Lionsgate,False,False
7,8,Meet the Robinsons,"$657,094",-12.2%,-19.2%,1640,$400,"$94,296,510",45,Walt Disney Studios Motion Pictures,False,False
8,7,The Invisible,"$631,181",-32.6%,-20.5%,1943,$324,"$15,659,122",17,Walt Disney Studios Motion Pictures,False,False
9,10,Next,"$549,706",-21.1%,-29.4%,2017,$272,"$14,738,075",17,Paramount Pictures,False,False
10,9,Hot Fuzz,"$500,000",-29%,-24.7%,1236,$404,"$18,991,668",24,Rogue Pictures,False,True
11,11,Blades of Glory,"$414,353",-31.8%,-31.4%,1436,$288,"$113,874,366",45,DreamWorks,False,False
12,12,The Ex,"$363,974",-32.9%,-,1009,$360,"$1,394,229",3,-,False,False
13,13,Lucky You,"$353,100",-24.7%,-45.9%,2525,$139,"$4,818,316",10,Warner Bros.,False,False
14,14,Are We Done Yet?,"$265,427",-37.5%,-43.7%,1010,$262,"$47,342,077",40,Revolution Studios,False,False
15,16,Waitress,"$226,004",-17.7%,+691.2%,65,"$3,476","$808,932",12,Fox Searchlight Pictures,False,False
16,15,Vacancy,"$205,505",-40.1%,-50.1%,906,$226,"$17,894,639",24,Screen Gems,False,False
17,17,The Namesake,"$131,793",-27.5%,+1.7%,271,$486,"$12,070,226",66,Fox Searchlight Pictures,False,False
18,19,Perfect Stranger,"$100,312",-25.2%,-33.2%,346,$289,"$23,380,738",31,Revolution Studios,False,False
19,20,The Condemned,"$91,895",-25.2%,-77%,508,$180,"$7,070,511",17,Lionsgate,False,False
20,18,Away from Her,"$90,530",-38.4%,+167.5%,54,"$1,676","$491,602",10,Lionsgate,False,False
21,22,In the Land of Women,"$80,960",-24.8%,-58.7%,455,$177,"$10,652,576",24,Warner Bros.,False,False
22,21,300,"$67,638",-41.8%,-45.2%,230,$294,"$208,323,517",66,Warner Bros.,False,False
23,23,Kickin' It Old Skool,"$59,828",-33.2%,-71.8%,277,$215,"$4,127,428",17,Yari Film Group Releasing,False,False
24,24,TMNT,"$52,977",-38.2%,+43.8%,404,$131,"$53,491,142",52,Warner Bros.,False,False
25,26,Year of the Dog,"$49,953",-27.7%,-18.4%,152,$328,"$1,177,245",31,Paramount Vantage,False,False
26,25,Firehouse Dog,"$46,139",-35.7%,-17.4%,352,$131,"$13,163,214",40,Twentieth Century Fox,False,False
27,31,The Salon,"$34,000",-2.9%,-,210,$161,"$92,362",3,The Bigger Picture,False,True
28,28,Night at the Museum,"$33,013",-35.5%,-28.3%,200,$165,"$250,603,633",143,Twentieth Century Fox,False,False
29,27,Shooter,"$29,778",-42.1%,-33%,152,$195,"$46,411,361",52,Paramount Pictures,False,False
30,29,Deep Sea,"$29,660",-22.7%,+23.5%,25,"$1,186","$27,247,688",437,Warner Bros.,False,False
31,30,The Hills Have Eyes 2,"$19,523",-46.7%,+14.8%,115,$169,"$20,693,511",52,Fox Atomic,False,False
32,32,Grindhouse,"$19,293",-34.5%,-54.6%,95,$203,"$24,437,669",38,-,False,False
33,36,Miss Potter,"$16,207",-4%,+9.8%,62,$261,"$2,731,707",136,-,False,False
34,33,Pathfinder,"$15,957",-34.5%,-30.3%,100,$159,"$9,793,043",31,Twentieth Century Fox,False,False
35,35,Brand Upon the Brain! A Remembrance in 12 Chapters,"$13,958",-26.7%,-,1,"$13,958","$63,837",5,Vitagraph Films,False,False
36,34,The Reaping,"$12,825",-42.6%,-84.7%,160,$80,"$24,830,388",39,Warner Bros.,False,False
37,39,Home of the Brave,"$7,886",-17.8%,-,44,$179,"$25,261",150,Metro-Goldwyn-Mayer (MGM),False,False
38,37,Music and Lyrics,"$7,558",-41.7%,-31.9%,73,$103,"$50,562,555",89,Warner Bros.,False,False
39,38,Redline,"$6,134",-42.6%,-59%,51,$120,"$6,858,335",31,Chicago Pictures,False,False
40,40,Pan's Labyrinth,"$5,400",-31.3%,-30.4%,37,$145,"$37,541,055",136,Picturehouse,False,False
41,42,Journey from the Fall,"$5,004",+37.6%,-57.6%,10,$500,"$555,595",52,ImaginAsian Pictures,False,False
42,41,The Flying Scotsman,"$4,243",-42.8%,-78.1%,36,$117,"$122,919",10,Metro-Goldwyn-Mayer (MGM),False,False
43,43,Nomad: The Warrior,$988,+7.4%,+47%,21,$47,"$77,231",59,The Weinstein Company,False,False
44,44,Black Snake Moan,$419,-42%,-34.3%,7,$59,"$9,394,218",73,Paramount Vantage,False,False
45,45,First Snow,$16,-84.9%,-97.6%,1,$16,"$212,117",52,Yari Film Group Releasing,False,False
