TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,50 First Dates,"$6,502,801",+235.7%,-35.3%,3612,"$1,800","$57,813,969",8,Sony Pictures Releasing,False,False
2,-,Confessions of a Teenage Drama Queen,"$2,827,842",-,-,2503,"$1,129","$2,827,842",1,Walt Disney Studios Motion Pictures,True,False
3,-,EuroTrip,"$2,278,093",-,-,2512,$906,"$2,278,093",1,DreamWorks Distribution,True,False
4,2,Miracle,"$2,204,035",+175.3%,-32.3%,2713,$812,"$44,752,936",15,Walt Disney Studios Motion Pictures,False,False
5,-,Welcome to Mooseport,"$2,055,630",-,-,2868,$716,"$2,055,630",1,Twentieth Century Fox,True,False
6,3,Barbershop 2: Back in Business,"$1,722,823",+166.6%,-40.1%,2229,$772,"$48,659,255",15,Metro-Goldwyn-Mayer (MGM),False,False
7,-,Against the Ropes,"$953,679",-,-,1601,$595,"$953,679",1,Paramount Pictures,True,False
8,4,The Butterfly Effect,"$854,000",+162.8%,-22.9%,1901,$449,"$51,086,000",29,New Line Cinema,False,True
9,9,You Got Served,"$735,471",+178%,-28.4%,1441,$510,"$34,512,516",22,Screen Gems,False,False
10,8,Mystic River,"$671,784",+145.8%,-9.4%,1352,$496,"$76,784,054",136,Warner Bros.,False,False
11,7,Monster,"$670,410",+140.7%,-8.8%,1087,$616,"$21,936,529",59,Newmarket Films,False,False
12,6,The Lord of the Rings: The Return of the King,"$653,702",+122.9%,-18.2%,1407,$464,"$358,922,181",66,New Line Cinema,False,False
13,10,Along Came Polly,"$617,040",+142.9%,-38.6%,1714,$360,"$83,430,485",36,Universal Pictures,False,False
14,11,Cold Mountain,"$594,000",+170%,-18.9%,1404,$423,"$89,042,000",58,Miramax,False,True
15,12,Something's Gotta Give,"$428,080",+132.4%,-21.3%,915,$467,"$120,244,829",71,Sony Pictures Releasing,False,False
16,5,Catch That Kid,"$398,293",+35%,-52%,1745,$228,"$13,731,709",15,Twentieth Century Fox,False,False
17,13,Big Fish,"$322,761",+94.5%,-38.6%,947,$340,"$64,285,842",73,Sony Pictures Releasing,False,False
18,16,Lost in Translation,"$223,000",+125.3%,-30.5%,481,$463,"$42,609,000",162,Focus Features,False,True
19,14,Cheaper by the Dozen,"$176,709",+30.6%,-50.3%,801,$220,"$134,895,321",58,Twentieth Century Fox,False,False
20,18,In America,"$164,838",+134.2%,-4.3%,261,$631,"$12,812,796",87,Fox Searchlight Pictures,False,False
21,17,Master and Commander: The Far Side of the World,"$138,135",+73.6%,-38.1%,382,$361,"$91,638,681",99,Twentieth Century Fox,False,False
22,15,Calendar Girls,"$134,240",+12.2%,-38.7%,519,$258,"$29,230,346",64,Walt Disney Studios Motion Pictures,False,False
23,22,The Dreamers,"$118,299",+214.8%,+10.7%,115,"$1,028","$949,008",15,Fox Searchlight Pictures,False,False
24,20,The Last Samurai,"$89,706",+83.2%,-20.8%,220,$407,"$109,767,303",78,Warner Bros.,False,False
25,23,House of Sand and Fog,"$63,010",+90.7%,+14.4%,176,$358,"$12,051,502",64,DreamWorks Distribution,False,False
26,24,Peter Pan,"$49,285",+124%,+7.2%,340,$144,"$47,412,400",58,Universal Pictures,False,False
27,21,Win a Date with Tad Hamilton!,"$42,463",+5.8%,-72.1%,187,$227,"$16,821,667",29,DreamWorks Distribution,False,False
28,-,Mona Lisa Smile,"$42,426",-,-23.6%,235,$180,"$63,592,362",64,Revolution Studios,False,False
29,19,The Perfect Score,"$37,945",-37.7%,-83%,582,$65,"$10,203,561",22,Paramount Pictures,False,False
30,31,Osama,"$27,213",+334.2%,+126.1%,15,"$1,814","$184,119",15,United Artists,False,False
31,27,Gothika,"$25,124",+139.9%,-6.2%,169,$148,"$59,383,860",92,Warner Bros.,False,False
32,38,Chasing Liberty,"$23,251","+1,928.9%",+551.3%,191,$121,"$12,093,730",43,Warner Bros.,False,False
33,29,Torque,"$17,404",+105.8%,-34.7%,121,$143,"$20,794,203",36,Warner Bros.,False,False
34,30,Love Don't Cost a Thing,"$15,987",+141.9%,-12.7%,111,$144,"$21,755,265",71,Warner Bros.,False,False
35,33,Stuck on You,"$12,355",+128.4%,-19.2%,104,$118,"$33,729,625",71,Twentieth Century Fox,False,False
36,35,Paycheck,"$6,510",+138.2%,-48.6%,59,$110,"$53,409,601",58,Paramount Pictures,False,False
37,36,School of Rock,"$6,354",+134.7%,-27.3%,35,$181,"$81,223,404",141,Paramount Pictures,False,False
38,25,The Big Bounce,"$5,582",-67.3%,-86.5%,34,$164,"$6,389,628",22,Warner Bros.,False,False
39,34,The Matrix Revolutions,"$5,429",+24.7%,-28.6%,31,$175,"$139,243,247",108,Warner Bros.,False,False
40,37,The Lost Skeleton of Cadavra,"$4,191",+190.8%,-9.2%,8,$523,"$39,028",15,Sony Pictures Repertory,False,False
41,-,A Grin Without A Cat,$119,-,-,1,$119,"$35,219",661,Icarus Films,False,False
