TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,3,Ray,"$1,553,885",-9.4%,-,2006,$774,"$23,308,745",5,Universal Pictures,False,False
2,1,Saw,"$1,463,711",-22.5%,-,2315,$632,"$21,628,701",5,Lionsgate,False,False
3,2,The Grudge,"$1,438,019",-16.4%,-40.8%,3348,$429,"$73,843,690",12,Sony Pictures Releasing,False,False
4,4,Shark Tale,"$978,301",+43.3%,+80.2%,3381,$289,"$148,520,092",33,DreamWorks Distribution,False,False
5,5,Shall We Dance,"$702,000",+24.7%,-20.9%,2476,$283,"$35,205,000",19,Miramax,False,True
6,7,Friday Night Lights,"$361,645",+4.8%,-2.8%,3004,$120,"$53,651,360",26,Universal Pictures,False,False
7,6,Team America: World Police,"$335,632",-10.1%,-35.5%,2335,$143,"$27,954,158",19,Paramount Pictures,False,False
8,8,Ladder 49,"$327,654",+15.8%,-17%,2382,$137,"$66,729,302",33,Walt Disney Studios Motion Pictures,False,False
9,9,Surviving Christmas,"$308,975",+20.4%,+8.4%,2755,$112,"$8,545,994",12,DreamWorks Distribution,False,False
10,10,Taxi2004 Re-release,"$219,318",+12.2%,+3.3%,1884,$116,"$33,115,139",28,Twentieth Century Fox,False,False
11,11,Birth,"$164,000",-8.4%,-,550,$298,"$2,049,000",5,New Line Cinema,False,True
12,13,The Forgotten,"$147,808",-2.5%,-32.2%,1735,$85,"$64,840,525",40,Revolution Studios,False,False
13,12,I Heart Huckabees,"$144,726",-14%,-38.5%,901,$160,"$8,754,027",33,Fox Searchlight Pictures,False,False
14,14,Napoleon Dynamite,"$41,418",-24.1%,-3.4%,387,$107,"$41,973,650",145,Fox Searchlight Pictures,False,False
15,15,Sideways,"$29,453",-26.3%,+39.5%,16,"$1,840","$779,484",12,Fox Searchlight Pictures,False,False
16,16,The Bourne Supremacy,"$24,750",+5.9%,-9.5%,277,$89,"$175,148,730",103,Universal Pictures,False,False
17,18,Sky Captain and the World of Tomorrow,"$17,920",+5.2%,-57%,335,$53,"$37,261,389",47,Paramount Pictures,False,False
18,17,Garden State,"$14,496",-22.4%,-45%,181,$80,"$26,034,850",98,Fox Searchlight Pictures,False,False
19,19,Without a Paddle,"$13,261",+20.4%,+46%,174,$76,"$57,114,713",75,Paramount Pictures,False,False
20,20,Stage Beauty,"$10,853",+2.8%,-,70,$155,"$532,098",26,Lionsgate,False,False
21,22,"I, Robot","$9,494",+15%,-20.9%,152,$62,"$144,386,235",110,Twentieth Century Fox,False,False
22,21,The Manchurian Candidate,"$9,197",+11.2%,-25.4%,140,$65,"$65,826,063",96,Paramount Pictures,False,False
23,27,First Daughter,"$6,049",+42%,+23.4%,118,$51,"$8,909,206",40,Twentieth Century Fox,False,False
24,28,Alien vs. Predator,"$4,985",+30.5%,-19.2%,139,$35,"$80,167,577",82,Twentieth Century Fox,False,False
25,23,The Machinist,"$4,827",-28%,-27.6%,8,$603,"$153,368",12,Paramount Classics,False,False
26,24,NASCAR: The IMAX Experience,"$4,788",-24.8%,-25.3%,35,$136,"$19,157,843",236,Warner Bros.,False,False
27,33,Harry Potter and the Prisoner of Azkaban,"$3,854",+135.6%,+32.1%,55,$70,"$249,364,217",152,Warner Bros.,False,False
28,25,Enduring Love,"$3,768",-16.5%,-,5,$753,"$42,889",5,Paramount Classics,False,False
29,29,Around the Bend,"$3,005",-9.5%,-39.3%,51,$58,"$166,895",26,Warner Independent Pictures (WIP),False,False
30,31,The Final Cut,"$2,729",-13.9%,-,49,$55,"$535,091",19,Lionsgate,False,False
31,32,Exorcist: The Beginning,"$2,583",-0.7%,-42.9%,124,$20,"$41,789,931",75,Warner Bros.,False,False
32,26,Ghost in the Shell 2: Innocence,"$2,488",-42.1%,+35.6%,47,$52,"$931,266",47,-,False,False
33,30,Undertow,"$2,242",-29.7%,-19.1%,20,$112,"$63,844",12,United Artists,False,False
34,34,Paparazzi,"$1,121",+49.5%,-34.2%,24,$46,"$15,690,229",61,Twentieth Century Fox,False,False
35,35,Intimate Strangers,$873,+80.4%,-14.5%,14,$62,"$2,091,846",96,Paramount Classics,False,False
36,36,Mean Creek,$398,+141.2%,-35.3%,11,$36,"$591,375",75,Paramount Classics,False,False
37,37,I'll Sleep When I'm Dead,$9,-55%,-86.6%,1,$9,"$356,803",140,Paramount Classics,False,False
