TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,2,What Women Want,"$2,703,395",-51.5%,-60.8%,3046,$887,"$118,465,278",19,Paramount Pictures,False,False
2,3,Miss Congeniality,"$2,454,531",-46.7%,-48%,2668,$919,"$48,837,202",12,Warner Bros.,False,False
3,4,The Family Man,"$1,687,770",-57.5%,-60.9%,2394,$705,"$44,832,140",12,Universal Pictures,False,False
4,6,Vertical Limit,"$1,006,979",-50.8%,-48.4%,2456,$410,"$52,887,093",26,Sony Pictures Releasing,False,False
5,7,How the Grinch Stole Christmas,"$948,295",-45.5%,-71%,3161,$299,"$254,315,750",47,Universal Pictures,False,False
6,8,"Crouching Tiger, Hidden Dragon","$638,549",-49.4%,-29.8%,162,"$3,941","$14,089,340",26,Sony Pictures Classics,False,False
7,10,102 Dalmatians,"$555,691",-28.7%,-37.3%,1577,$352,"$58,891,650",42,Walt Disney Studios Motion Pictures,False,False
8,11,Rugrats in Paris: The Movie,"$424,328",-33.7%,-37.9%,1749,$242,"$71,620,027",47,Paramount Pictures,False,False
9,9,Proof of Life,"$362,092",-58%,-54.1%,2062,$175,"$29,415,569",26,Warner Bros.,False,False
10,12,Unbreakable,"$277,520",-45.4%,-50.3%,1307,$212,"$90,311,316",42,Walt Disney Studios Motion Pictures,False,False
11,13,Meet the Parents,"$88,195",-50.8%,-41.4%,569,$155,"$161,413,685",89,Universal Pictures,False,False
12,14,Charlie's Angels,"$64,824",-40.5%,-32.6%,606,$106,"$122,867,585",61,Sony Pictures Releasing,False,False
13,15,Bring It On,"$9,495",-40.5%,-17%,76,$124,"$68,363,045",131,Universal Pictures,False,False
14,16,The Contender,"$6,533",-41.6%,-20.7%,114,$57,"$17,810,806",82,DreamWorks Distribution,False,False
15,17,What Lies Beneath,"$5,489",-48%,-34.7%,77,$71,"$155,375,851",166,DreamWorks Distribution,False,False
16,19,The Legend of Bagger Vance,"$3,201",-52.5%,-64.8%,54,$59,"$30,698,428",61,DreamWorks Distribution,False,False
17,18,An Everlasting Piece,"$2,425",-73.8%,-48.8%,8,$303,"$55,198",12,DreamWorks Distribution,False,False
18,20,Nutty Professor II: The Klumps,$805,-68.2%,-44.5%,23,$35,"$123,308,750",159,Universal Pictures,False,False
