TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Traffic,"$1,568,391",+2.4%,-,1510,"$1,038","$19,140,711",14,USA Films,False,False
2,2,What Women Want,"$1,117,342",+17.2%,-58.7%,3052,$366,"$139,968,183",26,Paramount Pictures,False,False
3,3,Miss Congeniality,"$953,257",+18.2%,-61.2%,2668,$357,"$67,136,369",19,Warner Bros.,False,False
4,4,The Family Man,"$650,695",+14.9%,-61.4%,2410,$269,"$57,469,280",19,Universal Pictures,False,False
5,5,"Crouching Tiger, Hidden Dragon","$417,689",+17.6%,-34.6%,172,"$2,428","$19,268,833",33,Sony Pictures Classics,False,False
6,6,How the Grinch Stole Christmas,"$128,995",-0.5%,-86.4%,2594,$49,"$258,088,985",54,Universal Pictures,False,False
7,7,Proof of Life,"$118,443",+22.6%,-67.3%,1381,$85,"$31,408,133",33,Warner Bros.,False,False
8,8,Meet the Parents,"$61,380",+16.1%,-30.4%,558,$110,"$162,269,915",96,Universal Pictures,False,False
9,9,The Contender,"$2,425",+44.3%,-62.9%,49,$49,"$17,848,342",89,DreamWorks Distribution,False,False
10,11,What Lies Beneath,"$1,965",+44.5%,-64.2%,35,$56,"$155,407,662",173,DreamWorks Distribution,False,False
11,10,An Everlasting Piece,"$1,368",-8.1%,-43.6%,7,$195,"$70,963",19,DreamWorks Distribution,False,False
12,12,The Legend of Bagger Vance,$625,-14.1%,-80.5%,18,$34,"$30,712,153",68,DreamWorks Distribution,False,False
