TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,"Monsters, Inc.","$14,398,164",-27.3%,-21.1%,3269,"$4,404","$122,150,373",10,Walt Disney Studios Motion Pictures,False,False
2,2,Shallow Hal,"$6,074,578",-33.3%,-,2770,"$2,192","$22,518,295",3,Twentieth Century Fox,False,False
3,3,The One,"$2,566,428",-33.7%,-41.8%,2894,$886,"$31,914,334",10,Revolution Studios,False,False
4,4,K-PAX,"$1,677,650",-40.9%,-25.5%,2581,$650,"$40,444,110",17,Universal Pictures,False,False
5,5,The Last Castle,"$225,493",-31.6%,-46.3%,924,$244,"$17,403,764",24,DreamWorks Distribution,False,False
6,6,Mulholland Drive,"$109,450",-34.5%,-12.9%,199,$550,"$4,315,443",35,Universal Pictures,False,False
7,7,American Pie 2,"$36,815",-33.9%,+8%,199,$185,"$144,562,015",94,Universal Pictures,False,False
8,9,Jurassic Park III,"$35,195",-32.2%,-3%,176,$199,"$180,774,150",117,Universal Pictures,False,False
9,8,Shrek,"$35,069",-32.6%,-12.8%,234,$149,"$267,367,187",180,DreamWorks Distribution,False,False
10,10,Moulin Rouge!,"$2,132",-43.7%,+20.8%,11,$193,"$56,733,370",178,Twentieth Century Fox,False,False
