TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Cars 3,"$5,481,494",-65%,-,4256,"$1,287","$59,170,174",4,-,False,False
2,2,Wonder Woman,"$4,808,414",-67.6%,-23.3%,4018,"$1,196","$279,903,994",18,Warner Bros.,False,False
3,3,All Eyez on Me,"$2,097,445",-64.6%,-,2471,$848,"$28,532,799",4,Lionsgate,False,False
4,4,The Mummy,"$1,589,415",-70.6%,-38.7%,4034,$394,"$58,711,075",11,Universal Pictures,False,False
5,6,47 Meters Down,"$1,518,090",-50.6%,-,2270,$668,"$12,723,652",4,Entertainment Studios Motion Pictures,False,False
6,5,Pirates of the Caribbean: Dead Men Tell No Tales,"$1,083,688",-66.7%,-15.3%,2759,$392,"$151,655,841",25,-,False,False
7,7,Captain Underpants: The First Epic Movie,"$921,446",-57%,-32.4%,2968,$310,"$58,716,647",18,Twentieth Century Fox,False,False
8,9,Rough Night,"$910,213",-49.3%,-,3162,$287,"$8,914,496",4,Sony Pictures Entertainment (SPE),False,False
9,8,Guardians of the Galaxy Vol. 2,"$609,510",-69.7%,-20%,1813,$336,"$375,552,257",46,-,False,False
10,11,It Comes at Night,"$405,836",-47.2%,-32.8%,2450,$165,"$11,530,467",11,A24,False,False
11,10,Megan Leavey,"$303,389",-66.7%,-29.9%,1832,$165,"$8,681,891",11,Bleecker Street Media,False,False
12,12,Baywatch,"$239,080",-51%,-57.9%,1307,$182,"$55,397,567",26,Paramount Pictures,False,False
13,13,The Book of Henry,"$182,815",-52.9%,-,579,$315,"$1,607,355",4,Focus Features,False,False
14,19,"Everything, Everything","$78,301",-4.4%,-69.4%,403,$194,"$33,261,392",32,Warner Bros.,False,False
15,14,Alien: Covenant,"$74,640",-64.1%,-66.9%,400,$186,"$72,828,774",32,Twentieth Century Fox,False,False
16,15,Beatriz at Dinner,"$67,772",-67%,+361%,77,$880,"$973,872",11,Roadside Attractions,False,False
17,16,My Cousin Rachel,"$65,472",-57.2%,-38.5%,531,$123,"$2,040,612",11,Fox Searchlight Pictures,False,False
18,17,The Boss Baby,"$54,787",-45.3%,-26.2%,260,$210,"$172,547,772",81,Twentieth Century Fox,False,False
19,20,Beauty and the Beast,"$34,702",-51.2%,-28.3%,242,$143,"$503,403,508",95,-,False,False
20,22,Diary of a Wimpy Kid: The Long Haul,"$32,096",-40.1%,-61.8%,255,$125,"$20,119,904",32,Twentieth Century Fox,False,False
21,21,The Fate of the Furious,"$31,425",-53.3%,-40.3%,189,$166,"$224,966,305",67,Universal Pictures,False,False
22,25,Snatched,"$19,367",-45.4%,-67.9%,211,$91,"$45,422,740",39,Twentieth Century Fox,False,False
23,23,The Hero,"$15,126",-66.4%,+343.6%,27,$560,"$211,603",11,The Orchard,False,False
24,24,How to Be a Latin Lover,"$14,176",-66.9%,+15.8%,119,$119,"$32,102,205",53,Pantelion Films,False,False
25,26,King Arthur: Legend of the Sword,"$13,312",-61.7%,-73.5%,158,$84,"$38,547,957",39,Warner Bros.,False,False
26,27,Going in Style,"$11,936",-65.1%,-42%,166,$71,"$44,761,393",74,Warner Bros.,False,False
27,30,Gifted,"$10,510",-52.3%,-32.1%,100,$105,"$24,432,483",74,Fox Searchlight Pictures,False,False
28,28,Churchill,"$9,446",-69.3%,-63.1%,60,$157,"$1,002,463",18,Cohen Media Group,False,False
