TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Kingsman: The Golden Circle,"$2,602,154",-71.3%,-,4003,$650,"$41,625,164",4,Twentieth Century Fox,False,False
2,2,It,"$1,915,789",-73.6%,-54.5%,4007,$478,"$268,012,164",18,Warner Bros.,False,False
3,3,The Lego Ninjago Movie,"$758,119",-86.6%,-,4047,$187,"$21,191,190",4,Warner Bros.,False,False
4,4,American Assassin,"$537,574",-67.8%,-58.1%,3154,$170,"$26,722,650",11,Lionsgate,False,False
5,5,Mother!,"$324,318",-62.5%,-48.1%,2368,$136,"$13,784,116",11,Paramount Pictures,False,False
6,6,Home Again,"$248,244",-67%,-38.8%,2685,$92,"$22,516,231",18,Open Road Films (II),False,False
7,7,Friend Request,"$157,385",-68.7%,-,2573,$61,"$2,160,248",4,Entertainment Studios Motion Pictures,False,False
8,9,Stronger,"$141,304",-63.8%,-,573,$246,"$1,752,344",4,Roadside Attractions,False,False
9,8,The Hitman's Bodyguard,"$136,520",-65.1%,-54.7%,2037,$67,"$73,493,221",39,Lionsgate,False,False
10,10,Wind River,"$123,944",-60%,-54.7%,1431,$86,"$31,769,574",53,The Weinstein Company,False,False
11,13,Brad's Status,"$72,323",-65.5%,"+1,166.6%",453,$159,"$1,138,853",11,Annapurna Pictures,False,False
12,12,Spider-Man: Homecoming,"$65,319",-74.4%,-43.6%,1006,$64,"$331,922,693",81,Sony Pictures Entertainment (SPE),False,False
13,16,Dunkirk,"$59,880",-56%,-51.4%,678,$88,"$186,351,900",67,Warner Bros.,False,False
14,11,Leap!2017 Re-release,"$41,993",-85.6%,-62.4%,1301,$32,"$20,304,215",32,The Weinstein Company,False,False
15,15,Annabelle: Creation,"$41,216",-70.2%,-74.8%,682,$60,"$101,145,646",46,Warner Bros.,False,False
16,17,Battle of the Sexes,"$38,179",-71.9%,-,21,"$1,818","$556,511",4,Fox Searchlight Pictures,False,False
17,14,Despicable Me 3,"$25,035",-83.2%,-48.6%,539,$46,"$261,834,150",88,Universal Pictures,False,False
18,20,Baby Driver,"$21,780",-63.5%,-32.4%,252,$86,"$107,468,365",90,TriStar Pictures,False,False
19,22,Girls Trip,"$21,020",-61%,-62.6%,313,$67,"$114,824,600",67,Universal Pictures,False,False
20,18,The Emoji Movie,"$20,815",-84.6%,-57.7%,573,$36,"$84,589,663",60,Sony Pictures Entertainment (SPE),False,False
21,19,Wonder Woman,"$20,202",-74.7%,-63.6%,355,$56,"$412,010,692",116,Warner Bros.,False,False
22,23,Logan Lucky,"$20,198",-60.4%,-76.9%,397,$50,"$27,490,068",39,Bleecker Street Media,False,False
23,48,Walk With Me,"$17,020","+1,032.4%",+81.4%,34,$500,"$239,147",46,GathrFilms,False,False
24,21,War for the Planet of the Apes,"$16,335",-71%,-44.4%,306,$53,"$146,268,737",74,Twentieth Century Fox,False,False
25,25,Victoria & Abdul,"$14,969",-67.9%,-,4,"$3,742","$173,814",4,Focus Features,False,False
26,28,The Glass Castle,"$14,195",-54.1%,-65.5%,219,$64,"$17,052,721",46,Lionsgate,False,False
27,27,All Saints,"$13,407",-65.3%,-70.1%,293,$45,"$5,592,025",32,Affirm Films,False,False
28,26,The Dark Tower,"$13,119",-70%,-77.3%,358,$36,"$50,385,924",53,Sony Pictures Entertainment (SPE),False,False
29,29,True to the Game,"$13,023",-53.9%,-46.4%,107,$121,"$1,093,625",18,-,False,False
30,30,The Big Sick,"$8,966",-58.4%,-68.9%,122,$73,"$42,716,604",95,Lionsgate,False,False
31,24,The Nut Job 2: Nutty by Nature,"$8,393",-82.8%,-59.9%,341,$24,"$28,350,883",46,Open Road Films (II),False,False
32,33,Atomic Blonde,"$8,085",-59.1%,-60.8%,153,$52,"$51,545,020",60,Focus Features,False,False
33,35,Beach Rats,"$5,275",-57%,-30.7%,44,$119,"$398,595",32,Neon,False,False
34,31,Cars 3,"$5,212",-75.7%,-49.4%,114,$45,"$152,406,840",102,-,False,False
35,32,Do It Like An Hombre,"$4,786",-76.6%,-74.6%,50,$95,"$2,471,711",25,Pantelion Films,False,False
36,34,Menashe,"$4,773",-63.8%,-31.3%,50,$95,"$1,641,580",60,A24,False,False
37,39,Tulip Fever,"$4,238",-55.2%,-73.6%,90,$47,"$2,346,440",25,The Weinstein Company,False,False
38,41,Ingrid Goes West,"$3,011",-61.7%,-71.5%,50,$60,"$2,981,693",46,Neon,False,False
39,46,The Last Dalai Lama?,"$2,529",-4.2%,"+1,267%",18,$140,"$104,916",81,Matson Films,False,False
40,54,Beatriz at Dinner,"$2,378",+265.3%,+22.1%,9,$264,"$7,110,925",109,Roadside Attractions,False,False
41,36,Kidnap,"$2,326",-79.8%,-74.2%,134,$17,"$30,514,668",53,Aviron Pictures,False,False
42,-,Just One Drop,"$2,032",-,-,5,$406,"$2,032",4,GathrFilms,False,False
43,40,47 Meters Down,"$2,009",-75.8%,-26.1%,56,$35,"$44,280,303",102,Entertainment Studios Motion Pictures,False,False
44,44,Lady Macbeth,"$1,979",-39.7%,-7.6%,14,$141,"$1,124,822",74,Roadside Attractions,False,False
45,50,Rat Film,"$1,885",+62.6%,+157.9%,2,$942,"$19,498",11,The Cinema Guild,False,False
46,42,Good Time,"$1,823",-63.6%,-66.4%,24,$75,"$1,971,685",46,A24,False,False
47,45,Detroit,"$1,785",-32.8%,-32.1%,44,$40,"$16,776,632",60,Annapurna Pictures,False,False
48,38,Captain Underpants: The First Epic Movie,"$1,640",-83.1%,-22.1%,63,$26,"$73,857,968",116,Twentieth Century Fox,False,False
49,37,Because of Grácia,"$1,296",-87.9%,-48%,20,$64,"$83,978",11,ArtAffects Entertainment,False,False
50,43,Birth of the Dragon,"$1,120",-75.6%,-89.8%,47,$23,"$6,896,815",32,BH Tilt,False,False
51,47,Woodshock,$999,-46.5%,-,3,$333,"$13,246",4,A24,False,False
52,52,Elizabeth Blue,$962,-8.5%,-,10,$96,"$3,910",4,-,False,False
53,49,Trophy,$893,-26.5%,+344.3%,19,$47,"$12,474",18,The Orchard,False,False
54,53,Napping Princess,$650,-16.2%,-76%,10,$65,"$39,679",18,GKIDS,False,False
55,-,In Pursuit of Silence,$619,-,-,1,$619,"$22,137",95,The Cinema Guild,False,False
56,-,The Hero,$455,-,+423%,1,$455,"$4,076,255",109,The Orchard,False,False
57,51,The Last Rampage,$430,-62.5%,-,18,$23,"$3,484",4,-,False,False
58,59,Le Trou,$417,+686.8%,-,2,$208,"$34,180",90,Rialto Pictures,False,False
59,58,"Love, Kennedy",$396,+528.6%,-55.3%,2,$198,"$402,603",116,Purdie Distribution,False,False
60,61,"We Love You, Sally Carmichael!",$317,"+1,568.4%",+956.7%,2,$158,"$112,198",53,Purdie Distribution,False,False
61,55,The Only Living Boy in New York,$179,-64.3%,-70%,6,$29,"$623,178",46,Roadside Attractions,False,False
62,60,Abracadabra,$27,-35.7%,-90.9%,3,$9,"$3,327",11,Sony Pictures Entertainment (SPE),False,False
