TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Cars 3,"$15,643,700",-15.2%,-,4256,"$3,675","$53,688,680",3,-,False,False
2,2,Wonder Woman,"$14,845,843",-4.7%,-21.1%,4018,"$3,694","$275,095,580",17,Warner Bros.,False,False
3,3,All Eyez on Me,"$5,929,903",-22.9%,-,2471,"$2,399","$26,435,354",3,Lionsgate,False,False
4,4,The Mummy,"$5,401,580",+1.4%,-33.7%,4034,"$1,339","$57,121,660",10,Universal Pictures,False,False
5,6,Pirates of the Caribbean: Dead Men Tell No Tales,"$3,249,939",-2.2%,-1.1%,2759,"$1,177","$150,572,153",24,-,False,False
6,5,47 Meters Down,"$3,072,055",-18.4%,-,2270,"$1,353","$11,205,562",3,Entertainment Studios Motion Pictures,False,False
7,7,Captain Underpants: The First Epic Movie,"$2,144,326",-25.1%,-40.4%,2968,$722,"$57,795,201",17,Twentieth Century Fox,False,False
8,9,Guardians of the Galaxy Vol. 2,"$2,010,573",+9.4%,+5.3%,1813,"$1,108","$374,942,747",45,-,False,False
9,8,Rough Night,"$1,796,381",-36.7%,-,3162,$568,"$8,004,283",3,Sony Pictures Entertainment (SPE),False,False
10,11,Megan Leavey,"$912,276",-5.1%,-16.4%,1832,$497,"$8,378,502",10,Bleecker Street Media,False,False
11,10,It Comes at Night,"$768,962",-23.9%,-45.8%,2450,$313,"$11,124,631",10,A24,False,False
12,12,Baywatch,"$487,708",-21.4%,-63%,1307,$373,"$55,158,487",25,Paramount Pictures,False,False
13,13,The Book of Henry,"$388,190",-26.6%,-,579,$670,"$1,424,540",3,Focus Features,False,False
14,16,Alien: Covenant,"$208,032",-4.8%,-61%,400,$520,"$72,754,134",31,Twentieth Century Fox,False,False
15,14,Beatriz at Dinner,"$205,096",-29.5%,+380.5%,77,"$2,663","$906,100",10,Roadside Attractions,False,False
16,15,My Cousin Rachel,"$153,126",-33.2%,-45.3%,531,$288,"$1,975,140",10,Fox Searchlight Pictures,False,False
17,19,The Boss Baby,"$100,111",-20.3%,-25.4%,260,$385,"$172,492,985",80,Twentieth Century Fox,False,False
18,-,Chris Brown: Welcome To My Life,"$98,088",-,-,293,$334,"$693,984",11,Fathom Events,False,False
19,17,"Everything, Everything","$81,892",-48.5%,-79.9%,403,$203,"$33,183,091",31,Warner Bros.,False,False
20,20,Beauty and the Beast,"$71,161",-42.6%,-33.2%,242,$294,"$503,368,806",94,-,False,False
21,21,The Fate of the Furious,"$67,325",-15.8%,-33.4%,189,$356,"$224,934,880",66,Universal Pictures,False,False
22,18,Diary of a Wimpy Kid: The Long Haul,"$53,583",-64.7%,-65.6%,255,$210,"$20,087,808",31,Twentieth Century Fox,False,False
23,22,The Hero,"$45,056",-23.4%,+232.8%,27,"$1,668","$196,477",10,The Orchard,False,False
24,25,How to Be a Latin Lover,"$42,873",+11.7%,+2.9%,119,$360,"$32,088,029",52,Pantelion Films,False,False
25,23,Snatched,"$35,491",-31.4%,-70.3%,211,$168,"$45,403,373",38,Twentieth Century Fox,False,False
26,24,King Arthur: Legend of the Sword,"$34,719",-15.6%,-66.4%,158,$219,"$38,534,645",38,Warner Bros.,False,False
27,26,Going in Style,"$34,152",-0.3%,-30.5%,166,$205,"$44,749,457",73,Warner Bros.,False,False
28,27,Churchill,"$30,783",-8.9%,-49.4%,60,$513,"$993,017",17,Cohen Media Group,False,False
29,28,Lowriders,"$28,160",-12%,-32.8%,40,$704,"$6,155,650",38,BH Tilt,False,False
30,29,Gifted,"$22,014",-23.7%,-26.7%,100,$220,"$24,421,973",73,Fox Searchlight Pictures,False,False
31,34,3 idiotas,"$20,530",+58.7%,-76.4%,46,$446,"$1,204,224",17,Pantelion Films,False,False
32,30,Dean,"$19,947",-22.1%,+66.5%,83,$240,"$206,859",17,CBS Films,False,False
33,31,The Wedding Plan,"$16,278",-27.1%,-53.3%,54,$301,"$1,294,548",38,Roadside Attractions,False,False
34,33,Warriors of the Dawn,"$15,373",-4.4%,-,32,$480,"$41,959",3,FIP,False,False
35,32,The Exception,"$13,401",-31.1%,+282.2%,14,$957,"$93,684",17,A24,False,False
36,-,Moka,"$10,094",-,-,1,"$10,094","$10,094",5,Film Movement,False,False
37,36,Their Finest,"$5,336",-5.7%,-30.5%,29,$184,"$3,595,841",73,STX Entertainment,False,False
