TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Next Friday,"$724,747",-14.7%,-73.1%,1103,$657,"$23,078,005",8,New Line Cinema,False,False
2,2,The Hurricane,"$559,790",-20.6%,+157.9%,1454,$385,"$15,841,471",22,Universal Pictures,False,False
3,3,"Girl, Interrupted","$527,108",-22%,-,1902,$277,"$11,304,115",30,Sony Pictures Releasing,False,False
4,4,The Green Mile,"$437,780",-12.8%,-32.7%,2483,$176,"$103,784,093",41,Warner Bros.,False,False
5,6,The Talented Mr. Ripley,"$343,520",-11.5%,-43.1%,2369,$145,"$64,196,474",26,Paramount Pictures,False,False
6,7,Galaxy Quest,"$304,612",-17.8%,-27.7%,2450,$124,"$49,433,769",26,DreamWorks Distribution,False,False
7,5,Stuart Little,"$304,170",-28.2%,-28.3%,3092,$98,"$110,361,037",34,Sony Pictures Releasing,False,False
8,8,Any Given Sunday,"$271,290",-15.6%,-46.1%,2505,$108,"$67,496,687",29,Warner Bros.,False,False
9,10,Magnolia,"$229,986",-10%,-43.3%,1038,$221,"$12,732,717",34,New Line Cinema,False,False
10,11,Snow Falling on Cedars,"$196,350",-10.5%,-35.6%,1155,$170,"$8,802,553",29,Universal Pictures,False,False
11,9,Toy Story 2,"$191,178",-27.3%,-36.9%,2326,$82,"$228,069,480",62,Walt Disney Studios Motion Pictures,False,False
12,12,Anna and the King,"$149,614",-17%,-48.7%,1535,$97,"$34,898,592",34,Twentieth Century Fox,False,False
13,13,Man on the Moon,"$73,325",-33.2%,-67.7%,1220,$60,"$32,793,220",29,Universal Pictures,False,False
