TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Erin Brockovich,"$1,032,340",-13.4%,-32.3%,2908,$355,"$78,864,460",20,Universal Pictures,False,False
2,2,The Road to El Dorado,"$762,267",-12.6%,-,3218,$236,"$15,322,029",6,DreamWorks Distribution,False,False
3,3,The Skulls,"$639,180",-22.1%,-,2412,$265,"$13,145,385",6,Universal Pictures,False,False
4,4,Romeo Must Die,"$543,337",-25.8%,-48.1%,2641,$205,"$40,764,543",15,Warner Bros.,False,False
5,5,High Fidelity,"$516,967",-11.9%,-,1183,$436,"$8,028,549",6,Walt Disney Studios Motion Pictures,False,False
6,6,American Beauty,"$491,732",-,-23.9%,1990,$247,"$117,512,428",204,DreamWorks Distribution,False,False
7,7,Mission to Mars,"$237,374",-14.8%,-48.9%,2505,$94,"$55,208,994",27,Walt Disney Studios Motion Pictures,False,False
8,9,My Dog Skip,"$133,931",-18.4%,-58%,2010,$66,"$29,487,323",83,Warner Bros.,False,False
9,8,Here on Earth,"$131,234",-24.3%,-52.3%,1713,$76,"$8,425,661",13,Twentieth Century Fox,False,False
10,10,The Ninth Gate,"$74,832",-15.6%,-61.2%,1021,$73,"$17,411,037",27,Artisan Entertainment,False,False
11,11,The Tigger Movie,"$31,796",-29%,-69.8%,701,$45,"$43,922,497",55,Walt Disney Studios Motion Pictures,False,False
12,13,Toy Story 2,"$27,508",-15.5%,-7.3%,338,$81,"$242,690,491",139,Walt Disney Studios Motion Pictures,False,False
13,12,Snow Day,"$24,451",-33.5%,-74.8%,1056,$23,"$58,681,376",55,Paramount Pictures,False,False
14,14,Pitch Black,"$23,594",-14.6%,-61.3%,419,$56,"$38,210,807",48,USA Films,False,False
15,15,Galaxy Quest,"$2,829",-1.5%,-71.5%,85,$33,"$70,345,842",103,DreamWorks Distribution,False,False
