TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Mission: Impossible II,"$16,487,335",+94.3%,-,3653,"$4,513","$37,490,174",3,Paramount Pictures,False,False
2,-,Shanghai Noon,"$4,177,405",-,-,2711,"$1,540","$4,177,405",1,Walt Disney Studios Motion Pictures,True,False
3,2,Gladiator,"$3,092,650",+131.2%,-44.3%,3188,$970,"$113,024,536",22,DreamWorks Distribution,False,False
4,3,Road Trip,"$3,070,891",+148.5%,-43.2%,2631,"$1,167","$24,822,512",8,DreamWorks Distribution,False,False
5,4,Small Time Crooks,"$666,529",+157.9%,-39.2%,870,$766,"$5,670,248",8,DreamWorks Distribution,False,False
6,5,U-571,"$592,760",+150%,-56.2%,2044,$290,"$66,284,775",36,Universal Pictures,False,False
7,6,The Flintstones in Viva Rock Vegas,"$216,250",+89.9%,-56.6%,1491,$145,"$28,623,395",29,Universal Pictures,False,False
8,10,Erin Brockovich,"$191,520",+243.4%,-39%,798,$240,"$120,663,270",71,Universal Pictures,False,False
9,9,Screwed,"$96,365",+49.3%,-83.4%,803,$120,"$6,496,450",15,Universal Pictures,False,False
10,13,The Road to El Dorado,"$70,432",+333.2%,+30.7%,602,$116,"$49,633,631",57,DreamWorks Distribution,False,False
11,12,The Skulls,"$46,905",+140.6%,-51.2%,177,$265,"$34,861,155",57,Universal Pictures,False,False
