TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Meet the Parents,"$2,065,795",-41.7%,-,2614,$790,"$34,231,065",5,Universal Pictures,False,False
2,2,Remember the Titans,"$1,002,706",-56%,-26.4%,2701,$371,"$49,147,233",12,Walt Disney Studios Motion Pictures,False,False
3,3,Bring It On,"$119,095",-56.5%,-12.8%,2382,$49,"$62,895,220",47,Universal Pictures,False,False
4,4,Nurse Betty,"$88,274",-45.1%,-42.6%,1473,$59,"$23,019,513",33,USA Films,False,False
5,5,The Watcher,"$78,705",-40%,-54.1%,1749,$45,"$28,050,585",33,Universal Pictures,False,False
6,6,What Lies Beneath,"$70,490",-39.2%,-32.6%,1375,$51,"$152,327,278",82,DreamWorks Distribution,False,False
7,7,X-Men,"$28,469",-44.4%,+11%,487,$58,"$156,244,491",89,Twentieth Century Fox,False,False
8,8,Nutty Professor II: The Klumps,"$23,760",-50%,-27.9%,792,$30,"$121,481,035",75,Universal Pictures,False,False
9,9,Gladiator,"$21,735",-38.5%,-40.3%,249,$87,"$186,455,719",159,DreamWorks Distribution,False,False
10,10,Big Momma's House,"$6,054",-41%,-35.6%,182,$33,"$117,337,688",131,Twentieth Century Fox,False,False
