TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,Gone in 60 Seconds,"$9,475,756",+12.8%,-,3006,"$3,152","$17,877,603",2,Walt Disney Studios Motion Pictures,False,False
2,2,Mission: Impossible II,"$7,671,717",+57.4%,-36.5%,3669,"$2,090","$153,383,031",18,Paramount Pictures,False,False
3,3,Big Momma's House,"$7,509,195",+58.9%,-30%,2854,"$2,631","$47,437,021",9,Twentieth Century Fox,False,False
4,4,Gladiator,"$3,004,221",+62%,-18.3%,2706,"$1,110","$147,958,877",37,DreamWorks Distribution,False,False
5,5,Shanghai Noon,"$2,585,000",+58.9%,-32.8%,2751,$939,"$39,876,000",16,Walt Disney Studios Motion Pictures,False,False
6,6,Road Trip,"$1,901,502",+30.7%,-28.4%,2586,$735,"$52,602,740",23,DreamWorks Distribution,False,False
7,7,Small Time Crooks,"$628,496",+83.7%,-22.1%,886,$709,"$12,828,273",23,DreamWorks Distribution,False,False
8,8,U-571,"$468,800",+60%,-33.5%,1172,$400,"$72,612,440",51,Universal Pictures,False,False
9,9,Erin Brockovich,"$237,910",+68.2%,-15.1%,643,$370,"$123,083,085",86,Universal Pictures,False,False
10,10,The Flintstones in Viva Rock Vegas,"$205,155",+74.1%,-31.2%,873,$235,"$31,802,375",44,Universal Pictures,False,False
11,11,The Road to El Dorado,"$59,734",+56%,-10.5%,314,$190,"$50,427,798",72,DreamWorks Distribution,False,False
