TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,3,The Hurricane,"$609,209",-60.3%,-59.3%,2101,$289,"$23,498,606",27,Universal Pictures,False,False
2,1,Next Friday,"$559,679",-73.6%,-77.4%,1175,$476,"$32,403,506",13,New Line Cinema,False,False
3,6,"Girl, Interrupted","$408,759",-62.4%,-65.8%,1935,$211,"$16,574,015",35,Sony Pictures Releasing,False,False
4,4,The Green Mile,"$377,726",-68.4%,-64.8%,2483,$152,"$109,970,063",46,Warner Bros.,False,False
5,2,Stuart Little,"$334,352",-83.5%,-89.2%,3151,$106,"$117,420,434",39,Sony Pictures Releasing,False,False
6,8,The Talented Mr. Ripley,"$302,069",-63.4%,-62.7%,2215,$136,"$68,532,828",31,Paramount Pictures,False,False
7,5,Galaxy Quest,"$288,399",-74.9%,-83.5%,2259,$127,"$54,580,128",31,DreamWorks Distribution,False,False
8,7,Toy Story 2,"$208,454",-77.1%,-86.6%,1990,$104,"$231,437,021",67,Walt Disney Studios Motion Pictures,False,False
9,9,Magnolia,"$198,594",-63.2%,-61.2%,1077,$184,"$15,261,932",39,New Line Cinema,False,False
10,10,Any Given Sunday,"$176,409",-65.9%,-75.8%,2201,$80,"$70,352,372",34,Warner Bros.,False,False
11,11,Snow Falling on Cedars,"$120,890",-63.3%,-73.5%,1099,$110,"$10,509,498",34,Universal Pictures,False,False
12,-,American Beauty,"$79,102",-,-9.7%,267,$296,"$73,397,274",132,DreamWorks Distribution,False,False
13,12,Anna and the King,"$72,742",-68.9%,-82.1%,940,$77,"$36,029,618",39,Twentieth Century Fox,False,False
14,13,Man on the Moon,"$38,480",-60.6%,-78.2%,592,$65,"$33,337,060",34,Universal Pictures,False,False
