TD,YD,Release,Daily,%± YD,%± LW,Theaters,Avg,To Date,Days,Distributor,New This Day,Estimated
1,1,How the Grinch Stole Christmas,"$6,621,180",+264.3%,-66.5%,3138,"$2,110","$151,520,640",15,Universal Pictures,False,False
2,2,Unbreakable,"$4,701,000",+260%,-61.8%,2708,"$1,735","$56,606,000",10,Walt Disney Studios Motion Pictures,False,False
3,3,102 Dalmatians,"$1,756,000",+267.9%,-77.2%,2704,$649,"$30,064,317",10,Walt Disney Studios Motion Pictures,False,False
4,4,Charlie's Angels,"$1,537,542",+271.9%,-62.3%,2751,$558,"$111,939,477",29,Sony Pictures Releasing,False,False
5,6,Rugrats in Paris: The Movie,"$1,229,000",+269.7%,-,2937,$418,"$50,287,657",15,Paramount Pictures,False,False
6,7,Meet the Parents,"$1,181,670",+356.3%,-54.2%,2317,$510,"$150,557,230",57,Universal Pictures,False,False
7,5,The 6th Day,"$1,174,691",+241.2%,-58.7%,2516,$466,"$27,726,315",15,Sony Pictures Releasing,False,False
8,8,The Legend of Bagger Vance,"$322,459",+200%,-57.6%,1535,$210,"$29,034,306",29,DreamWorks Distribution,False,False
9,9,What Lies Beneath,"$47,108",+218.7%,-45.5%,350,$134,"$154,912,612",134,DreamWorks Distribution,False,False
10,10,Bring It On,"$33,885",+207.3%,-51.7%,251,$135,"$67,811,635",99,Universal Pictures,False,False
11,11,The Contender,"$19,607",+207.7%,-42.3%,113,$173,"$17,546,677",50,DreamWorks Distribution,False,False
12,12,Nutty Professor II: The Klumps,"$13,000",+205.2%,-58.4%,130,$100,"$123,141,875",127,Universal Pictures,False,False
